Validation Measures/discrete_frechet_distance/site_rrotvec,_runtime,Discriminator/Output Policy,Mean Episode Return,Validation Measures/euclidean_distance/qpos,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rvel,Validation Measures/dynamic_time_warping/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rpos,_step,Metric for Sweep,Mean Episode Length,Validation Info/Mean Episode Length,Validation Measures/dynamic_time_warping/site_rpos,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/dynamic_time_warping/qpos,_timestamp,Discriminator/Output Expert,Validation Measures/discrete_frechet_distance/qpos,Validation Info/Mean Episode Return,Validation Measures/euclidean_distance/site_rvel,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rpos,Agent Video
,2174.28598708,0.05514387786388397,18.58607292175293,,,,,,,,60620800.0,,61.7807731628418,,,,,1765943990.155802,0.9430781602859497,,,,,,
,2174.286784606,0.053974177688360214,18.4622745513916,,,,,,,,61440000.0,,62.008026123046875,,,,,1765943990.1569166,0.9442839026451111,,,,,,
,2174.287562766,0.05300016701221466,18.596818923950195,,,,,,,,62259200.0,,62.485313415527344,,,,,1765943990.157766,0.9447014927864075,,,,,,
,2174.288332088,0.05349284037947655,18.785194396972656,,,,,,,,63078400.0,,62.90959548950195,,,,,1765943990.1585515,0.9453654289245605,,,,,,
,2174.289088131,0.05407378450036049,18.76137924194336,,,,,,,,63897600.0,,62.96165084838867,,,,,1765943990.1593175,0.944990336894989,,,,,,
,2174.289893726,0.05302492156624794,18.873462677001953,,,,,,,,64716800.0,,63.31100082397461,,,,,1765943990.1600845,0.9451992511749268,,,,,,
3.6277108192443848,2174.294794728,0.052395690232515335,18.900161743164062,0.5438115000724792,14.555729866027832,1.9208643436431885,6.364682674407959,344.0391845703125,255.9771270751953,0.8789723515510559,65536000.0,5.287720203399658,63.653167724609375,55.63478088378906,29.187456130981445,139.20730590820312,43.345428466796875,1765943990.165185,0.9460629224777222,1.0099165439605713,16.494653701782227,2.938178062438965,4.145890712738037,0.42867767810821533,
,2174.295570377,0.052683185786008835,18.994060516357422,,,,,,,,66355200.0,,63.83023452758789,,,,,1765943990.1657808,0.9454332590103149,,,,,,
,2174.296264542,0.05091677978634834,19.161962509155273,,,,,,,,67174400.0,,64.85166931152344,,,,,1765943990.1665335,0.947509229183197,,,,,,
,2174.29700889,0.05130959302186966,19.185956954956055,,,,,,,,67993600.0,,65.03618621826172,,,,,1765943990.1672564,0.9470820426940918,,,,,,
,2174.29776944,0.050178635865449905,19.183008193969727,,,,,,,,68812800.0,,65.09074401855469,,,,,1765943990.1680048,0.9486920833587646,,,,,,
,2174.298502467,0.05116869509220123,19.370214462280273,,,,,,,,69632000.0,,65.31566619873047,,,,,1765943990.1687503,0.9476358294487,,,,,,
,2174.299232374,0.04968008026480675,19.404142379760742,,,,,,,,70451200.0,,66.18731689453125,,,,,1765943990.169485,0.9486443996429443,,,,,,
,2174.299939201,0.049053676426410675,19.50305938720703,,,,,,,,71270400.0,,66.29039001464844,,,,,1765943990.1701958,0.9494392275810242,,,,,,
,2174.300679144,0.04916248098015785,19.50234031677246,,,,,,,,72089600.0,,66.20806884765625,,,,,1765943990.1709447,0.9501264691352844,,,,,,
,2174.301446419,0.04826256260275841,19.641151428222656,,,,,,,,72908800.0,,66.75408935546875,,,,,1765943990.1716757,0.9506062269210815,,,,,,
,2174.302604786,0.04712875559926033,19.769866943359375,,,,,,,,73728000.0,,67.54702758789062,,,,,1765943990.1723926,0.9513484239578247,,,,,,
,2174.303709759,0.04750792309641838,19.745128631591797,,,,,,,,74547200.0,,66.89227294921875,,,,,1765943990.1735241,0.951171875,,,,,,
,2174.304877693,0.047881148755550385,19.87871551513672,,,,,,,,75366400.0,,67.82015228271484,,,,,1765943990.1746447,0.9509281516075134,,,,,,
,2174.306015453,0.04837037995457649,19.944650650024414,,,,,,,,76185600.0,,67.72552490234375,,,,,1765943990.175764,0.9506896734237671,,,,,,
,2174.307198764,0.047179706394672394,19.987424850463867,,,,,,,,77004800.0,,68.2159194946289,,,,,1765943990.1769466,0.9517883658409119,,,,,,
,2174.308315261,0.04625065624713898,20.027515411376953,,,,,,,,77824000.0,,68.29329681396484,,,,,1765943990.1780636,0.9526447653770447,,,,,,
3.5714941024780273,2174.31223569,0.046891774982213974,19.984256744384766,0.55320143699646,14.565731048583984,1.857647180557251,6.87313175201416,337.7167053222656,258.0812072753906,0.8479994535446167,78643200.0,5.269833564758301,68.26432800292969,53.119659423828125,29.029436111450195,134.94171142578125,44.01421356201172,1765943990.1825988,0.9516897201538086,1.0237663984298706,16.512928009033203,2.984813690185547,4.094819068908691,0.4273728132247925,
,2174.312999554,0.04613931477069855,20.18760108947754,,,,,,,,79462400.0,,69.37326049804688,,,,,1765943990.1832263,0.9523582458496094,,,,,,
,2174.313753249,0.044778235256671906,20.401025772094727,,,,,,,,80281600.0,,70.24549865722656,,,,,1765943990.1839917,0.9542825222015381,,,,,,
,2174.314500373,0.045046765357255936,20.300121307373047,,,,,,,,81100800.0,,69.1185531616211,,,,,1765943990.1847482,0.9539781212806702,,,,,,
,2174.315690224,0.045712850987911224,20.392229080200195,,,,,,,,81920000.0,,69.67916107177734,,,,,1765943990.185488,0.953136146068573,,,,,,
,2174.316725493,0.04575377702713013,20.43569564819336,,,,,,,,82739200.0,,69.82503509521484,,,,,1765943990.1865644,0.9537093639373779,,,,,,
,2174.317859863,0.04531790688633919,20.524948120117188,,,,,,,,83558400.0,,69.90730285644531,,,,,1765943990.187674,0.9535133242607117,,,,,,
,2174.31895162,0.044759321957826614,20.78386688232422,,,,,,,,84377600.0,,71.29254150390625,,,,,1765943990.188766,0.9540013074874878,,,,,,
,2174.320008114,0.04577959328889847,20.687728881835938,,,,,,,,85196800.0,,70.60484313964844,,,,,1765943990.189858,0.9533097743988037,,,,,,
,2174.321096473,0.04469355568289757,20.800966262817383,,,,,,,,86016000.0,,71.45863342285156,,,,,1765943990.1909535,0.9541357755661011,,,,,,
,2174.325117237,0.04337381571531296,20.86513900756836,,,,,,,,86835200.0,,71.36406707763672,,,,,1765943990.192052,0.9555286765098572,,,,,,
,2174.330447269,0.04368729516863823,20.931745529174805,,,,,,,,87654400.0,,71.62699127197266,,,,,1765943990.1948197,0.9547694325447083,,,,,,
,2174.336417212,0.044286470860242844,21.100223541259766,,,,,,,,88473600.0,,72.51250457763672,,,,,1765943990.2000916,0.9550811648368835,,,,,,
,2174.34256896,0.04333939403295517,20.97197914123535,,,,,,,,89292800.0,,71.75895690917969,,,,,1765943990.2054417,0.9549942016601562,,,,,,
,2174.348762752,0.04246418923139572,21.46124839782715,,,,,,,,90112000.0,,73.631103515625,,,,,1765943990.211775,0.9559447765350342,,,,,,
,2174.354789788,0.04313329607248306,21.23500633239746,,,,,,,,90931200.0,,72.9775619506836,,,,,1765943990.2177033,0.9562132954597473,,,,,,
3.4722349643707275,2174.37694121,0.042111411690711975,21.17650032043457,0.556188702583313,14.211435317993164,1.830450415611267,6.675873279571533,328.06878662109375,259.2855529785156,0.8533053994178772,91750400.0,5.210690975189209,72.79753875732422,60.38297653198242,29.88896942138672,130.33775329589844,44.75850296020508,1765943990.2447526,0.9569106101989746,1.021215558052063,17.49032211303711,2.949345588684082,3.963881015777588,0.430895060300827,
,2174.380146617,0.043618593364953995,21.497026443481445,,,,,,,,92569600.0,,73.46219635009766,,,,,1765943990.2472165,0.9554338455200195,,,,,,
,2174.383723478,0.04161297157406807,21.518272399902344,,,,,,,,93388800.0,,74.01287078857422,,,,,1765943990.2503514,0.9569092988967896,,,,,,
,2174.387362645,0.041803691536188126,21.501676559448242,,,,,,,,94208000.0,,73.8082046508789,,,,,1765943990.2537093,0.9570705890655518,,,,,,
,2174.390881518,0.041219037026166916,21.778547286987305,,,,,,,,95027200.0,,74.3207778930664,,,,,1765943990.257359,0.957465410232544,,,,,,
,2174.394166541,0.04193732142448425,21.862939834594727,,,,,,,,95846400.0,,74.2465591430664,,,,,1765943990.260949,0.9569776654243469,,,,,,
,2174.397062654,0.041938938200473785,21.80438804626465,,,,,,,,96665600.0,,74.4718246459961,,,,,1765943990.2642798,0.9570329189300537,,,,,,
,2174.399376954,0.04204683378338814,21.88608169555664,,,,,,,,97484800.0,,74.50772857666016,,,,,1765943990.2671804,0.9568499326705933,,,,,,
,2174.401500424,0.04154818132519722,21.98634147644043,,,,,,,,98304000.0,,74.94111633300781,,,,,1765943990.2699335,0.9573125243186951,,,,,,
,2174.403810259,0.040955670177936554,22.060823440551758,,,,,,,,99123200.0,,75.54986572265625,,,,,1765943990.2720082,0.9579929709434509,,,,,,
,2174.406606684,0.04008183255791664,22.189472198486328,,,,,,,,99942400.0,,76.04732513427734,,,,,1765943990.2742517,0.9584323167800903,,,,,,
,2174.4095213,0.04054497554898262,22.20477867126465,,,,,,,,100761600.0,,76.2684097290039,,,,,1765943990.276955,0.9585572481155396,,,,,,
,2174.412732089,0.0401693731546402,22.268932342529297,,,,,,,,101580800.0,,76.27355194091797,,,,,1765943990.279758,0.9584738612174988,,,,,,
,2174.416310102,0.04047634080052376,22.260883331298828,,,,,,,,102400000.0,,76.10492706298828,,,,,1765943990.2829251,0.9584647417068481,,,,,,
,2174.419374352,0.03941447660326958,22.2175235748291,,,,,,,,103219200.0,,76.21519470214844,,,,,1765943990.2862868,0.9593830704689026,,,,,,
,2174.422053877,0.040065083652734756,22.62451171875,,,,,,,,104038400.0,,77.26960754394531,,,,,1765943990.2896187,0.9587365388870239,,,,,,
3.2302348613739014,2174.431115957,0.038647618144750595,22.5023136138916,0.540163516998291,13.805863380432129,1.7897411584854126,6.427674293518066,319.48541259765625,249.02752685546875,0.8063122630119324,104857600.0,5.073768615722656,76.91559600830078,54.12765884399414,28.668216705322266,128.22738647460938,43.29859161376953,1765943990.300801,0.960180401802063,0.9855170845985413,17.314807891845703,2.8730533123016357,3.885230541229248,0.41097381711006165,
,2174.432446273,0.03855165094137192,22.56755256652832,,,,,,,,105676800.0,,77.58941650390625,,,,,1765943990.3019118,0.9604485034942627,,,,,,
,2174.433681788,0.03895995765924454,22.662982940673828,,,,,,,,106496000.0,,77.36067962646484,,,,,1765943990.3032136,0.9605680704116821,,,,,,
,2174.434858612,0.03856215998530388,22.576400756835938,,,,,,,,107315200.0,,77.52982330322266,,,,,1765943990.3044076,0.9600425362586975,,,,,,
,2174.435800081,0.03815601393580437,22.99237060546875,,,,,,,,108134400.0,,78.86964416503906,,,,,1765943990.305737,0.960759699344635,,,,,,
,2174.436742968,0.037284985184669495,22.87476921081543,,,,,,,,108953600.0,,78.4937515258789,,,,,1765943990.306697,0.9617996215820312,,,,,,
,2174.437887379,0.03753651678562164,22.968624114990234,,,,,,,,109772800.0,,78.66622161865234,,,,,1765943990.3076487,0.9613029360771179,,,,,,
,2174.439004778,0.03745359927415848,23.347248077392578,,,,,,,,110592000.0,,79.14647674560547,,,,,1765943990.3087006,0.9617130160331726,,,,,,
,2174.440440087,0.03736092895269394,23.229280471801758,,,,,,,,111411200.0,,78.76309967041016,,,,,1765943990.3098369,0.9619202017784119,,,,,,
,2174.442044162,0.03764127194881439,23.266855239868164,,,,,,,,112230400.0,,79.26850128173828,,,,,1765943990.3111358,0.9617387652397156,,,,,,
,2174.443669686,0.036632243543863297,23.37531852722168,,,,,,,,113049600.0,,79.23567199707031,,,,,1765943990.312741,0.9626527428627014,,,,,,
,2174.445051805,0.035246770828962326,23.47552490234375,,,,,,,,113868800.0,,79.9285888671875,,,,,1765943990.3142946,0.9635740518569946,,,,,,
,2174.446355913,0.03529628738760948,23.094350814819336,,,,,,,,114688000.0,,79.05126953125,,,,,1765943990.3158445,0.96428382396698,,,,,,
,2174.447487252,0.035185862332582474,23.642072677612305,,,,,,,,115507200.0,,80.64768981933594,,,,,1765943990.3171487,0.9635736346244812,,,,,,
,2174.448591353,0.03469066694378853,23.977144241333008,,,,,,,,116326400.0,,81.22516632080078,,,,,1765943990.3183143,0.9646449089050293,,,,,,
,2174.449538829,0.034403860569000244,23.598100662231445,,,,,,,,117145600.0,,79.97478485107422,,,,,1765943990.3194587,0.9647422432899475,,,,,,
3.2657201290130615,2174.453837165,0.03470028191804886,24.08232307434082,0.5433107614517212,13.85190486907959,1.80325448513031,6.489548206329346,316.77984619140625,247.57717895507812,0.8155975341796875,117964800.0,5.0763750076293945,81.38123321533203,58.53012466430664,29.570035934448242,129.84255981445312,43.512229919433594,1765943990.3242157,0.9650061726570129,0.9932364821434021,17.563444137573242,2.854173421859741,3.8497817516326904,0.4189468026161194,
,2174.45454276,0.03410191088914871,23.935483932495117,,,,,,,,118784000.0,,81.11231994628906,,,,,1765943990.3248022,0.9647043943405151,,,,,,
,2174.455280048,0.0334680937230587,24.009069442749023,,,,,,,,119603200.0,,81.73313903808594,,,,,1765943990.3255336,0.965664803981781,,,,,,
,2174.456053205,0.03271370381116867,23.905792236328125,,,,,,,,120422400.0,,81.50253295898438,,,,,1765943990.326258,0.9662871360778809,,,,,,
,2174.456807853,0.0329541340470314,24.037643432617188,,,,,,,,121241600.0,,81.7035903930664,,,,,1765943990.3270206,0.9658775925636292,,,,,,
,2174.4575841,0.03378645330667496,24.17369842529297,,,,,,,,122060800.0,,81.54830932617188,,,,,1765943990.3277724,0.9660111665725708,,,,,,
,2174.458338858,0.0321650505065918,24.518293380737305,,,,,,,,122880000.0,,82.33161926269531,,,,,1765943990.3285377,0.9665919542312622,,,,,,
,2174.459059112,0.03171682357788086,24.640663146972656,,,,,,,,123699200.0,,83.42765045166016,,,,,1765943990.3293037,0.9677592515945435,,,,,,
,2174.459801466,0.032467927783727646,24.512372970581055,,,,,,,,124518400.0,,82.73783874511719,,,,,1765943990.330048,0.9670985341072083,,,,,,
,2174.460547072,0.03089766390621662,24.684518814086914,,,,,,,,125337600.0,,83.16703796386719,,,,,1765943990.3307633,0.96783447265625,,,,,,
,2174.461288089,0.03136022016406059,24.7830867767334,,,,,,,,126156800.0,,83.56929779052734,,,,,1765943990.331531,0.9676701426506042,,,,,,
,2174.461990696,0.03087664023041725,24.890798568725586,,,,,,,,126976000.0,,83.84318542480469,,,,,1765943990.3322616,0.9682910442352295,,,,,,
,2174.462746397,0.030245164409279823,24.79978370666504,,,,,,,,127795200.0,,83.84770202636719,,,,,1765943990.3329778,0.9682636260986328,,,,,,
,2174.463512796,0.03070155158638954,24.862712860107422,,,,,,,,128614400.0,,84.0365982055664,,,,,1765943990.3337178,0.9689855575561523,,,,,,
,2174.464263127,0.02951434627175331,25.144472122192383,,,,,,,,129433600.0,,85.51576232910156,,,,,1765943990.334472,0.9689648151397705,,,,,,
,2174.464978563,0.030400117859244347,25.06437873840332,,,,,,,,130252800.0,,84.60513305664062,,,,,1765943990.335231,0.9691047668457031,,,,,,
