Validation Measures/discrete_frechet_distance/qpos,Validation Measures/dynamic_time_warping/site_rpos,Agent Video,Validation Info/Mean Episode Length,Validation Measures/discrete_frechet_distance/site_rrotvec,_runtime,Mean Episode Length,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/dynamic_time_warping/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rvel,_timestamp,_step,Validation Measures/discrete_frechet_distance/site_rpos,Mean Episode Return,Validation Measures/dynamic_time_warping/qpos,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/site_rvel,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Info/Mean Episode Return,Validation Measures/euclidean_distance/site_rpos
,,,,,2131.091544826,110.60942840576172,,,,,,1764576635.3487945,148275200.0,,104.05467987060547,,,,,,,
,,,,,2131.092098495,110.31199645996094,,,,,,1764576635.3493245,149094400.0,,103.36493682861328,,,,,,,
,,,,,2131.092624565,110.12915802001953,,,,,,1764576635.3498654,149913600.0,,105.18250274658203,,,,,,,
,,,,,2131.093151261,110.1656723022461,,,,,,1764576635.350399,150732800.0,,105.9563980102539,,,,,,,
,,,,,2131.093692475,109.96519470214844,,,,,,1764576635.3509352,151552000.0,,106.1312255859375,,,,,,,
,,,,,2131.094271374,109.3214340209961,,,,,,1764576635.3514628,152371200.0,,106.06583404541016,,,,,,,
,,,,,2131.094774699,112.0735092163086,,,,,,1764576635.3519928,153190400.0,,110.2385482788086,,,,,,,
,,,,,2131.095300785,110.3483657836914,,,,,,1764576635.3525462,154009600.0,,108.24112701416016,,,,,,,
,,,,,2131.09588754,112.22403717041016,,,,,,1764576635.3530731,154828800.0,,111.89817810058594,,,,,,,
,,,,,2131.096398276,111.22296905517578,,,,,,1764576635.3536248,155648000.0,,110.3493423461914,,,,,,,
,,,,,2131.096919742,111.55816650390625,,,,,,1764576635.3541687,156467200.0,,112.0772476196289,,,,,,,
0.619408905506134,8.798062324523926,,44.68965530395508,0.70159912109375,2131.099824474,111.39043426513672,3.045027017593384,0.39818575978279114,243.77645874023438,172.54237365722656,4.134819984436035,1764576635.3566139,157286400.0,0.30264824628829956,111.67214965820312,27.976594924926758,10.425095558166504,0.3742629587650299,2.0566279888153076,18.77684783935547,46.50090026855469,0.16034995019435883
,,,,,2131.100347725,110.84122467041016,,,,,,1764576635.3575969,158105600.0,,112.25088500976562,,,,,,,
,,,,,2131.100882379,111.47953796386719,,,,,,1764576635.358119,158924800.0,,113.22998809814453,,,,,,,
,,,,,2131.101412734,111.2064208984375,,,,,,1764576635.358651,159744000.0,,114.0162582397461,,,,,,,
,,,,,2131.101924464,111.68981170654297,,,,,,1764576635.3591866,160563200.0,,114.58676147460938,,,,,,,
,,,,,2131.102462788,110.79719543457031,,,,,,1764576635.359703,161382400.0,,114.70364379882812,,,,,,,
,,,,,2131.102998822,110.3637924194336,,,,,,1764576635.3602448,162201600.0,,114.51007080078125,,,,,,,
,,,,,2131.103518242,111.74089050292969,,,,,,1764576635.3607755,163020800.0,,116.49279022216797,,,,,,,
,,,,,2131.104050777,111.79522705078125,,,,,,1764576635.3612955,163840000.0,,117.19013214111328,,,,,,,
,,,,,2131.104594755,111.6083984375,,,,,,1764576635.3618333,164659200.0,,117.58444213867188,,,,,,,
,,,,,2131.105151356,110.06724548339844,,,,,,1764576635.3623672,165478400.0,,116.55535125732422,,,,,,,
,,,,,2131.106248693,110.92481994628906,,,,,,1764576635.3628857,166297600.0,,117.9100570678711,,,,,,,
,,,,,2131.106769323,112.04866027832031,,,,,,1764576635.3638453,167116800.0,,119.69401550292969,,,,,,,
,,,,,2131.107316514,110.94395446777344,,,,,,1764576635.364547,167936000.0,,118.31536865234375,,,,,,,
,,,,,2131.107806997,111.2544174194336,,,,,,1764576635.3650599,168755200.0,,120.25769805908203,,,,,,,
,,,,,2131.108329173,111.61677551269531,,,,,,1764576635.3655841,169574400.0,,120.74586486816406,,,,,,,
0.6111851334571838,7.588254928588867,,51.274192810058594,0.6878371834754944,2131.111527296,111.18109130859375,3.012848138809204,0.33519887924194336,244.2420654296875,171.29444885253906,4.1744384765625,1764576635.3680413,170393600.0,0.2862384021282196,120.22148132324219,27.067304611206055,10.420756340026855,0.3562312424182892,2.031440019607544,16.21491050720215,56.2546272277832,0.1360316276550293
,,,,,2131.112106002,111.97789001464844,,,,,,1764576635.369286,171212800.0,,122.31895446777344,,,,,,,
,,,,,2131.11270111,109.8128433227539,,,,,,1764576635.3698745,172032000.0,,120.80281829833984,,,,,,,
,,,,,2131.113262377,110.81119537353516,,,,,,1764576635.3704646,172851200.0,,121.40573120117188,,,,,,,
,,,,,2131.113847703,111.64879608154297,,,,,,1764576635.3710194,173670400.0,,122.6299057006836,,,,,,,
,,,,,2131.114388204,111.96829223632812,,,,,,1764576635.3715825,174489600.0,,123.98605346679688,,,,,,,
,,,,,2131.114931462,111.62046813964844,,,,,,1764576635.372148,175308800.0,,124.33283233642578,,,,,,,
,,,,,2131.115489976,111.69776916503906,,,,,,1764576635.3727016,176128000.0,,124.48375701904297,,,,,,,
,,,,,2131.116048283,110.74505615234375,,,,,,1764576635.3732696,176947200.0,,124.11134338378906,,,,,,,
,,,,,2131.116601131,112.31961059570312,,,,,,1764576635.3738225,177766400.0,,126.85671997070312,,,,,,,
,,,,,2131.11713189,110.9502182006836,,,,,,1764576635.3743732,178585600.0,,124.93345642089844,,,,,,,
,,,,,2131.117701111,111.02015686035156,,,,,,1764576635.3749049,179404800.0,,125.55839538574219,,,,,,,
,,,,,2131.118286601,112.79044342041016,,,,,,1764576635.3754761,180224000.0,,128.18617248535156,,,,,,,
,,,,,2131.118853868,112.4522705078125,,,,,,1764576635.3760567,181043200.0,,128.0714569091797,,,,,,,
,,,,,2131.119407737,111.58515930175781,,,,,,1764576635.3766236,181862400.0,,127.36625671386719,,,,,,,
,,,,,2131.119991429,112.44477081298828,,,,,,1764576635.377168,182681600.0,,127.90184020996094,,,,,,,
0.6074623465538025,6.937204360961914,,52.587303161621094,0.6041154265403748,2131.123063575,112.19770050048828,3.028799295425415,0.3085579574108124,243.72398376464844,175.48175048828125,4.323642730712891,1764576635.3798225,183500800.0,0.2563541829586029,129.07357788085938,26.87417221069336,10.422821044921875,0.35580217838287354,2.092261552810669,14.36311149597168,53.8171501159668,0.131807342171669
,,,,,2131.1236266,112.01229858398438,,,,,,1764576635.380842,184320000.0,,129.20529174804688,,,,,,,
,,,,,2131.124162432,111.5994644165039,,,,,,1764576635.3814049,185139200.0,,129.27618408203125,,,,,,,
,,,,,2131.124703717,111.9709701538086,,,,,,1764576635.3819473,185958400.0,,130.3445587158203,,,,,,,
,,,,,2131.125221306,111.8753433227539,,,,,,1764576635.3824735,186777600.0,,130.03631591796875,,,,,,,
,,,,,2131.125750158,111.90364074707031,,,,,,1764576635.382996,187596800.0,,129.7091064453125,,,,,,,
,,,,,2131.126274465,111.6486587524414,,,,,,1764576635.3835342,188416000.0,,130.37591552734375,,,,,,,
,,,,,2131.126795257,112.9339370727539,,,,,,1764576635.3840482,189235200.0,,132.15475463867188,,,,,,,
,,,,,2131.127336242,111.36141967773438,,,,,,1764576635.3845725,190054400.0,,130.83668518066406,,,,,,,
,,,,,2131.127871547,110.71379852294922,,,,,,1764576635.3851166,190873600.0,,130.32415771484375,,,,,,,
,,,,,2131.128411486,111.65373992919922,,,,,,1764576635.38565,191692800.0,,131.84750366210938,,,,,,,
,,,,,2131.128950435,110.31954193115234,,,,,,1764576635.3861842,192512000.0,,129.95814514160156,,,,,,,
,,,,,2131.129507911,110.431884765625,,,,,,1764576635.3867095,193331200.0,,130.4560546875,,,,,,,
,,,,,2131.130045294,112.56670379638672,,,,,,1764576635.3872838,194150400.0,,133.6723175048828,,,,,,,
,,,,,2131.130576626,111.51172637939453,,,,,,1764576635.3878238,194969600.0,,132.2328643798828,,,,,,,
,,,,,2131.131105034,110.80570220947266,,,,,,1764576635.388348,195788800.0,,132.2359161376953,,,,,,,
0.5854257941246033,6.969551086425781,,43.07352828979492,0.6142826080322266,2131.133941371,111.14972686767578,3.0520975589752197,0.2828686535358429,241.66720581054688,184.18605041503906,4.3163557052612305,1764576635.3907864,196608000.0,0.2810123860836029,133.06565856933594,25.166189193725586,10.180132865905762,0.33783987164497375,2.169015884399414,13.912802696228027,53.34825897216797,0.1271006017923355
,,,,,2131.134488631,111.67356872558594,,,,,,1764576635.3917263,197427200.0,,134.04322814941406,,,,,,,
,,,,,2131.135081929,111.63662719726562,,,,,,1764576635.3922598,198246400.0,,133.67483520507812,,,,,,,
,,,,,2131.135706851,111.89591979980469,,,,,,1764576635.3928368,199065600.0,,134.69151306152344,,,,,,,
,,,,,2131.136178057,112.85337829589844,,,,,,1764576635.3934374,199884800.0,,135.74668884277344,,,,,,,
,,,,,2131.136746941,111.67572021484375,,,,,,1764576635.3939507,200704000.0,,135.33248901367188,,,,,,,
,,,,,2131.137298926,113.48463439941406,,,,,,1764576635.3945282,201523200.0,,137.90936279296875,,,,,,,
,,,,,2131.137925036,111.0594711303711,,,,,,1764576635.3950694,202342400.0,,134.8990478515625,,,,,,,
,,,,,2131.138449822,112.00379943847656,,,,,,1764576635.3956456,203161600.0,,135.36361694335938,,,,,,,
,,,,,2131.138990298,111.56731414794922,,,,,,1764576635.3962238,203980800.0,,135.6497802734375,,,,,,,
,,,,,2131.13956216,111.00702667236328,,,,,,1764576635.3967714,204800000.0,,135.53993225097656,,,,,,,
,,,,,2131.140106326,111.29595184326172,,,,,,1764576635.3973193,205619200.0,,135.97540283203125,,,,,,,
,,,,,2131.140746681,111.57307434082031,,,,,,1764576635.3978763,206438400.0,,136.8197784423828,,,,,,,
,,,,,2131.14123119,111.64095306396484,,,,,,1764576635.3984468,207257600.0,,136.69882202148438,,,,,,,
,,,,,2131.141807885,112.7034683227539,,,,,,1764576635.3989947,208076800.0,,138.3866729736328,,,,,,,
,,,,,2131.142366034,111.23470306396484,,,,,,1764576635.3995807,208896000.0,,136.23370361328125,,,,,,,
0.5988519787788391,6.569331645965576,,44.94117736816406,0.598662793636322,2131.146333225,110.43042755126953,3.0437471866607666,0.27246302366256714,244.34217834472656,182.18194580078125,4.385189056396484,1764576635.4021807,209715200.0,0.2655068039894104,135.78567504882812,26.014423370361328,10.588563919067383,0.3420931398868561,2.1465065479278564,13.014880180358887,54.356449127197266,0.12067706882953644
,,,,,2131.146858188,111.45085906982422,,,,,,1764576635.4040854,210534400.0,,137.61769104003906,,,,,,,
,,,,,2131.147386188,111.36225891113281,,,,,,1764576635.4046357,211353600.0,,137.800537109375,,,,,,,
,,,,,2131.147921097,111.74005126953125,,,,,,1764576635.4051614,212172800.0,,138.0315704345703,,,,,,,
,,,,,2131.148449324,111.66254425048828,,,,,,1764576635.4057078,212992000.0,,138.798583984375,,,,,,,
,,,,,2131.14900005,113.54589080810547,,,,,,1764576635.4062293,213811200.0,,141.29684448242188,,,,,,,
,,,,,2131.149523169,112.49464416503906,,,,,,1764576635.406769,214630400.0,,140.2394561767578,,,,,,,
,,,,,2131.15005264,111.5149154663086,,,,,,1764576635.4072952,215449600.0,,138.94432067871094,,,,,,,
,,,,,2131.150599465,111.51536560058594,,,,,,1764576635.4078364,216268800.0,,138.97357177734375,,,,,,,
,,,,,2131.151113702,111.96210479736328,,,,,,1764576635.4083781,217088000.0,,139.5970916748047,,,,,,,
