Validation Measures/dynamic_time_warping/site_rpos,Validation Measures/discrete_frechet_distance/site_rpos,Validation Measures/dynamic_time_warping/site_rrotvec,Mean Episode Length,Validation Measures/discrete_frechet_distance/site_rvel,Validation Info/Mean Episode Return,Validation Measures/euclidean_distance/site_rrotvec,_timestamp,Agent Video,Validation Measures/dynamic_time_warping/qvel,Validation Measures/euclidean_distance/site_rpos,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/discrete_frechet_distance/site_rrotvec,Validation Info/Mean Episode Length,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/qvel,_step,Validation Measures/euclidean_distance/site_rvel,Mean Episode Return,_runtime,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/dynamic_time_warping/qpos
,,,46.290313720703125,,,,1765261718.2303658,,,,,,,,,18022400.0,,18.591337203979492,2224.393815663,,,
,,,47.253570556640625,,,,1765261718.2310634,,,,,,,,,18841600.0,,19.07703971862793,2224.394497688,,,
,,,47.740970611572266,,,,1765261718.2317536,,,,,,,,,19660800.0,,19.452163696289062,2224.395192008,,,
,,,47.75905227661133,,,,1765261718.2324393,,,,,,,,,20480000.0,,19.651931762695312,2224.395919194,,,
,,,48.74886703491211,,,,1765261718.2331622,,,,,,,,,21299200.0,,20.45429229736328,2224.396707839,,,
,,,49.12854766845703,,,,1765261718.233896,,,,,,,,,22118400.0,,20.78030776977539,2224.397436681,,,
,,,49.516029357910156,,,,1765261718.234663,,,,,,,,,22937600.0,,21.117326736450195,2224.398144566,,,
,,,50.0429573059082,,,,1765261718.2353804,,,,,,,,,23756800.0,,21.59581184387207,2224.398852881,,,
,,,50.595130920410156,,,,1765261718.2360883,,,,,,,,,24576000.0,,21.970163345336914,2224.399569113,,,
,,,50.84870529174805,,,,1765261718.2368217,,,,,,,,,25395200.0,,22.448486328125,2224.40028973,,,
22.670995712280273,0.7520066499710083,75.80705261230469,51.49265670776367,5.111505508422852,20.699386596679688,1.1542975902557373,1765261718.2403502,,297.63543701171875,0.34192588925361633,11.68646240234375,2.3888442516326904,45.47368621826172,0.4577268362045288,3.639892339706421,26214400.0,2.41298770904541,22.91809844970703,2224.404416998,208.71249389648438,0.9123041033744812,36.06490707397461
,,,51.703758239746094,,,,1765261718.2416666,,,,,,,,,27033600.0,,23.087787628173828,2224.405149935,,,
,,,52.71419143676758,,,,1765261718.2423527,,,,,,,,,27852800.0,,23.827011108398438,2224.405872156,,,
,,,52.95087432861328,,,,1765261718.24312,,,,,,,,,28672000.0,,24.253541946411133,2224.406658965,,,
,,,53.3809814453125,,,,1765261718.2438376,,,,,,,,,29491200.0,,24.76009750366211,2224.40738307,,,
,,,53.72169876098633,,,,1765261718.2446232,,,,,,,,,30310400.0,,24.999679565429688,2224.408091708,,,
,,,53.90528869628906,,,,1765261718.2453244,,,,,,,,,31129600.0,,25.324642181396484,2224.408919036,,,
,,,54.464630126953125,,,,1765261718.2461462,,,,,,,,,31948800.0,,25.66483497619629,2224.409583001,,,
,,,54.794734954833984,,,,1765261718.2468495,,,,,,,,,32768000.0,,26.260562896728516,2224.410252431,,,
,,,55.149070739746094,,,,1765261718.2475257,,,,,,,,,33587200.0,,26.781734466552734,2224.4109178,,,
,,,55.43954086303711,,,,1765261718.2481942,,,,,,,,,34406400.0,,27.058237075805664,2224.41170925,,,
,,,55.85115051269531,,,,1765261718.2489493,,,,,,,,,35225600.0,,27.455490112304688,2224.41251587,,,
,,,56.00048065185547,,,,1765261718.2497616,,,,,,,,,36044800.0,,27.771129608154297,2224.413278799,,,
,,,56.61872100830078,,,,1765261718.250549,,,,,,,,,36864000.0,,28.227493286132812,2224.4143334,,,
,,,56.87451171875,,,,1765261718.2514474,,,,,,,,,37683200.0,,28.41336441040039,2224.415228482,,,
,,,57.2591552734375,,,,1765261718.2524807,,,,,,,,,38502400.0,,28.77037811279297,2224.416135886,,,
21.481815338134766,0.71783447265625,59.86686325073242,57.5169563293457,4.805208683013916,23.759769439697266,0.9528226256370544,1765261718.2573764,,285.509765625,0.33049726486206055,11.32690715789795,2.032660961151123,47.901512145996094,0.4621111750602722,3.503136396408081,39321600.0,2.3378193378448486,29.035093307495117,2224.4212207,199.1278076171875,0.8955340385437012,36.7281608581543
,,,57.848941802978516,,,,1765261718.258489,,,,,,,,,40140800.0,,29.43677520751953,2224.421758221,,,
,,,57.854618072509766,,,,1765261718.2590542,,,,,,,,,40960000.0,,29.65774917602539,2224.422298799,,,
,,,58.300926208496094,,,,1765261718.2596028,,,,,,,,,41779200.0,,30.30422019958496,2224.422830301,,,
,,,59.020896911621094,,,,1765261718.2601278,,,,,,,,,42598400.0,,30.8459529876709,2224.423366373,,,
,,,59.08329391479492,,,,1765261718.2606692,,,,,,,,,43417600.0,,30.65022850036621,2224.423979344,,,
,,,59.240474700927734,,,,1765261718.261207,,,,,,,,,44236800.0,,31.074661254882812,2224.42452234,,,
,,,59.91551208496094,,,,1765261718.2618194,,,,,,,,,45056000.0,,31.70439910888672,2224.425149476,,,
,,,59.96525573730469,,,,1765261718.2623808,,,,,,,,,45875200.0,,31.808015823364258,2224.425769081,,,
,,,60.2271842956543,,,,1765261718.2630548,,,,,,,,,46694400.0,,32.58128356933594,2224.426303631,,,
,,,60.75070571899414,,,,1765261718.2635994,,,,,,,,,47513600.0,,32.581809997558594,2224.426907272,,,
,,,60.64025115966797,,,,1765261718.264149,,,,,,,,,48332800.0,,33.31657028198242,2224.427494712,,,
,,,61.17053985595703,,,,1765261718.2647295,,,,,,,,,49152000.0,,33.39802932739258,2224.42810855,,,
,,,61.72367858886719,,,,1765261718.2653723,,,,,,,,,49971200.0,,34.07740020751953,2224.428716816,,,
,,,61.483097076416016,,,,1765261718.2659729,,,,,,,,,50790400.0,,34.26601791381836,2224.429316193,,,
,,,62.000911712646484,,,,1765261718.266603,,,,,,,,,51609600.0,,34.28535079956055,2224.42985618,,,
19.51520538330078,0.6557984948158264,52.60238265991211,62.14317321777344,4.810548782348633,29.136959075927734,0.8677922487258911,1765261718.269278,,271.3890686035156,0.31045517325401306,11.035299301147461,1.7601040601730347,52.33858108520508,0.46097174286842346,3.330836772918701,52428800.0,2.298970937728882,34.94312286376953,2224.433126817,192.96722412109375,0.8426591157913208,36.24953842163086
,,,62.511531829833984,,,,1765261718.2704139,,,,,,,,,53248000.0,,35.62248611450195,2224.433709072,,,
,,,62.25727081298828,,,,1765261718.270963,,,,,,,,,54067200.0,,35.30023193359375,2224.434232516,,,
,,,62.720420837402344,,,,1765261718.2715251,,,,,,,,,54886400.0,,35.838130950927734,2224.434808087,,,
,,,63.61211013793945,,,,1765261718.2720888,,,,,,,,,55705600.0,,36.61960220336914,2224.43540879,,,
,,,63.80104064941406,,,,1765261718.2726922,,,,,,,,,56524800.0,,37.13624572753906,2224.435945941,,,
,,,63.654022216796875,,,,1765261718.2732368,,,,,,,,,57344000.0,,37.216670989990234,2224.436522857,,,
,,,63.90480041503906,,,,1765261718.2738123,,,,,,,,,58163200.0,,37.59685516357422,2224.437086769,,,
,,,64.58734893798828,,,,1765261718.274366,,,,,,,,,58982400.0,,37.89280319213867,2224.437652889,,,
,,,64.8283920288086,,,,1765261718.2749267,,,,,,,,,59801600.0,,37.710567474365234,2224.438300893,,,
,,,64.87694549560547,,,,1765261718.2755227,,,,,,,,,60620800.0,,38.540435791015625,2224.43880712,,,
,,,65.58869934082031,,,,1765261718.276094,,,,,,,,,61440000.0,,39.125343322753906,2224.439394998,,,
,,,65.7314224243164,,,,1765261718.276685,,,,,,,,,62259200.0,,39.16905212402344,2224.439930469,,,
,,,65.6303939819336,,,,1765261718.2772243,,,,,,,,,63078400.0,,39.23494338989258,2224.440480549,,,
,,,66.19927215576172,,,,1765261718.2777781,,,,,,,,,63897600.0,,40.209774017333984,2224.441085781,,,
,,,66.10440826416016,,,,1765261718.2783275,,,,,,,,,64716800.0,,39.917320251464844,2224.441774856,,,
18.74017333984375,0.6004787087440491,45.23881912231445,66.66338348388672,4.412328243255615,31.869579315185547,0.761456310749054,1765261718.2812796,,260.2757263183594,0.2796858847141266,10.534629821777344,1.5315412282943726,52.03703689575195,0.44887086749076843,3.196209192276001,65536000.0,2.21637225151062,40.35179901123047,2224.445057785,187.68316650390625,0.8162468075752258,35.78786849975586
,,,66.42681884765625,,,,1765261718.282348,,,,,,,,,66355200.0,,40.44850540161133,2224.445650846,,,
,,,66.99551391601562,,,,1765261718.2829094,,,,,,,,,67174400.0,,40.909854888916016,2224.446219498,,,
,,,67.927734375,,,,1765261718.283488,,,,,,,,,67993600.0,,41.6298713684082,2224.446793006,,,
,,,67.55066680908203,,,,1765261718.2840574,,,,,,,,,68812800.0,,41.830230712890625,2224.447415233,,,
,,,68.0012435913086,,,,1765261718.2846224,,,,,,,,,69632000.0,,42.20283889770508,2224.447982235,,,
,,,68.4662857055664,,,,1765261718.2852483,,,,,,,,,70451200.0,,42.70030975341797,2224.448609002,,,
,,,68.47566223144531,,,,1765261718.2858484,,,,,,,,,71270400.0,,42.459110260009766,2224.449193702,,,
,,,68.6761703491211,,,,1765261718.286451,,,,,,,,,72089600.0,,43.20541000366211,2224.449759012,,,
,,,69.37969970703125,,,,1765261718.2870266,,,,,,,,,72908800.0,,44.001380920410156,2224.450313156,,,
,,,69.74980926513672,,,,1765261718.2875907,,,,,,,,,73728000.0,,43.95584487915039,2224.450889505,,,
,,,70.00775909423828,,,,1765261718.2881558,,,,,,,,,74547200.0,,44.2217903137207,2224.451431776,,,
,,,70.89942169189453,,,,1765261718.2887192,,,,,,,,,75366400.0,,44.70907211303711,2224.451963495,,,
,,,71.11685943603516,,,,1765261718.2892656,,,,,,,,,76185600.0,,44.75791931152344,2224.452489688,,,
,,,71.70152282714844,,,,1765261718.2897863,,,,,,,,,77004800.0,,45.40814208984375,2224.453003787,,,
,,,72.17949676513672,,,,1765261718.290306,,,,,,,,,77824000.0,,45.732872009277344,2224.453514989,,,
18.20325469970703,0.5685771107673645,41.71989059448242,72.38566589355469,4.55397891998291,35.79471206665039,0.7005499005317688,1765261718.2929583,,261.5809020996094,0.27414533495903015,10.708885192871094,1.4769086837768555,51.0,0.4463929533958435,3.222585439682007,78643200.0,2.240452766418457,45.79381561279297,2224.45677381,189.13291931152344,0.8042095303535461,35.30710220336914
,,,72.74212646484375,,,,1765261718.294026,,,,,,,,,79462400.0,,46.18763732910156,2224.457413037,,,
,,,73.00875091552734,,,,1765261718.2946343,,,,,,,,,80281600.0,,46.79704666137695,2224.458009955,,,
,,,73.90328979492188,,,,1765261718.2952123,,,,,,,,,81100800.0,,46.85755920410156,2224.458608617,,,
,,,74.68489074707031,,,,1765261718.295838,,,,,,,,,81920000.0,,47.46063995361328,2224.459130289,,,
,,,75.07259368896484,,,,1765261718.2964172,,,,,,,,,82739200.0,,48.592594146728516,2224.459674841,,,
,,,75.54566955566406,,,,1765261718.2969651,,,,,,,,,83558400.0,,48.55310821533203,2224.460182183,,,
,,,76.38463592529297,,,,1765261718.2974727,,,,,,,,,84377600.0,,48.59177780151367,2224.46072454,,,
,,,77.7938461303711,,,,1765261718.2979894,,,,,,,,,85196800.0,,50.3328857421875,2224.461203751,,,
,,,77.86341094970703,,,,1765261718.2984967,,,,,,,,,86016000.0,,49.798030853271484,2224.461707571,,,
,,,77.72051239013672,,,,1765261718.299009,,,,,,,,,86835200.0,,49.62812805175781,2224.46228261,,,
,,,78.367919921875,,,,1765261718.299545,,,,,,,,,87654400.0,,50.40962600708008,2224.462786189,,,
,,,79.33304595947266,,,,1765261718.3000522,,,,,,,,,88473600.0,,50.87156295776367,2224.46327995,,,
,,,78.93637084960938,,,,1765261718.3005834,,,,,,,,,89292800.0,,50.53033447265625,2224.463806651,,,
,,,80.98352813720703,,,,1765261718.3011038,,,,,,,,,90112000.0,,51.863529205322266,2224.464350432,,,
,,,81.149658203125,,,,1765261718.3016214,,,,,,,,,90931200.0,,51.99469757080078,2224.464877397,,,
18.672475814819336,0.5354932546615601,37.232757568359375,81.75458526611328,4.185854911804199,38.542320251464844,0.6703643798828125,1765261718.3041382,,256.5801086425781,0.2741554379463196,10.671294212341309,1.2869534492492676,52.81609344482422,0.4408172369003296,3.1669509410858154,91750400.0,2.1291637420654297,52.54603958129883,2224.467982943,179.40452575683594,0.7907981276512146,35.09678268432617
,,,82.34725952148438,,,,1765261718.3052368,,,,,,,,,92569600.0,,52.554073333740234,2224.468705933,,,
,,,83.15918731689453,,,,1765261718.3059006,,,,,,,,,93388800.0,,53.530696868896484,2224.469243223,,,
,,,83.79890441894531,,,,1765261718.3065226,,,,,,,,,94208000.0,,53.597877502441406,2224.469739129,,,
,,,84.86223602294922,,,,1765261718.3070395,,,,,,,,,95027200.0,,54.04269027709961,2224.470245347,,,
,,,85.77760314941406,,,,1765261718.3075466,,,,,,,,,95846400.0,,54.83903121948242,2224.47076986,,,
,,,87.23680877685547,,,,1765261718.3080702,,,,,,,,,96665600.0,,56.84665298461914,2224.471280078,,,
,,,87.38909149169922,,,,1765261718.3085837,,,,,,,,,97484800.0,,56.165199279785156,2224.471797136,,,
,,,87.91291046142578,,,,1765261718.3091059,,,,,,,,,98304000.0,,56.97022247314453,2224.47247831,,,
,,,88.30035400390625,,,,1765261718.3097694,,,,,,,,,99123200.0,,57.4266471862793,2224.473020857,,,
,,,87.57679748535156,,,,1765261718.3103223,,,,,,,,,99942400.0,,56.235206604003906,2224.473523626,,,
,,,89.52031707763672,,,,1765261718.3108308,,,,,,,,,100761600.0,,57.87626647949219,2224.474045473,,,
,,,89.9395523071289,,,,1765261718.3113463,,,,,,,,,101580800.0,,58.29169845581055,2224.474529221,,,
,,,92.19010162353516,,,,1765261718.311835,,,,,,,,,102400000.0,,60.119354248046875,2224.475046197,,,
,,,92.56925964355469,,,,1765261718.3123498,,,,,,,,,103219200.0,,59.92866516113281,2224.475563911,,,
,,,94.014404296875,,,,1765261718.3128486,,,,,,,,,104038400.0,,60.74367141723633,2224.476070393,,,
18.098955154418945,0.5025190114974976,38.0174674987793,93.60395812988281,4.354377746582031,41.53856658935547,0.6705096364021301,1765261718.315457,,250.1956329345703,0.26531416177749634,10.564711570739746,1.2624151706695557,51.90277862548828,0.4389612078666687,3.127718210220337,104857600.0,2.138016939163208,61.465919494628906,2224.479427967,180.71104431152344,0.7566348910331726,34.52228927612305
,,,93.55876159667969,,,,1765261718.3166933,,,,,,,,,105676800.0,,61.45781707763672,2224.479962616,,,
,,,95.3626480102539,,,,1765261718.3172555,,,,,,,,,106496000.0,,62.170528411865234,2224.480470692,,,
,,,96.78337860107422,,,,1765261718.3177736,,,,,,,,,107315200.0,,63.096858978271484,2224.481025561,,,
,,,95.85865020751953,,,,1765261718.3182817,,,,,,,,,108134400.0,,62.9056510925293,2224.481468531,,,
,,,96.59312438964844,,,,1765261718.3187792,,,,,,,,,108953600.0,,63.61677551269531,2224.481970443,,,
,,,97.67832946777344,,,,1765261718.3192756,,,,,,,,,109772800.0,,64.2332992553711,2224.482457387,,,
,,,99.95783996582031,,,,1765261718.319766,,,,,,,,,110592000.0,,65.23945617675781,2224.482996931,,,
,,,99.15436553955078,,,,1765261718.320293,,,,,,,,,111411200.0,,65.11222839355469,2224.483493638,,,
,,,98.81305694580078,,,,1765261718.3207965,,,,,,,,,112230400.0,,66.1931381225586,2224.484240343,,,
,,,99.97845458984375,,,,1765261718.3213863,,,,,,,,,113049600.0,,66.0147705078125,2224.485179023,,,
,,,102.31035614013672,,,,1765261718.3223965,,,,,,,,,113868800.0,,67.97035217285156,2224.485778016,,,
,,,101.56684112548828,,,,1765261718.3230548,,,,,,,,,114688000.0,,67.46916198730469,2224.486322903,,,
,,,103.60238647460938,,,,1765261718.3236248,,,,,,,,,115507200.0,,69.18710327148438,2224.487187013,,,
,,,102.66213989257812,,,,1765261718.3244052,,,,,,,,,116326400.0,,68.6403579711914,2224.488190904,,,
,,,102.39385223388672,,,,1765261718.3253531,,,,,,,,,117145600.0,,68.36421966552734,2224.488976552,,,
14.99198055267334,0.40865442156791687,28.385732650756836,102.57223510742188,4.216382026672363,40.39704513549805,0.5281277894973755,1765261718.3291802,,247.04388427734375,0.22839443385601044,10.113919258117676,0.9863306879997253,50.73239517211914,0.40814661979675293,3.053447961807251,117964800.0,2.0500752925872803,68.97454071044922,2224.493124045,174.9388885498047,0.7083579301834106,31.945053100585938
,,,103.00655364990234,,,,1765261718.3304133,,,,,,,,,118784000.0,,70.3731460571289,2224.493831391,,,
,,,104.07749938964844,,,,1765261718.33111,,,,,,,,,119603200.0,,70.69142150878906,2224.494494349,,,
,,,105.18510437011719,,,,1765261718.3317835,,,,,,,,,120422400.0,,71.42477416992188,2224.495036213,,,
,,,105.24208068847656,,,,1765261718.332333,,,,,,,,,121241600.0,,71.88528442382812,2224.495572565,,,
,,,106.14347839355469,,,,1765261718.3328621,,,,,,,,,122060800.0,,73.67060852050781,2224.496047671,,,
,,,105.46541595458984,,,,1765261718.3333592,,,,,,,,,122880000.0,,73.1778564453125,2224.49656479,,,
,,,107.20539093017578,,,,1765261718.3338785,,,,,,,,,123699200.0,,74.83334350585938,2224.497063972,,,
,,,107.21916961669922,,,,1765261718.3343637,,,,,,,,,124518400.0,,75.03083801269531,2224.497591932,,,
,,,107.6994857788086,,,,1765261718.334871,,,,,,,,,125337600.0,,75.77120971679688,2224.498175403,,,
,,,107.63545227050781,,,,1765261718.3354378,,,,,,,,,126156800.0,,76.24786376953125,2224.498762981,,,
,,,107.22090911865234,,,,1765261718.3360083,,,,,,,,,126976000.0,,76.32095336914062,2224.499307346,,,
,,,107.48633575439453,,,,1765261718.3365839,,,,,,,,,127795200.0,,77.66732025146484,2224.499871165,,,
,,,107.72563934326172,,,,1765261718.3371456,,,,,,,,,128614400.0,,78.56816101074219,2224.500411227,,,
,,,109.69528198242188,,,,1765261718.3376882,,,,,,,,,129433600.0,,80.47634887695312,2224.500988999,,,
,,,109.5354995727539,,,,1765261718.3382487,,,,,,,,,130252800.0,,81.08695983886719,2224.5014716,,,
12.091432571411133,0.36193105578422546,25.803173065185547,108.55577087402344,4.398891448974609,42.65956115722656,0.48016488552093506,1765261718.3407857,,254.3864288330078,0.195895254611969,10.342033386230469,0.8869357705116272,45.411766052246094,0.4170580208301544,3.1580557823181152,131072000.0,2.1531131267547607,79.77342224121094,2224.504687486,182.14907836914062,0.7281014323234558,32.90580368041992
,,,108.80559539794922,,,,1765261718.3419719,,,,,,,,,131891200.0,,81.12564086914062,2224.505339984,,,
,,,107.54658508300781,,,,1765261718.342501,,,,,,,,,132710400.0,,80.75357818603516,2224.505908822,,,
,,,109.37631225585938,,,,1765261718.3431811,,,,,,,,,133529600.0,,82.7901611328125,2224.506529247,,,
,,,110.40586853027344,,,,1765261718.343769,,,,,,,,,134348800.0,,84.6428451538086,2224.507225231,,,
,,,109.67097473144531,,,,1765261718.3444326,,,,,,,,,135168000.0,,84.92503356933594,2224.508059887,,,
,,,109.69036102294922,,,,1765261718.3452566,,,,,,,,,135987200.0,,84.46428680419922,2224.509142422,,,
,,,108.17345428466797,,,,1765261718.3462336,,,,,,,,,136806400.0,,84.10819244384766,2224.510050251,,,
,,,110.26583862304688,,,,1765261718.3472486,,,,,,,,,137625600.0,,86.76417541503906,2224.510943221,,,
,,,109.33248901367188,,,,1765261718.3481352,,,,,,,,,138444800.0,,85.8928451538086,2224.5117696,,,
,,,111.5612564086914,,,,1765261718.3490121,,,,,,,,,139264000.0,,88.64940643310547,2224.51234808,,,
,,,109.7392807006836,,,,1765261718.3496206,,,,,,,,,140083200.0,,87.50578308105469,2224.512888926,,,
,,,110.83442687988281,,,,1765261718.3501701,,,,,,,,,140902400.0,,88.15995025634766,2224.513438921,,,
,,,110.47142028808594,,,,1765261718.3507156,,,,,,,,,141721600.0,,89.08065795898438,2224.513979874,,,
,,,108.44194793701172,,,,1765261718.351264,,,,,,,,,142540800.0,,88.3395004272461,2224.514542357,,,
,,,109.61427307128906,,,,1765261718.3518221,,,,,,,,,143360000.0,,89.7751235961914,2224.51505599,,,
11.81563949584961,0.3758551776409149,24.22160530090332,109.84514617919922,4.214518070220947,43.48524475097656,0.456551730632782,1765261718.3547282,,249.46560668945312,0.18824134767055511,10.42116928100586,0.9144138693809509,40.97058868408203,0.41641998291015625,3.1150777339935303,144179200.0,2.0849132537841797,91.32697296142578,2224.518862723,175.7960968017578,0.7279415130615234,32.7315788269043
,,,109.933349609375,,,,1765261718.3561404,,,,,,,,,144998400.0,,90.98495483398438,2224.519501733,,,
,,,109.36263275146484,,,,1765261718.3567688,,,,,,,,,145817600.0,,92.04063415527344,2224.52024683,,,
,,,109.98284149169922,,,,1765261718.3574774,,,,,,,,,146636800.0,,93.15632629394531,2224.52093845,,,
,,,109.8680191040039,,,,1765261718.3582284,,,,,,,,,147456000.0,,92.8600082397461,2224.521642855,,,
,,,110.50566101074219,,,,1765261718.358911,,,,,,,,,148275200.0,,94.3711929321289,2224.522371051,,,
,,,110.93766021728516,,,,1765261718.3595715,,,,,,,,,149094400.0,,95.29436492919922,2224.522837034,,,
,,,110.95301055908203,,,,1765261718.360125,,,,,,,,,149913600.0,,94.97984313964844,2224.523371196,,,
,,,110.29724884033203,,,,1765261718.3606706,,,,,,,,,150732800.0,,95.43877410888672,2224.523860797,,,
,,,110.38457489013672,,,,1765261718.3611717,,,,,,,,,151552000.0,,95.78618621826172,2224.524377898,,,
,,,111.44395446777344,,,,1765261718.361682,,,,,,,,,152371200.0,,96.73111724853516,2224.52487713,,,
,,,109.11030578613281,,,,1765261718.3621817,,,,,,,,,153190400.0,,95.56526947021484,2224.525434657,,,
,,,111.5431137084961,,,,1765261718.3627195,,,,,,,,,154009600.0,,98.80023956298828,2224.525967821,,,
,,,111.21617889404297,,,,1765261718.3632505,,,,,,,,,154828800.0,,98.89956665039062,2224.52666156,,,
,,,111.192138671875,,,,1765261718.3638973,,,,,,,,,155648000.0,,98.92371368408203,2224.52750563,,,
,,,110.43167877197266,,,,1765261718.364533,,,,,,,,,156467200.0,,98.80195617675781,2224.528094294,,,
9.920966148376465,0.311081200838089,19.60655975341797,111.55382537841797,4.128702163696289,47.41114807128906,0.3997236490249634,1765261718.3675318,,242.474609375,0.17235837876796722,10.170140266418457,0.741669237613678,44.68965530395508,0.39504632353782654,3.023562431335449,157286400.0,2.0256593227386475,101.58931732177734,2224.531233279,170.53811645507812,0.6642112135887146,30.333999633789062
,,,111.40576171875,,,,1765261718.368539,,,,,,,,,158105600.0,,100.3834457397461,2224.531767798,,,
,,,112.94861602783203,,,,1765261718.3690693,,,,,,,,,158924800.0,,103.35523223876953,2224.532281386,,,
,,,111.90267181396484,,,,1765261718.369583,,,,,,,,,159744000.0,,102.31195831298828,2224.532816267,,,
,,,112.65886688232422,,,,1765261718.3701196,,,,,,,,,160563200.0,,103.36052703857422,2224.533330796,,,
,,,110.75440979003906,,,,1765261718.3706393,,,,,,,,,161382400.0,,102.22789001464844,2224.533861837,,,
,,,110.81183624267578,,,,1765261718.371173,,,,,,,,,162201600.0,,102.48786163330078,2224.534398422,,,
,,,112.46302032470703,,,,1765261718.3717065,,,,,,,,,163020800.0,,105.39582824707031,2224.534915427,,,
,,,110.89828491210938,,,,1765261718.3722181,,,,,,,,,163840000.0,,104.23246002197266,2224.53544428,,,
,,,110.971435546875,,,,1765261718.3727505,,,,,,,,,164659200.0,,104.2476806640625,2224.535976427,,,
,,,111.98097229003906,,,,1765261718.3732817,,,,,,,,,165478400.0,,105.97439575195312,2224.536495693,,,
,,,111.97136688232422,,,,1765261718.3737974,,,,,,,,,166297600.0,,106.14354705810547,2224.537038216,,,
,,,112.0647201538086,,,,1765261718.3743362,,,,,,,,,167116800.0,,106.98912048339844,2224.537590732,,,
,,,110.96896362304688,,,,1765261718.3748696,,,,,,,,,167936000.0,,106.67227935791016,2224.538124512,,,
,,,111.9840316772461,,,,1765261718.375416,,,,,,,,,168755200.0,,108.461181640625,2224.538676674,,,
,,,112.1792221069336,,,,1765261718.3759615,,,,,,,,,169574400.0,,108.70403289794922,2224.539181037,,,
