Validation Measures/dynamic_time_warping/qvel,_timestamp,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/dynamic_time_warping/site_rvel,Mean Episode Return,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/site_rvel,Validation Measures/dynamic_time_warping/site_rpos,Validation Info/Mean Episode Length,Validation Measures/euclidean_distance/site_rpos,Mean Episode Length,_runtime,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rrotvec,Agent Video,Validation Measures/euclidean_distance/qvel,Validation Measures/dynamic_time_warping/qpos,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rvel,_step,Validation Info/Mean Episode Return,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/discrete_frechet_distance/site_rpos
,1765193588.316106,,,66.58429718017578,,,,,,98.83657836914062,2225.99471608,,,,,,,,110592000.0,,,
,1765193588.3166249,,,67.33538818359375,,,,,,99.33377838134766,2225.995245095,,,,,,,,111411200.0,,,
,1765193588.3171585,,,68.33365631103516,,,,,,100.31775665283203,2225.9957744,,,,,,,,112230400.0,,,
,1765193588.3176534,,,69.3626480102539,,,,,,101.23065948486328,2225.996361332,,,,,,,,113049600.0,,,
,1765193588.3182635,,,68.8570556640625,,,,,,100.59689331054688,2225.996868955,,,,,,,,113868800.0,,,
,1765193588.3187835,,,71.20711517333984,,,,,,103.05414581298828,2225.997459079,,,,,,,,114688000.0,,,
,1765193588.3192868,,,70.89151000976562,,,,,,102.39472198486328,2225.99799479,,,,,,,,115507200.0,,,
,1765193588.3198886,,,70.6379623413086,,,,,,103.0784912109375,2225.9985348,,,,,,,,116326400.0,,,
,1765193588.3204288,,,71.83700561523438,,,,,,103.70995330810547,2225.999079385,,,,,,,,117145600.0,,,
247.60128784179688,1765193588.3229382,10.739448547363281,172.69895935058594,72.7439193725586,0.3905957043170929,2.0381553173065186,15.929291725158691,49.27777862548828,0.23694242537021637,103.79447174072266,2226.00199339,0.5165584683418274,1.05209481716156,,3.0520780086517334,30.162372589111328,29.276866912841797,4.224119186401367,117964800.0,39.70169448852539,0.69615638256073,0.44682565331459045
,1765193588.3239086,,,72.43340301513672,,,,,,103.6147232055664,2226.00259131,,,,,,,,118784000.0,,,
,1765193588.3244321,,,73.2654800415039,,,,,,103.40422821044922,2226.003037591,,,,,,,,119603200.0,,,
