Validation Measures/dynamic_time_warping/site_rrotvec,_runtime,Validation Measures/euclidean_distance/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rvel,Validation Info/Mean Episode Return,Mean Episode Length,Validation Info/Mean Episode Length,Validation Measures/dynamic_time_warping/qpos,Validation Measures/euclidean_distance/site_rvel,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/site_rpos,_step,Agent Video,Validation Measures/discrete_frechet_distance/site_rpos,Validation Measures/discrete_frechet_distance/site_rrotvec,_timestamp,Mean Episode Return,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/dynamic_time_warping/qvel,Validation Measures/dynamic_time_warping/site_rpos,Validation Measures/euclidean_distance/site_rrotvec
,2191.062386365,,,,,48.832847595214844,,,,,,,21299200.0,,,,1765254794.5117805,20.350967407226562,,,,
,2191.062894998,,,,,49.25893783569336,,,,,,,22118400.0,,,,1765254794.5122979,20.66684913635254,,,,
,2191.063431323,,,,,49.508201599121094,,,,,,,22937600.0,,,,1765254794.512792,21.07626724243164,,,,
,2191.063961096,,,,,50.08116149902344,,,,,,,23756800.0,,,,1765254794.51334,21.467573165893555,,,,
,2191.064508619,,,,,50.62041091918945,,,,,,,24576000.0,,,,1765254794.5138698,21.924028396606445,,,,
,2191.065508552,,,,,51.05787658691406,,,,,,,25395200.0,,,,1765254794.5143607,22.366302490234375,,,,
73.10028839111328,2191.068545157,3.6223666667938232,209.91177368164062,5.090701103210449,20.19945526123047,51.30350875854492,44.52980041503906,35.75714874267578,2.4163970947265625,11.686479568481445,0.4539583623409271,0.3345688283443451,26214400.0,,0.7477425932884216,2.343165636062622,1765254794.5173745,22.663999557495117,0.9134532809257507,297.41009521484375,22.15741729736328,1.1221504211425781
,2191.06909653,,,,,51.71091079711914,,,,,,,27033600.0,,,,1765254794.518434,23.184572219848633,,,,
,2191.069663454,,,,,52.594947814941406,,,,,,,27852800.0,,,,1765254794.5190046,23.769643783569336,,,,
,2191.070174326,,,,,52.93356704711914,,,,,,,28672000.0,,,,1765254794.5195403,24.221525192260742,,,,
,2191.070722649,,,,,53.182491302490234,,,,,,,29491200.0,,,,1765254794.5200713,24.677881240844727,,,,
,2191.071255249,,,,,53.79602813720703,,,,,,,30310400.0,,,,1765254794.5206213,25.110132217407227,,,,
,2191.071803972,,,,,53.88745880126953,,,,,,,31129600.0,,,,1765254794.5211496,25.279531478881836,,,,
,2191.072322845,,,,,54.43581771850586,,,,,,,31948800.0,,,,1765254794.521704,25.61320686340332,,,,
,2191.072849395,,,,,55.028995513916016,,,,,,,32768000.0,,,,1765254794.5222223,26.374250411987305,,,,
