Validation Measures/dynamic_time_warping/site_rpos,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Mean Episode Length,Validation Info/Mean Episode Return,Validation Measures/euclidean_distance/site_rpos,Mean Episode Return,Validation Measures/dynamic_time_warping/qvel,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rvel,_step,Validation Measures/euclidean_distance/site_rvel,Validation Measures/discrete_frechet_distance/site_rpos,_runtime,Validation Measures/euclidean_distance/qpos,Validation Info/Mean Episode Length,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rrotvec,Agent Video,_timestamp,Validation Measures/dynamic_time_warping/qpos
,,,49.81314468383789,,,21.51130485534668,,,,,23756800.0,,,2169.651668162,,,,,,,1765187865.9588194,
,,,50.221641540527344,,,21.876768112182617,,,,,24576000.0,,,2169.652208038,,,,,,,1765187865.9592984,
,,,50.673500061035156,,,22.33244514465332,,,,,25395200.0,,,2169.652747676,,,,,,,1765187865.959829,
22.06696319580078,3.628793954849243,1.1430062055587769,50.776580810546875,19.866079330444336,0.33119186758995056,22.765308380126953,297.5153503417969,11.796317100524902,207.39901733398438,4.932399749755859,26214400.0,2.389483690261841,0.7461032867431641,2169.65557884,0.46058812737464905,44.28666305541992,0.9062042236328125,74.91007995605469,2.361090660095215,,1765187865.9622986,36.276817321777344
,,,51.35359191894531,,,22.899200439453125,,,,,27033600.0,,,2169.656352152,,,,,,,1765187865.9632154,
,,,52.030235290527344,,,23.74384880065918,,,,,27852800.0,,,2169.656839593,,,,,,,1765187865.9638536,
,,,52.361392974853516,,,24.053020477294922,,,,,28672000.0,,,2169.657320192,,,,,,,1765187865.964464,
,,,53.06217575073242,,,24.768573760986328,,,,,29491200.0,,,2169.658185789,,,,,,,1765187865.9649534,
,,,53.195335388183594,,,25.032657623291016,,,,,30310400.0,,,2169.658864269,,,,,,,1765187865.9655952,
,,,53.23170852661133,,,25.170623779296875,,,,,31129600.0,,,2169.659343958,,,,,,,1765187865.966347,
,,,53.76255798339844,,,25.528499603271484,,,,,31948800.0,,,2169.659846264,,,,,,,1765187865.9669812,
,,,54.23613739013672,,,26.20335578918457,,,,,32768000.0,,,2169.660333354,,,,,,,1765187865.9674718,
,,,54.775875091552734,,,26.750526428222656,,,,,33587200.0,,,2169.660840045,,,,,,,1765187865.9679658,
,,,55.04821014404297,,,27.242216110229492,,,,,34406400.0,,,2169.661371918,,,,,,,1765187865.968454,
,,,55.04729461669922,,,27.249818801879883,,,,,35225600.0,,,2169.66192783,,,,,,,1765187865.9689717,
,,,55.825721740722656,,,27.735857009887695,,,,,36044800.0,,,2169.662583753,,,,,,,1765187865.9694993,
,,,56.07204818725586,,,28.248071670532227,,,,,36864000.0,,,2169.663019751,,,,,,,1765187865.9701133,
,,,56.42047882080078,,,28.389549255371094,,,,,37683200.0,,,2169.663509593,,,,,,,1765187865.9706342,
,,,56.41844940185547,,,28.681825637817383,,,,,38502400.0,,,2169.663980304,,,,,,,1765187865.9711452,
20.432416915893555,3.4949164390563965,0.9168772101402283,56.84214782714844,23.58856201171875,0.31844866275787354,29.119686126708984,284.2120056152344,11.289883613586426,195.65396118164062,4.7768964767456055,39321600.0,2.3072280883789062,0.7058922648429871,2169.66696133,0.45314711332321167,47.429630279541016,0.897966206073761,57.496063232421875,1.9045522212982178,,1765187865.9735332,35.88144302368164
,,,57.26009750366211,,,29.48133087158203,,,,,40140800.0,,,2169.667476964,,,,,,,1765187865.9745708,
,,,57.029197692871094,,,29.458446502685547,,,,,40960000.0,,,2169.668193671,,,,,,,1765187865.9751124,
,,,57.469669342041016,,,30.268850326538086,,,,,41779200.0,,,2169.668875567,,,,,,,1765187865.9757671,
,,,58.29081344604492,,,30.659358978271484,,,,,42598400.0,,,2169.669546585,,,,,,,1765187865.9764688,
,,,58.3201904296875,,,30.676387786865234,,,,,43417600.0,,,2169.669964286,,,,,,,1765187865.977102,
,,,58.74473571777344,,,31.133543014526367,,,,,44236800.0,,,2169.670569415,,,,,,,1765187865.9775982,
,,,58.84709548950195,,,31.569093704223633,,,,,45056000.0,,,2169.671168135,,,,,,,1765187865.978184,
,,,59.559913635253906,,,31.89842987060547,,,,,45875200.0,,,2169.671617774,,,,,,,1765187865.9787242,
,,,59.54434585571289,,,32.77045440673828,,,,,46694400.0,,,2169.67220462,,,,,,,1765187865.9792137,
,,,59.48649597167969,,,32.26252746582031,,,,,47513600.0,,,2169.672713176,,,,,,,1765187865.979754,
,,,60.03864669799805,,,33.3149528503418,,,,,48332800.0,,,2169.673230737,,,,,,,1765187865.9803188,
,,,60.16493606567383,,,33.272953033447266,,,,,49152000.0,,,2169.673746892,,,,,,,1765187865.9808424,
,,,60.55455017089844,,,33.90519332885742,,,,,49971200.0,,,2169.674255081,,,,,,,1765187865.9813695,
,,,60.64353942871094,,,33.80227279663086,,,,,50790400.0,,,2169.674800467,,,,,,,1765187865.9818814,
,,,61.09258270263672,,,34.25189208984375,,,,,51609600.0,,,2169.67528611,,,,,,,1765187865.9824111,
19.93800163269043,3.3602075576782227,0.7989352941513062,61.03376770019531,29.046281814575195,0.30617526173591614,34.798526763916016,273.4388122558594,11.031867980957031,188.63015747070312,4.54645299911499,52428800.0,2.2203357219696045,0.6728344559669495,2169.678118503,0.45262715220451355,51.0880012512207,0.8610196709632874,48.06381607055664,1.6385817527770996,,1765187865.9848197,35.748443603515625
,,,61.95090866088867,,,35.3971061706543,,,,,53248000.0,,,2169.678612468,,,,,,,1765187865.98575,
,,,61.80305480957031,,,35.048797607421875,,,,,54067200.0,,,2169.679113484,,,,,,,1765187865.986241,
,,,62.26060104370117,,,35.76701736450195,,,,,54886400.0,,,2169.679593541,,,,,,,1765187865.9867442,
,,,61.957096099853516,,,36.27975082397461,,,,,55705600.0,,,2169.680102445,,,,,,,1765187865.9872286,
,,,63.18817138671875,,,37.13401412963867,,,,,56524800.0,,,2169.680551602,,,,,,,1765187865.9877076,
,,,63.078861236572266,,,37.389469146728516,,,,,57344000.0,,,2169.681078153,,,,,,,1765187865.9881861,
,,,62.78646469116211,,,37.054656982421875,,,,,58163200.0,,,2169.681620932,,,,,,,1765187865.9887047,
,,,63.85209655761719,,,37.68594741821289,,,,,58982400.0,,,2169.682160598,,,,,,,1765187865.9892223,
,,,63.85976028442383,,,38.03478240966797,,,,,59801600.0,,,2169.68268479,,,,,,,1765187865.9897654,
,,,63.707733154296875,,,38.05241775512695,,,,,60620800.0,,,2169.683213196,,,,,,,1765187865.9903042,
,,,64.91576385498047,,,39.09051513671875,,,,,61440000.0,,,2169.68368479,,,,,,,1765187865.9907978,
,,,64.57618713378906,,,38.93415069580078,,,,,62259200.0,,,2169.684201786,,,,,,,1765187865.9913168,
,,,65.31824493408203,,,39.397682189941406,,,,,63078400.0,,,2169.684643021,,,,,,,1765187865.9918044,
,,,64.88330841064453,,,39.180538177490234,,,,,63897600.0,,,2169.685136748,,,,,,,1765187865.9922838,
,,,64.93423461914062,,,40.111351013183594,,,,,64716800.0,,,2169.685621326,,,,,,,1765187865.9927702,
18.43459129333496,3.2131261825561523,0.6736137866973877,64.93022155761719,31.458106994628906,0.27870529890060425,40.15610122680664,261.4833679199219,10.612533569335938,190.9812469482422,4.419259548187256,65536000.0,2.2291696071624756,0.6059949994087219,2169.688433379,0.4420031011104584,51.4054069519043,0.8294202089309692,39.350887298583984,1.383986234664917,,1765187865.9951453,35.07582092285156
,,,66.09563446044922,,,41.18943786621094,,,,,66355200.0,,,2169.68892406,,,,,,,1765187865.9960725,
,,,66.04448699951172,,,40.95950698852539,,,,,67174400.0,,,2169.689401262,,,,,,,1765187865.9965587,
,,,66.3943099975586,,,40.82329559326172,,,,,67993600.0,,,2169.689899458,,,,,,,1765187865.99704,
,,,67.49974822998047,,,42.386356353759766,,,,,68812800.0,,,2169.690373081,,,,,,,1765187865.9975395,
,,,67.21903228759766,,,42.57363510131836,,,,,69632000.0,,,2169.690872617,,,,,,,1765187865.9980133,
,,,67.00310516357422,,,42.298892974853516,,,,,70451200.0,,,2169.691386008,,,,,,,1765187865.9985127,
,,,67.6873550415039,,,43.07560348510742,,,,,71270400.0,,,2169.691899363,,,,,,,1765187865.9990025,
,,,68.0924072265625,,,43.5955696105957,,,,,72089600.0,,,2169.692525333,,,,,,,1765187865.9995177,
,,,67.81752014160156,,,43.56287384033203,,,,,72908800.0,,,2169.69302624,,,,,,,1765187866.0001175,
,,,68.4405746459961,,,44.07603073120117,,,,,73728000.0,,,2169.693584988,,,,,,,1765187866.0006523,
,,,68.99983215332031,,,44.38175582885742,,,,,74547200.0,,,2169.69433052,,,,,,,1765187866.0011764,
,,,69.55330657958984,,,44.5804328918457,,,,,75366400.0,,,2169.695045518,,,,,,,1765187866.0019195,
,,,69.95899200439453,,,44.91264724731445,,,,,76185600.0,,,2169.695679203,,,,,,,1765187866.0026112,
,,,70.42728424072266,,,45.29930877685547,,,,,77004800.0,,,2169.6963334,,,,,,,1765187866.003283,
,,,70.76885223388672,,,45.38645935058594,,,,,77824000.0,,,2169.697064425,,,,,,,1765187866.0039334,
17.672021865844727,3.220925807952881,0.6634303331375122,71.65040588378906,35.93316650390625,0.26717397570610046,45.867671966552734,260.8116149902344,10.702738761901855,187.0187530517578,4.497437477111816,78643200.0,2.20512056350708,0.546470582485199,2169.700479971,0.44410672783851624,50.924530029296875,0.8143558502197266,39.30686569213867,1.3195133209228516,,1765187866.0071301,35.27712631225586
,,,71.35187530517578,,,45.74352264404297,,,,,79462400.0,,,2169.701225321,,,,,,,1765187866.008056,
,,,72.8163833618164,,,47.355445861816406,,,,,80281600.0,,,2169.702007314,,,,,,,1765187866.0085936,
,,,72.98602294921875,,,47.0837516784668,,,,,81100800.0,,,2169.702516925,,,,,,,1765187866.0095863,
,,,73.5733413696289,,,47.602333068847656,,,,,81920000.0,,,2169.703015723,,,,,,,1765187866.0101292,
,,,73.60227966308594,,,48.46539306640625,,,,,82739200.0,,,2169.703542914,,,,,,,1765187866.0106342,
,,,74.8018798828125,,,48.74639892578125,,,,,83558400.0,,,2169.704036891,,,,,,,1765187866.0111485,
,,,74.87177276611328,,,48.74103546142578,,,,,84377600.0,,,2169.704572314,,,,,,,1765187866.0116532,
,,,74.87349700927734,,,48.94579315185547,,,,,85196800.0,,,2169.705064895,,,,,,,1765187866.0121775,
,,,75.27489471435547,,,48.73663330078125,,,,,86016000.0,,,2169.705563533,,,,,,,1765187866.0126796,
,,,75.53977966308594,,,49.26435852050781,,,,,86835200.0,,,2169.706106999,,,,,,,1765187866.0131826,
,,,76.21414184570312,,,49.90812683105469,,,,,87654400.0,,,2169.706550938,,,,,,,1765187866.0136802,
,,,77.21478271484375,,,50.1921501159668,,,,,88473600.0,,,2169.707086971,,,,,,,1765187866.0141683,
,,,77.90083312988281,,,50.98842239379883,,,,,89292800.0,,,2169.707580343,,,,,,,1765187866.014685,
,,,78.52095031738281,,,51.73891067504883,,,,,90112000.0,,,2169.708096086,,,,,,,1765187866.0152013,
,,,79.11051177978516,,,51.55706787109375,,,,,90931200.0,,,2169.708585698,,,,,,,1765187866.0157263,
18.6380672454834,3.164248466491699,0.612650454044342,78.69917297363281,37.94484329223633,0.2713586688041687,52.30706787109375,256.3578186035156,10.68021297454834,183.91932678222656,4.274145126342773,91750400.0,2.1836836338043213,0.5613299608230591,2169.71136209,0.43998974561691284,50.23595428466797,0.8007411360740662,34.9257698059082,1.2143535614013672,,1765187866.0180826,35.083614349365234
,,,79.84224700927734,,,52.689125061035156,,,,,92569600.0,,,2169.711882908,,,,,,,1765187866.0189822,
,,,80.03462982177734,,,53.06367874145508,,,,,93388800.0,,,2169.712441718,,,,,,,1765187866.0194952,
,,,80.87863159179688,,,53.24091339111328,,,,,94208000.0,,,2169.713104889,,,,,,,1765187866.020034,
,,,82.62601470947266,,,54.57054138183594,,,,,95027200.0,,,2169.713606922,,,,,,,1765187866.02069,
,,,83.31761169433594,,,55.29294967651367,,,,,95846400.0,,,2169.714160771,,,,,,,1765187866.0212204,
,,,82.98268127441406,,,55.27878189086914,,,,,96665600.0,,,2169.714586642,,,,,,,1765187866.0217395,
,,,84.30109405517578,,,56.19620132446289,,,,,97484800.0,,,2169.715071533,,,,,,,1765187866.022215,
,,,84.13201141357422,,,56.071861267089844,,,,,98304000.0,,,2169.71556065,,,,,,,1765187866.0227113,
,,,84.34231567382812,,,56.5723991394043,,,,,99123200.0,,,2169.716096877,,,,,,,1765187866.0231843,
,,,85.72254180908203,,,56.439453125,,,,,99942400.0,,,2169.716545049,,,,,,,1765187866.023674,
,,,86.28208923339844,,,57.81892395019531,,,,,100761600.0,,,2169.717006403,,,,,,,1765187866.0241363,
,,,87.93468475341797,,,59.097904205322266,,,,,101580800.0,,,2169.717493035,,,,,,,1765187866.0246363,
,,,86.39392852783203,,,57.767391204833984,,,,,102400000.0,,,2169.717990581,,,,,,,1765187866.025117,
,,,90.12615203857422,,,61.058189392089844,,,,,103219200.0,,,2169.718461614,,,,,,,1765187866.0255926,
,,,88.18770599365234,,,59.22871398925781,,,,,104038400.0,,,2169.718941166,,,,,,,1765187866.0260851,
18.072566986083984,3.149230480194092,0.6305704116821289,90.29642486572266,42.626739501953125,0.26598823070526123,60.817543029785156,252.3819580078125,10.683955192565918,182.62139892578125,4.421380043029785,104857600.0,2.1611621379852295,0.5274520516395569,2169.722208741,0.44816815853118896,52.30985641479492,0.7739514708518982,37.06680679321289,1.25389564037323,,1765187866.028527,35.63983917236328
,,,91.0025634765625,,,60.65449142456055,,,,,105676800.0,,,2169.723280957,,,,,,,1765187866.0297825,
,,,91.51756286621094,,,61.54453659057617,,,,,106496000.0,,,2169.723849121,,,,,,,1765187866.0304368,
,,,91.8358383178711,,,62.17265319824219,,,,,107315200.0,,,2169.724399709,,,,,,,1765187866.0314302,
,,,93.0478286743164,,,62.38924026489258,,,,,108134400.0,,,2169.72489194,,,,,,,1765187866.0320075,
,,,93.74129486083984,,,63.506675720214844,,,,,108953600.0,,,2169.725415979,,,,,,,1765187866.032495,
,,,94.35647583007812,,,63.20294189453125,,,,,109772800.0,,,2169.725922559,,,,,,,1765187866.0330222,
,,,94.91095733642578,,,64.20594024658203,,,,,110592000.0,,,2169.726471676,,,,,,,1765187866.0335379,
,,,96.21741485595703,,,64.73657989501953,,,,,111411200.0,,,2169.727008222,,,,,,,1765187866.0340703,
,,,97.47821044921875,,,65.74513244628906,,,,,112230400.0,,,2169.727514335,,,,,,,1765187866.0346076,
,,,97.96078491210938,,,66.40997314453125,,,,,113049600.0,,,2169.728042439,,,,,,,1765187866.0351143,
,,,98.31696319580078,,,67.103271484375,,,,,113868800.0,,,2169.728573981,,,,,,,1765187866.0356398,
,,,99.44538879394531,,,67.72819519042969,,,,,114688000.0,,,2169.729083385,,,,,,,1765187866.0361736,
,,,98.67333984375,,,67.15115356445312,,,,,115507200.0,,,2169.729618326,,,,,,,1765187866.0366883,
,,,98.82581329345703,,,68.29425048828125,,,,,116326400.0,,,2169.730123724,,,,,,,1765187866.0372195,
,,,100.0597915649414,,,69.0831298828125,,,,,117145600.0,,,2169.730660931,,,,,,,1765187866.037732,
14.688714027404785,3.113882303237915,0.528182864189148,101.07980346679688,41.337772369384766,0.2226046472787857,70.12612915039062,252.2803192138672,10.453879356384277,177.4423370361328,4.32411527633667,117964800.0,2.080639600753784,0.4279254078865051,2169.734155799,0.4118659198284149,50.1351318359375,0.7324117422103882,29.135746002197266,1.0173149108886719,,1765187866.0402353,32.67465591430664
,,,103.39984130859375,,,72.3353500366211,,,,,118784000.0,,,2169.734866869,,,,,,,1765187866.041722,
,,,101.8582534790039,,,70.98226928710938,,,,,119603200.0,,,2169.735426335,,,,,,,1765187866.0424535,
,,,104.4171371459961,,,73.3930435180664,,,,,120422400.0,,,2169.735940655,,,,,,,1765187866.0430355,
,,,104.09012603759766,,,72.98963928222656,,,,,121241600.0,,,2169.73645151,,,,,,,1765187866.0435221,
,,,103.82066345214844,,,72.74797821044922,,,,,122060800.0,,,2169.737056459,,,,,,,1765187866.0440464,
,,,105.05848693847656,,,74.27845001220703,,,,,122880000.0,,,2169.737564548,,,,,,,1765187866.0446901,
,,,106.18539428710938,,,76.42768096923828,,,,,123699200.0,,,2169.738034529,,,,,,,1765187866.0451684,
,,,106.8133316040039,,,76.6784439086914,,,,,124518400.0,,,2169.73852438,,,,,,,1765187866.0456824,
,,,107.51679992675781,,,78.75579071044922,,,,,125337600.0,,,2169.73899143,,,,,,,1765187866.0461586,
,,,106.80868530273438,,,79.02024841308594,,,,,126156800.0,,,2169.739472651,,,,,,,1765187866.046632,
,,,106.6885757446289,,,78.890625,,,,,126976000.0,,,2169.739936394,,,,,,,1765187866.047116,
,,,107.16979217529297,,,80.26937866210938,,,,,127795200.0,,,2169.740417808,,,,,,,1765187866.047578,
,,,107.08538055419922,,,80.24057006835938,,,,,128614400.0,,,2169.740880511,,,,,,,1765187866.0480642,
,,,108.35894775390625,,,82.339111328125,,,,,129433600.0,,,2169.741410555,,,,,,,1765187866.0485244,
,,,107.53689575195312,,,82.72573852539062,,,,,130252800.0,,,2169.741967467,,,,,,,1765187866.0490263,
11.863364219665527,3.207003593444824,0.4947810173034668,107.65753936767578,40.71482467651367,0.19500283896923065,82.72957611083984,257.57867431640625,10.754392623901367,188.43222045898438,4.544566631317139,131072000.0,2.22188138961792,0.3825310170650482,2169.745237326,0.42031964659690857,46.0428581237793,0.7339498996734619,27.507736206054688,0.9900115728378296,,1765187866.0516863,33.08440399169922
,,,108.42720794677734,,,84.62403869628906,,,,,131891200.0,,,2169.745771033,,,,,,,1765187866.05284,
,,,108.06255340576172,,,84.21681213378906,,,,,132710400.0,,,2169.74633751,,,,,,,1765187866.0533748,
,,,108.80626678466797,,,84.96639251708984,,,,,133529600.0,,,2169.746858179,,,,,,,1765187866.053953,
,,,110.16277313232422,,,87.05646514892578,,,,,134348800.0,,,2169.74739285,,,,,,,1765187866.0544713,
,,,109.20801544189453,,,87.01714324951172,,,,,135168000.0,,,2169.747951944,,,,,,,1765187866.0550106,
,,,108.57918548583984,,,87.07170104980469,,,,,135987200.0,,,2169.748431639,,,,,,,1765187866.0555313,
,,,108.7947006225586,,,88.41873168945312,,,,,136806400.0,,,2169.748961138,,,,,,,1765187866.0560453,
,,,109.57396697998047,,,90.14034271240234,,,,,137625600.0,,,2169.749470103,,,,,,,1765187866.0565727,
,,,108.78778076171875,,,89.95246124267578,,,,,138444800.0,,,2169.750026287,,,,,,,1765187866.0570846,
,,,108.83970642089844,,,90.4588851928711,,,,,139264000.0,,,2169.750465426,,,,,,,1765187866.057606,
,,,108.8292007446289,,,90.79595184326172,,,,,140083200.0,,,2169.750946389,,,,,,,1765187866.0581014,
,,,109.74193572998047,,,91.98158264160156,,,,,140902400.0,,,2169.751459927,,,,,,,1765187866.0585816,
,,,109.12692260742188,,,92.83085632324219,,,,,141721600.0,,,2169.751971346,,,,,,,1765187866.0590878,
,,,109.03465270996094,,,93.7158432006836,,,,,142540800.0,,,2169.752465574,,,,,,,1765187866.0595872,
,,,110.23056030273438,,,95.65547943115234,,,,,143360000.0,,,2169.752983018,,,,,,,1765187866.06009,
10.631888389587402,3.147130012512207,0.4048542380332947,110.03622436523438,44.441001892089844,0.17795725166797638,95.17108154296875,250.39759826660156,10.566675186157227,183.9091339111328,4.377060890197754,144179200.0,2.1889805793762207,0.3587791323661804,2169.755779729,0.4236055314540863,42.32857131958008,0.739898681640625,20.719877243041992,0.8437139987945557,,1765187866.0624826,33.50157928466797
,,,110.51248931884766,,,97.47986602783203,,,,,144998400.0,,,2169.75624209,,,,,,,1765187866.0633945,
,,,109.41336059570312,,,96.57225036621094,,,,,145817600.0,,,2169.756720046,,,,,,,1765187866.0638802,
,,,109.45425415039062,,,98.84455871582031,,,,,146636800.0,,,2169.757193169,,,,,,,1765187866.0643547,
,,,110.51437377929688,,,99.08714294433594,,,,,147456000.0,,,2169.757642026,,,,,,,1765187866.0648198,
,,,110.11969757080078,,,100.00857543945312,,,,,148275200.0,,,2169.75813451,,,,,,,1765187866.065287,
,,,110.95011138916016,,,100.96099853515625,,,,,149094400.0,,,2169.758585754,,,,,,,1765187866.0657759,
,,,110.44630432128906,,,101.29920196533203,,,,,149913600.0,,,2169.759062401,,,,,,,1765187866.0662272,
,,,110.50141906738281,,,100.55189514160156,,,,,150732800.0,,,2169.759530855,,,,,,,1765187866.0667136,
,,,110.98957061767578,,,103.39649200439453,,,,,151552000.0,,,2169.759987939,,,,,,,1765187866.0671666,
,,,110.01478576660156,,,103.6373062133789,,,,,152371200.0,,,2169.760458637,,,,,,,1765187866.067636,
,,,111.4327163696289,,,105.1288833618164,,,,,153190400.0,,,2169.760919,,,,,,,1765187866.0680976,
,,,111.40623474121094,,,105.76605987548828,,,,,154009600.0,,,2169.761398989,,,,,,,1765187866.068569,
,,,110.61993408203125,,,105.72362518310547,,,,,154828800.0,,,2169.761948867,,,,,,,1765187866.0690455,
,,,111.6181411743164,,,106.8819808959961,,,,,155648000.0,,,2169.762509591,,,,,,,1765187866.069547,
,,,111.5960922241211,,,107.17050170898438,,,,,156467200.0,,,2169.763008726,,,,,,,1765187866.0700836,
8.957277297973633,3.0615217685699463,0.35348501801490784,110.66090393066406,48.142578125,0.1614571511745453,106.69800567626953,244.74929809570312,10.436685562133789,177.7345733642578,4.254972457885742,157286400.0,2.110626697540283,0.31105732917785645,2169.766047637,0.3964698910713196,44.58620834350586,0.663837730884552,16.591184616088867,0.703211784362793,,1765187866.072564,30.505245208740234
,,,111.09732055664062,,,109.86140441894531,,,,,158105600.0,,,2169.766619783,,,,,,,1765187866.0736601,
,,,112.85087585449219,,,110.70801544189453,,,,,158924800.0,,,2169.767158333,,,,,,,1765187866.074218,
,,,112.32633972167969,,,111.72002410888672,,,,,159744000.0,,,2169.767857099,,,,,,,1765187866.0747678,
,,,111.39169311523438,,,110.87776184082031,,,,,160563200.0,,,2169.768340681,,,,,,,1765187866.0753202,
,,,111.66204071044922,,,112.16020202636719,,,,,161382400.0,,,2169.768850793,,,,,,,1765187866.0759737,
,,,108.49542999267578,,,109.58162689208984,,,,,162201600.0,,,2169.769312505,,,,,,,1765187866.076481,
,,,110.7251205444336,,,111.80017852783203,,,,,163020800.0,,,2169.769793355,,,,,,,1765187866.0769482,
,,,112.2531967163086,,,114.01114654541016,,,,,163840000.0,,,2169.770252398,,,,,,,1765187866.0774362,
,,,111.4538345336914,,,113.96905517578125,,,,,164659200.0,,,2169.770789752,,,,,,,1765187866.0778947,
,,,110.73292541503906,,,113.99063110351562,,,,,165478400.0,,,2169.771359408,,,,,,,1765187866.0784051,
,,,110.85899353027344,,,115.08277893066406,,,,,166297600.0,,,2169.771924161,,,,,,,1765187866.0789373,
,,,111.60304260253906,,,115.7591552734375,,,,,167116800.0,,,2169.77250374,,,,,,,1765187866.0795252,
,,,111.78285217285156,,,117.14439392089844,,,,,167936000.0,,,2169.773052302,,,,,,,1765187866.0800745,
,,,110.7254409790039,,,116.11601257324219,,,,,168755200.0,,,2169.773613594,,,,,,,1765187866.0806446,
,,,111.44263458251953,,,116.41371154785156,,,,,169574400.0,,,2169.774192505,,,,,,,1765187866.0812166,
