Validation Measures/dynamic_time_warping/site_rpos,Validation Measures/dynamic_time_warping/qpos,Mean Episode Length,Mean Episode Return,Validation Info/Mean Episode Length,Validation Measures/discrete_frechet_distance/site_rpos,Validation Measures/discrete_frechet_distance/site_rvel,_runtime,Validation Measures/discrete_frechet_distance/site_rrotvec,_timestamp,Validation Measures/euclidean_distance/site_rpos,Validation Measures/discrete_frechet_distance/qpos,_step,Agent Video,Validation Measures/euclidean_distance/site_rvel,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/euclidean_distance/qpos,Validation Measures/dynamic_time_warping/qvel,Validation Measures/euclidean_distance/qvel,Validation Info/Mean Episode Return,Validation Measures/dynamic_time_warping/site_rrotvec
,,41.40566635131836,16.115793228149414,,,,2201.536844999,,1765203655.5109043,,,12288000.0,,,,,,,,,,
23.166357040405273,35.738609313964844,42.589263916015625,16.527244567871094,40.052635192871094,0.7990785837173462,5.554131984710693,2201.539768176,2.9556167125701904,1765203655.5134456,0.3520931303501129,0.9409380555152893,13107200.0,,2.5776686668395996,12.586530685424805,221.9809112548828,1.408699631690979,0.45702028274536133,323.60076904296875,3.9230942726135254,16.43479347229004,99.60298919677734
,,43.127716064453125,16.77387237548828,,,,2201.540279371,,1765203655.5144393,,,13926400.0,,,,,,,,,,
,,43.94892501831055,17.173728942871094,,,,2201.540786422,,1765203655.5149422,,,14745600.0,,,,,,,,,,
,,44.46318817138672,17.424301147460938,,,,2201.541286198,,1765203655.5154505,,,15564800.0,,,,,,,,,,
,,45.22494125366211,17.778488159179688,,,,2201.541789177,,1765203655.515949,,,16384000.0,,,,,,,,,,
,,45.755348205566406,18.252197265625,,,,2201.542296859,,1765203655.5164554,,,17203200.0,,,,,,,,,,
,,46.2018928527832,18.613304138183594,,,,2201.542834604,,1765203655.5169609,,,18022400.0,,,,,,,,,,
,,46.91463851928711,18.99346923828125,,,,2201.543295757,,1765203655.5174587,,,18841600.0,,,,,,,,,,
,,47.36396789550781,19.381778717041016,,,,2201.543790579,,1765203655.5179653,,,19660800.0,,,,,,,,,,
,,47.47416305541992,19.52951431274414,,,,2201.544308388,,1765203655.5184574,,,20480000.0,,,,,,,,,,
,,48.05158615112305,20.156618118286133,,,,2201.544910362,,1765203655.5189798,,,21299200.0,,,,,,,,,,
,,48.61640167236328,20.574771881103516,,,,2201.545450527,,1765203655.5195172,,,22118400.0,,,,,,,,,,
,,48.839473724365234,20.95537567138672,,,,2201.545985112,,1765203655.5200946,,,22937600.0,,,,,,,,,,
,,49.67128372192383,21.59808921813965,,,,2201.546516988,,1765203655.5206413,,,23756800.0,,,,,,,,,,
,,49.762386322021484,21.828367233276367,,,,2201.547037938,,1765203655.5211527,,,24576000.0,,,,,,,,,,
,,50.22273635864258,22.26823616027832,,,,2201.547875418,,1765203655.521704,,,25395200.0,,,,,,,,,,
22.719228744506836,35.244422912597656,50.688743591308594,22.835298538208008,44.45512771606445,0.7630966305732727,5.079142093658447,2201.553479691,2.3725168704986572,1765203655.5264444,0.33958303928375244,0.9014513492584229,26214400.0,,2.3947112560272217,11.649323463439941,207.13577270507812,1.1303590536117554,0.4506000280380249,295.1233215332031,3.599541187286377,20.252674102783203,73.46037292480469
,,51.19854736328125,23.0777587890625,,,,2201.554361327,,1765203655.5280516,,,27033600.0,,,,,,,,,,
,,51.54852294921875,23.808074951171875,,,,2201.555312033,,1765203655.5289192,,,27852800.0,,,,,,,,,,
,,52.136234283447266,24.343151092529297,,,,2201.55644549,,1765203655.5298684,,,28672000.0,,,,,,,,,,
,,52.78413772583008,24.888181686401367,,,,2201.557426266,,1765203655.530988,,,29491200.0,,,,,,,,,,
,,52.966243743896484,25.033422470092773,,,,2201.558455702,,1765203655.5319717,,,30310400.0,,,,,,,,,,
,,53.362239837646484,25.563453674316406,,,,2201.559308236,,1765203655.532997,,,31129600.0,,,,,,,,,,
,,53.608341217041016,25.83673667907715,,,,2201.560131665,,1765203655.5339065,,,31948800.0,,,,,,,,,,
,,54.32696533203125,26.381690979003906,,,,2201.560962352,,1765203655.5347295,,,32768000.0,,,,,,,,,,
,,54.24980163574219,26.703746795654297,,,,2201.561817821,,1765203655.5355532,,,33587200.0,,,,,,,,,,
,,55.11808776855469,27.666662216186523,,,,2201.562983201,,1765203655.5364003,,,34406400.0,,,,,,,,,,
,,55.265625,27.63335418701172,,,,2201.563909988,,1765203655.5372703,,,35225600.0,,,,,,,,,,
,,55.5326042175293,28.119091033935547,,,,2201.56462766,,1765203655.5385306,,,36044800.0,,,,,,,,,,
,,56.4138298034668,28.621280670166016,,,,2201.565786344,,1765203655.5391448,,,36864000.0,,,,,,,,,,
,,56.062583923339844,28.693525314331055,,,,2201.567056295,,1765203655.5402393,,,37683200.0,,,,,,,,,,
,,56.61735916137695,29.194129943847656,,,,2201.568701503,,1765203655.5414681,,,38502400.0,,,,,,,,,,
21.528423309326172,35.71004867553711,56.707763671875,29.206892013549805,46.61481475830078,0.7238319516181946,4.803006649017334,2201.574421045,2.015125274658203,1765203655.547423,0.32781386375427246,0.8970966935157776,39321600.0,,2.3181962966918945,11.275555610656738,197.00498962402344,0.91757732629776,0.4506366550922394,283.8959045410156,3.484459161758423,23.66861915588379,57.88484573364258
,,57.25867462158203,30.015653610229492,,,,2201.575230071,,1765203655.5489726,,,40140800.0,,,,,,,,,,
,,57.356903076171875,30.272930145263672,,,,2201.576020796,,1765203655.5497935,,,40960000.0,,,,,,,,,,
,,57.8403205871582,30.882488250732422,,,,2201.576747566,,1765203655.5505664,,,41779200.0,,,,,,,,,,
,,58.39734649658203,31.10476303100586,,,,2201.577459695,,1765203655.5513575,,,42598400.0,,,,,,,,,,
,,58.79676818847656,31.571325302124023,,,,2201.578157334,,1765203655.5520656,,,43417600.0,,,,,,,,,,
,,58.87359619140625,31.738420486450195,,,,2201.578873713,,1765203655.5527728,,,44236800.0,,,,,,,,,,
,,59.196353912353516,32.171443939208984,,,,2201.579608681,,1765203655.5534794,,,45056000.0,,,,,,,,,,
,,59.496395111083984,32.606651306152344,,,,2201.580292036,,1765203655.554212,,,45875200.0,,,,,,,,,,
,,59.486175537109375,33.20885467529297,,,,2201.580978747,,1765203655.5549088,,,46694400.0,,,,,,,,,,
,,59.96875,33.774627685546875,,,,2201.581697994,,1765203655.5555997,,,47513600.0,,,,,,,,,,
,,60.6959228515625,34.011837005615234,,,,2201.582392185,,1765203655.5563,,,48332800.0,,,,,,,,,,
,,60.4182243347168,34.10374450683594,,,,2201.583088106,,1765203655.5570078,,,49152000.0,,,,,,,,,,
,,61.276268005371094,34.54517364501953,,,,2201.583806821,,1765203655.557707,,,49971200.0,,,,,,,,,,
,,61.290496826171875,34.70014572143555,,,,2201.584652768,,1765203655.5584188,,,50790400.0,,,,,,,,,,
,,61.25524139404297,34.90469741821289,,,,2201.585678474,,1765203655.5591254,,,51609600.0,,,,,,,,,,
19.50282859802246,35.0592041015625,61.495201110839844,35.866966247558594,50.860660552978516,0.6647289991378784,4.8214569091796875,2201.591489772,1.7448395490646362,1765203655.5642962,0.30315345525741577,0.8465249538421631,52428800.0,,2.2736244201660156,10.828116416931152,192.69085693359375,0.8501849174499512,0.4433906078338623,268.2961730957031,3.295456886291504,28.220340728759766,52.117610931396484
,,62.115440368652344,35.8597412109375,,,,2201.592455442,,1765203655.5660603,,,53248000.0,,,,,,,,,,
,,62.086822509765625,36.17130661010742,,,,2201.593741637,,1765203655.5669913,,,54067200.0,,,,,,,,,,
,,61.9763298034668,36.550716400146484,,,,2201.594816524,,1765203655.5681732,,,54886400.0,,,,,,,,,,
,,62.52037048339844,37.08039855957031,,,,2201.59549647,,1765203655.5692892,,,55705600.0,,,,,,,,,,
,,62.55031204223633,37.27671813964844,,,,2201.596164037,,1765203655.570063,,,56524800.0,,,,,,,,,,
,,63.23290252685547,37.9212646484375,,,,2201.597101001,,1765203655.5707169,,,57344000.0,,,,,,,,,,
,,63.54975128173828,38.22434616088867,,,,2201.597844296,,1765203655.5716443,,,58163200.0,,,,,,,,,,
,,63.2957649230957,38.19827651977539,,,,2201.598473593,,1765203655.5724242,,,58982400.0,,,,,,,,,,
,,63.274478912353516,38.35515213012695,,,,2201.599156552,,1765203655.5730882,,,59801600.0,,,,,,,,,,
,,64.01331329345703,38.86886215209961,,,,2201.599953179,,1765203655.5737708,,,60620800.0,,,,,,,,,,
,,64.0248794555664,39.32644271850586,,,,2201.600763633,,1765203655.5745344,,,61440000.0,,,,,,,,,,
,,64.34749603271484,39.488075256347656,,,,2201.602013745,,1765203655.5753365,,,62259200.0,,,,,,,,,,
,,64.51217651367188,39.431697845458984,,,,2201.602938031,,1765203655.5763009,,,63078400.0,,,,,,,,,,
,,64.98003387451172,40.37697982788086,,,,2201.603847766,,1765203655.5774677,,,63897600.0,,,,,,,,,,
,,64.7983627319336,40.11029052734375,,,,2201.604686148,,1765203655.5783918,,,64716800.0,,,,,,,,,,
19.204479217529297,34.61241149902344,64.86038208007812,40.015357971191406,51.91964340209961,0.6071966290473938,4.470382213592529,2201.610867461,1.473798394203186,1765203655.5829923,0.28707507252693176,0.8145087957382202,65536000.0,,2.237887144088745,10.445271492004395,190.34695434570312,0.7119930982589722,0.4392952024936676,257.87799072265625,3.173154830932617,32.12901306152344,42.39990234375
,,65.87824249267578,40.9666748046875,,,,2201.612039125,,1765203655.585335,,,66355200.0,,,,,,,,,,
,,65.83622741699219,41.36539840698242,,,,2201.613100981,,1765203655.5865195,,,67174400.0,,,,,,,,,,
,,66.99585723876953,42.001441955566406,,,,2201.614020142,,1765203655.587604,,,67993600.0,,,,,,,,,,
,,66.05876159667969,41.72673416137695,,,,2201.614881577,,1765203655.5885887,,,68812800.0,,,,,,,,,,
,,66.93302917480469,42.67571258544922,,,,2201.615745664,,1765203655.5894372,,,69632000.0,,,,,,,,,,
,,66.7045669555664,43.194244384765625,,,,2201.616600841,,1765203655.5903144,,,70451200.0,,,,,,,,,,
,,67.48188781738281,43.154441833496094,,,,2201.617421136,,1765203655.5911615,,,71270400.0,,,,,,,,,,
,,67.19816589355469,43.593631744384766,,,,2201.618064004,,1765203655.592012,,,72089600.0,,,,,,,,,,
,,66.98968505859375,43.31028366088867,,,,2201.618713769,,1765203655.59269,,,72908800.0,,,,,,,,,,
,,68.28997802734375,44.22874069213867,,,,2201.619335258,,1765203655.5933475,,,73728000.0,,,,,,,,,,
,,68.04817962646484,44.133888244628906,,,,2201.619863161,,1765203655.593971,,,74547200.0,,,,,,,,,,
,,68.61255645751953,44.51234817504883,,,,2201.620393588,,1765203655.5945308,,,75366400.0,,,,,,,,,,
,,69.53392028808594,45.40309524536133,,,,2201.620910584,,1765203655.5950532,,,76185600.0,,,,,,,,,,
,,69.40526580810547,45.4477424621582,,,,2201.621457916,,1765203655.595577,,,77004800.0,,,,,,,,,,
,,70.1119155883789,45.742435455322266,,,,2201.621972505,,1765203655.5961125,,,77824000.0,,,,,,,,,,
17.8458309173584,34.61455535888672,70.401123046875,45.986881256103516,50.11111068725586,0.5467786192893982,4.4795989990234375,2201.625147547,1.393209457397461,1765203655.5986044,0.2680576741695404,0.8040089011192322,78643200.0,,2.2134945392608643,10.330517768859863,187.3257598876953,0.6719000339508057,0.4365699291229248,253.89967346191406,3.1393942832946777,36.07121658325195,40.36356735229492
,,70.85640716552734,46.34732437133789,,,,2201.625684669,,1765203655.5998023,,,79462400.0,,,,,,,,,,
,,71.76671600341797,47.01961135864258,,,,2201.626227347,,1765203655.600334,,,80281600.0,,,,,,,,,,
,,72.11577606201172,47.33725357055664,,,,2201.626817435,,1765203655.6008797,,,81100800.0,,,,,,,,,,
,,71.72756958007812,47.87621307373047,,,,2201.627371984,,1765203655.6014678,,,81920000.0,,,,,,,,,,
,,72.57837677001953,47.92713165283203,,,,2201.627857871,,1765203655.6020288,,,82739200.0,,,,,,,,,,
,,73.30745697021484,48.63410568237305,,,,2201.628326118,,1765203655.602529,,,83558400.0,,,,,,,,,,
,,72.32137298583984,48.15671157836914,,,,2201.628821166,,1765203655.6030078,,,84377600.0,,,,,,,,,,
,,73.78499603271484,49.00244903564453,,,,2201.629439933,,1765203655.6035037,,,85196800.0,,,,,,,,,,
,,73.50183868408203,49.10725784301758,,,,2201.63003529,,1765203655.6040847,,,86016000.0,,,,,,,,,,
,,73.54441833496094,49.0670166015625,,,,2201.630524407,,1765203655.604645,,,86835200.0,,,,,,,,,,
,,74.81791687011719,49.70679473876953,,,,2201.631004007,,1765203655.6051793,,,87654400.0,,,,,,,,,,
,,74.69910430908203,49.789546966552734,,,,2201.631546348,,1765203655.6056826,,,88473600.0,,,,,,,,,,
,,74.93563842773438,50.15351867675781,,,,2201.632167402,,1765203655.6061916,,,89292800.0,,,,,,,,,,
,,75.01123046875,50.2862663269043,,,,2201.632996065,,1765203655.6066985,,,90112000.0,,,,,,,,,,
,,75.84449768066406,51.075904846191406,,,,2201.633532892,,1765203655.607486,,,90931200.0,,,,,,,,,,
18.768381118774414,33.997100830078125,77.5344009399414,51.92304229736328,51.55789566040039,0.5550960302352905,4.32456111907959,2201.637013168,1.2958444356918335,1765203655.6102586,0.27385586500167847,0.7726600170135498,91750400.0,,2.164987325668335,10.136513710021973,182.24273681640625,0.6412687301635742,0.42665234208106995,246.51095581054688,3.050990581512451,38.51028823852539,37.99303436279297
,,76.87732696533203,52.321441650390625,,,,2201.637673456,,1765203655.611616,,,92569600.0,,,,,,,,,,
,,78.59523010253906,52.56436538696289,,,,2201.638231769,,1765203655.612305,,,93388800.0,,,,,,,,,,
,,78.60931396484375,53.54636001586914,,,,2201.638742609,,1765203655.6128712,,,94208000.0,,,,,,,,,,
,,79.42120361328125,53.818885803222656,,,,2201.639220802,,1765203655.61341,,,95027200.0,,,,,,,,,,
,,79.749755859375,54.36714553833008,,,,2201.639729,,1765203655.613896,,,95846400.0,,,,,,,,,,
,,80.28616333007812,54.44664001464844,,,,2201.640254079,,1765203655.6144035,,,96665600.0,,,,,,,,,,
,,80.4286117553711,54.58574295043945,,,,2201.640724853,,1765203655.6148896,,,97484800.0,,,,,,,,,,
,,81.69551849365234,55.5120849609375,,,,2201.64120314,,1765203655.6154025,,,98304000.0,,,,,,,,,,
,,81.7000961303711,55.354740142822266,,,,2201.641710309,,1765203655.61588,,,99123200.0,,,,,,,,,,
,,83.51419067382812,57.23514938354492,,,,2201.642217007,,1765203655.6163907,,,99942400.0,,,,,,,,,,
,,83.97589874267578,57.201316833496094,,,,2201.642733066,,1765203655.6168807,,,100761600.0,,,,,,,,,,
,,83.69996643066406,57.522071838378906,,,,2201.643185461,,1765203655.6173666,,,101580800.0,,,,,,,,,,
,,85.51138305664062,59.15503692626953,,,,2201.643666106,,1765203655.617861,,,102400000.0,,,,,,,,,,
,,86.70663452148438,59.6968994140625,,,,2201.644160665,,1765203655.6183405,,,103219200.0,,,,,,,,,,
,,87.09152221679688,59.60335922241211,,,,2201.644660531,,1765203655.618838,,,104038400.0,,,,,,,,,,
17.81203269958496,31.204526901245117,86.65849304199219,59.31825637817383,53.230770111083984,0.5359134674072266,4.415687084197998,2201.647691827,1.287312626838684,1765203655.621357,0.2645488977432251,0.7299210429191589,104857600.0,,2.178544521331787,10.087837219238281,184.63316345214844,0.6373209357261658,0.4033924639225006,245.30474853515625,3.0651042461395264,43.010292053222656,38.18946838378906
,,86.95171356201172,60.468292236328125,,,,2201.648222131,,1765203655.6223514,,,105676800.0,,,,,,,,,,
,,88.91624450683594,61.11315155029297,,,,2201.648706802,,1765203655.622862,,,106496000.0,,,,,,,,,,
,,89.24262237548828,62.17238235473633,,,,2201.649212881,,1765203655.6233733,,,107315200.0,,,,,,,,,,
,,91.22409057617188,62.478694915771484,,,,2201.649710523,,1765203655.6238854,,,108134400.0,,,,,,,,,,
,,89.85580444335938,62.652767181396484,,,,2201.650212615,,1765203655.6243842,,,108953600.0,,,,,,,,,,
,,90.55565643310547,63.184696197509766,,,,2201.650694929,,1765203655.6248856,,,109772800.0,,,,,,,,,,
,,93.15882110595703,65.60069274902344,,,,2201.651192329,,1765203655.62537,,,110592000.0,,,,,,,,,,
,,93.88128662109375,65.99166870117188,,,,2201.651669069,,1765203655.6258721,,,111411200.0,,,,,,,,,,
,,94.00139617919922,65.86947631835938,,,,2201.652166883,,1765203655.626349,,,112230400.0,,,,,,,,,,
,,95.76268005371094,67.85955810546875,,,,2201.652672593,,1765203655.6268468,,,113049600.0,,,,,,,,,,
,,95.06819915771484,67.35762023925781,,,,2201.653149419,,1765203655.6273415,,,113868800.0,,,,,,,,,,
,,94.7414321899414,67.5589599609375,,,,2201.653649188,,1765203655.6278262,,,114688000.0,,,,,,,,,,
,,95.5998764038086,68.37283325195312,,,,2201.654135587,,1765203655.628331,,,115507200.0,,,,,,,,,,
,,97.3692398071289,70.30731964111328,,,,2201.654653117,,1765203655.628808,,,116326400.0,,,,,,,,,,
,,96.59405517578125,70.06581115722656,,,,2201.655191021,,1765203655.6293201,,,117145600.0,,,,,,,,,,
15.040108680725098,28.59492301940918,98.61443328857422,71.50611114501953,49.73684310913086,0.4214755892753601,4.204575538635254,2201.658111883,1.0399807691574097,1765203655.631829,0.2248169630765915,0.66037917137146,117964800.0,,2.06596040725708,9.757667541503906,177.01473999023438,0.5377212166786194,0.37016531825065613,238.02696228027344,2.944603204727173,42.253116607666016,31.40317726135254
,,98.93424987792969,72.2202377319336,,,,2201.658612764,,1765203655.632787,,,118784000.0,,,,,,,,,,
,,100.2734603881836,74.34700012207031,,,,2201.659127956,,1765203655.6332855,,,119603200.0,,,,,,,,,,
,,100.58160400390625,73.23353576660156,,,,2201.659608666,,1765203655.6338005,,,120422400.0,,,,,,,,,,
,,99.22001647949219,73.64110565185547,,,,2201.660080283,,1765203655.6342845,,,121241600.0,,,,,,,,,,
,,102.69418334960938,76.35517883300781,,,,2201.660557448,,1765203655.634762,,,122060800.0,,,,,,,,,,
,,103.26903533935547,77.60616302490234,,,,2201.661046739,,1765203655.6352317,,,122880000.0,,,,,,,,,,
,,102.73312377929688,78.87008666992188,,,,2201.661532727,,1765203655.635731,,,123699200.0,,,,,,,,,,
,,103.21788787841797,78.41496276855469,,,,2201.662002505,,1765203655.6362073,,,124518400.0,,,,,,,,,,
,,105.49081420898438,81.17355346679688,,,,2201.662543177,,1765203655.6366823,,,125337600.0,,,,,,,,,,
,,103.552978515625,79.97379302978516,,,,2201.663062544,,1765203655.6371992,,,126156800.0,,,,,,,,,,
,,104.84608459472656,81.85633850097656,,,,2201.663759055,,1765203655.6377072,,,126976000.0,,,,,,,,,,
,,103.95951843261719,81.63353729248047,,,,2201.664415721,,1765203655.638342,,,127795200.0,,,,,,,,,,
,,105.509033203125,83.7708740234375,,,,2201.665002448,,1765203655.639052,,,128614400.0,,,,,,,,,,
,,106.10569763183594,84.37217712402344,,,,2201.665536016,,1765203655.6396477,,,129433600.0,,,,,,,,,,
,,105.45829772949219,84.70055389404297,,,,2201.666210409,,1765203655.640184,,,130252800.0,,,,,,,,,,
12.842744827270508,28.95741081237793,106.39041900634766,86.54280090332031,46.35714340209961,0.39485663175582886,4.48401403427124,2201.669400901,1.0009522438049316,1765203655.6430044,0.2038329690694809,0.6642829179763794,131072000.0,,2.201199531555176,9.981486320495605,186.03659057617188,0.5064906477928162,0.3764726221561432,245.29745483398438,3.0457310676574707,44.605228424072266,28.786869049072266
,,107.55827331542969,88.03951263427734,,,,2201.669929892,,1765203655.644064,,,131891200.0,,,,,,,,,,
,,107.30105590820312,88.85699462890625,,,,2201.67051029,,1765203655.644586,,,132710400.0,,,,,,,,,,
,,107.79822540283203,89.103515625,,,,2201.67111204,,1765203655.6451304,,,133529600.0,,,,,,,,,,
,,108.55091857910156,91.50874328613281,,,,2201.67167035,,1765203655.6457381,,,134348800.0,,,,,,,,,,
,,107.4921646118164,91.84173583984375,,,,2201.672234645,,1765203655.6463082,,,135168000.0,,,,,,,,,,
,,107.54756927490234,91.73345947265625,,,,2201.672770193,,1765203655.646887,,,135987200.0,,,,,,,,,,
,,109.30996704101562,94.41471862792969,,,,2201.67334346,,1765203655.647423,,,136806400.0,,,,,,,,,,
,,108.89616394042969,95.58174133300781,,,,2201.673865745,,1765203655.6479623,,,137625600.0,,,,,,,,,,
,,106.83908081054688,94.14820861816406,,,,2201.674425029,,1765203655.6485124,,,138444800.0,,,,,,,,,,
,,108.30636596679688,95.35963439941406,,,,2201.674990178,,1765203655.6490653,,,139264000.0,,,,,,,,,,
,,108.26884460449219,96.63597106933594,,,,2201.6755771,,1765203655.6496363,,,140083200.0,,,,,,,,,,
,,109.03756713867188,98.73357391357422,,,,2201.676127933,,1765203655.650205,,,140902400.0,,,,,,,,,,
,,109.43606567382812,99.16947174072266,,,,2201.67670523,,1765203655.650769,,,141721600.0,,,,,,,,,,
,,109.26737976074219,101.01860046386719,,,,2201.677284322,,1765203655.6513495,,,142540800.0,,,,,,,,,,
,,110.35636138916016,101.27582550048828,,,,2201.677827476,,1765203655.6519227,,,143360000.0,,,,,,,,,,
10.554750442504883,26.795799255371094,109.58558654785156,101.58863830566406,41.14706039428711,0.3447854518890381,4.314039707183838,2201.681274683,0.7935455441474915,1765203655.654793,0.1761346459388733,0.6230149269104004,144179200.0,,2.138338804244995,9.957649230957031,181.16574096679688,0.4019419848918915,0.35520705580711365,239.34059143066406,2.9880754947662354,45.46834182739258,20.198081970214844
,,108.58844757080078,101.65513610839844,,,,2201.681818199,,1765203655.6559303,,,144998400.0,,,,,,,,,,
,,110.94437408447266,104.68273162841797,,,,2201.682374254,,1765203655.6564736,,,145817600.0,,,,,,,,,,
,,110.6717300415039,105.20562744140625,,,,2201.682908083,,1765203655.6570306,,,146636800.0,,,,,,,,,,
,,110.63233184814453,105.74462890625,,,,2201.68344118,,1765203655.6575646,,,147456000.0,,,,,,,,,,
,,108.40347290039062,104.54084014892578,,,,2201.684164491,,1765203655.6581004,,,148275200.0,,,,,,,,,,
,,110.09774017333984,107.02635192871094,,,,2201.684787184,,1765203655.6587768,,,149094400.0,,,,,,,,,,
,,109.59251403808594,107.1826171875,,,,2201.685331168,,1765203655.6594257,,,149913600.0,,,,,,,,,,
,,110.34761047363281,108.44590759277344,,,,2201.685921744,,1765203655.6599808,,,150732800.0,,,,,,,,,,
,,111.15679931640625,110.35533142089844,,,,2201.686410096,,1765203655.6605227,,,151552000.0,,,,,,,,,,
,,110.55764770507812,109.60057067871094,,,,2201.686981941,,1765203655.6610613,,,152371200.0,,,,,,,,,,
,,112.90519714355469,112.55386352539062,,,,2201.687499589,,1765203655.6616294,,,153190400.0,,,,,,,,,,
,,111.8909912109375,112.62232208251953,,,,2201.68808189,,1765203655.6621547,,,154009600.0,,,,,,,,,,
,,110.7702407836914,112.20873260498047,,,,2201.688583583,,1765203655.6626778,,,154828800.0,,,,,,,,,,
,,110.68913269042969,112.19056701660156,,,,2201.689154423,,1765203655.6632204,,,155648000.0,,,,,,,,,,
,,111.14786529541016,113.91754150390625,,,,2201.689645024,,1765203655.6637633,,,156467200.0,,,,,,,,,,
9.894149780273438,25.975881576538086,111.0950927734375,113.95629119873047,44.68965530395508,0.3095732033252716,4.252739906311035,2201.693105006,0.7312669157981873,1765203655.666687,0.17221228778362274,0.5985596179962158,157286400.0,,2.1249284744262695,10.078373908996582,178.01905822753906,0.38865217566490173,0.34666797518730164,236.26864624023438,2.9336490631103516,49.87031173706055,19.405208587646484
,,111.48468780517578,114.92253875732422,,,,2201.693631967,,1765203655.6677709,,,158105600.0,,,,,,,,,,
,,110.63129425048828,114.73442077636719,,,,2201.694145052,,1765203655.6682918,,,158924800.0,,,,,,,,,,
,,112.85823822021484,117.8642349243164,,,,2201.694695647,,1765203655.66881,,,159744000.0,,,,,,,,,,
,,111.084228515625,116.38027954101562,,,,2201.69520342,,1765203655.6693509,,,160563200.0,,,,,,,,,,
,,110.82978057861328,116.45037841796875,,,,2201.695769508,,1765203655.66986,,,161382400.0,,,,,,,,,,
,,110.53949737548828,116.44165802001953,,,,2201.696299629,,1765203655.6704216,,,162201600.0,,,,,,,,,,
,,113.26576232910156,120.37610626220703,,,,2201.697058279,,1765203655.670944,,,163020800.0,,,,,,,,,,
,,110.8601303100586,118.12297058105469,,,,2201.697600791,,1765203655.671519,,,163840000.0,,,,,,,,,,
,,111.35096740722656,119.79430389404297,,,,2201.69813623,,1765203655.6722324,,,164659200.0,,,,,,,,,,
,,110.6733627319336,119.38727569580078,,,,2201.698573617,,1765203655.672749,,,165478400.0,,,,,,,,,,
,,111.438720703125,120.862060546875,,,,2201.699076324,,1765203655.673234,,,166297600.0,,,,,,,,,,
,,110.92247009277344,120.30575561523438,,,,2201.699554828,,1765203655.673751,,,167116800.0,,,,,,,,,,
,,111.31511688232422,121.57296752929688,,,,2201.700056033,,1765203655.674229,,,167936000.0,,,,,,,,,,
,,111.44630432128906,121.91712188720703,,,,2201.700539671,,1765203655.674734,,,168755200.0,,,,,,,,,,
,,111.99671936035156,123.3037338256836,,,,2201.701045141,,1765203655.675211,,,169574400.0,,,,,,,,,,
