Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/euclidean_distance/site_rpos,Validation Measures/dynamic_time_warping/site_rvel,Validation Info/Mean Episode Length,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rrotvec,_runtime,Mean Episode Return,Validation Measures/dynamic_time_warping/site_rpos,Agent Video,Mean Episode Length,Validation Measures/discrete_frechet_distance/site_rpos,_timestamp,_step,Validation Measures/dynamic_time_warping/qvel,Validation Measures/dynamic_time_warping/qpos,Validation Measures/discrete_frechet_distance/site_rvel,Validation Info/Mean Episode Return,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/euclidean_distance/qpos
,,,,,,,,2208.467927624,23.530838012695312,,,51.78401184082031,,1764574422.3589132,27852800.0,,,,,,,
,,,,,,,,2208.468429802,24.38011932373047,,,52.60719299316406,,1764574422.3595636,28672000.0,,,,,,,
,,,,,,,,2208.468936433,24.6785945892334,,,53.10574722290039,,1764574422.360112,29491200.0,,,,,,,
,,,,,,,,2208.469408919,24.938220977783203,,,53.1287956237793,,1764574422.3606334,30310400.0,,,,,,,
,,,,,,,,2208.469892065,25.125333786010742,,,53.33112716674805,,1764574422.3610997,31129600.0,,,,,,,
,,,,,,,,2208.470383921,25.445819854736328,,,53.67330551147461,,1764574422.3615906,31948800.0,,,,,,,
,,,,,,,,2208.470857687,26.162960052490234,,,54.38853454589844,,1764574422.3620663,32768000.0,,,,,,,
,,,,,,,,2208.471362301,26.790987014770508,,,54.58586883544922,,1764574422.362547,33587200.0,,,,,,,
,,,,,,,,2208.471844592,27.344945907592773,,,55.529136657714844,,1764574422.3630507,34406400.0,,,,,,,
,,,,,,,,2208.472343506,27.429210662841797,,,55.19023513793945,,1764574422.363534,35225600.0,,,,,,,
,,,,,,,,2208.472839014,27.65872573852539,,,55.60245132446289,,1764574422.3640382,36044800.0,,,,,,,
,,,,,,,,2208.473308776,28.3522891998291,,,56.36228942871094,,1764574422.3645248,36864000.0,,,,,,,
,,,,,,,,2208.473788784,28.455476760864258,,,56.43411636352539,,1764574422.3650005,37683200.0,,,,,,,
,,,,,,,,2208.474254143,28.699655532836914,,,56.571075439453125,,1764574422.3654792,38502400.0,,,,,,,
56.55062484741211,0.3228165805339813,195.1974639892578,47.74626922607422,3.4625134468078613,2.3075146675109863,0.9016779661178589,1.8620134592056274,2208.477162728,29.03264045715332,20.928810119628906,,56.76242446899414,0.7181050181388855,1764574422.3678136,39321600.0,281.26995849609375,35.670467376708984,4.726280212402344,23.74776268005371,0.8964462876319885,11.177789688110352,0.4516724944114685
,,,,,,,,2208.477653241,29.707460403442383,,,57.39978790283203,,1764574422.3688471,40140800.0,,,,,,,
,,,,,,,,2208.478129371,29.517593383789062,,,57.083805084228516,,1764574422.3693419,40960000.0,,,,,,,
,,,,,,,,2208.478611228,30.481489181518555,,,57.8566780090332,,1764574422.36982,41779200.0,,,,,,,
,,,,,,,,2208.479066238,30.534513473510742,,,58.261756896972656,,1764574422.3703027,42598400.0,,,,,,,
,,,,,,,,2208.479547983,31.050003051757812,,,58.71195602416992,,1764574422.3707652,43417600.0,,,,,,,
,,,,,,,,2208.480022854,31.166074752807617,,,58.591575622558594,,1764574422.3712444,44236800.0,,,,,,,
,,,,,,,,2208.480545417,31.717805862426758,,,59.23540496826172,,1764574422.371715,45056000.0,,,,,,,
,,,,,,,,2208.481016802,31.82344627380371,,,59.12242126464844,,1764574422.3722363,45875200.0,,,,,,,
