Validation Measures/discrete_frechet_distance/site_rrotvec,_step,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/discrete_frechet_distance/site_rvel,Validation Measures/dynamic_time_warping/qpos,_timestamp,Validation Info/Mean Episode Return,Validation Measures/dynamic_time_warping/site_rrotvec,Mean Episode Length,Validation Measures/euclidean_distance/qpos,_runtime,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/dynamic_time_warping/site_rvel,Agent Video,Validation Measures/euclidean_distance/site_rpos,Validation Info/Mean Episode Length,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/dynamic_time_warping/site_rpos,Mean Episode Return,Validation Measures/dynamic_time_warping/qvel,Validation Measures/discrete_frechet_distance/site_rpos,Validation Measures/euclidean_distance/site_rvel
,23756800.0,,,,1765259406.5211184,,,50.05913543701172,,2202.957527354,,,,,,,,,21.65317153930664,,,
,24576000.0,,,,1765259406.5216455,,,50.10612869262695,,2202.95814846,,,,,,,,,21.83150291442871,,,
,25395200.0,,,,1765259406.5222807,,,50.6756591796875,,2202.958818591,,,,,,,,,22.13192367553711,,,
2.2120680809020996,26214400.0,0.9051340818405151,4.970944881439209,36.24413299560547,1765259406.5250063,20.083393096923828,70.62525177001953,50.9753303527832,0.45784494280815125,2202.96205469,11.72884464263916,206.72140502929688,,0.3343268036842346,43.967105865478516,3.598900556564331,1.1026535034179688,22.33326530456543,22.801422119140625,295.10858154296875,0.742003858089447,2.3854331970214844
,27033600.0,,,,1765259406.5261354,,,51.629642486572266,,2202.962687528,,,,,,,,,23.23939323425293,,,
,27852800.0,,,,1765259406.5267894,,,52.09440612792969,,2202.963274084,,,,,,,,,23.581527709960938,,,
,28672000.0,,,,1765259406.5273278,,,52.53954315185547,,2202.96373077,,,,,,,,,24.222843170166016,,,
,29491200.0,,,,1765259406.5278625,,,52.90925598144531,,2202.964260933,,,,,,,,,24.616985321044922,,,
,30310400.0,,,,1765259406.5283792,,,53.41604232788086,,2202.964745526,,,,,,,,,25.105388641357422,,,
,31129600.0,,,,1765259406.5288801,,,53.182804107666016,,2202.965252367,,,,,,,,,24.971874237060547,,,
,31948800.0,,,,1765259406.5293913,,,54.04587936401367,,2202.965770191,,,,,,,,,25.706939697265625,,,
,32768000.0,,,,1765259406.5298727,,,54.495967864990234,,2202.96624236,,,,,,,,,25.963642120361328,,,
,33587200.0,,,,1765259406.5303771,,,54.581844329833984,,2202.966749808,,,,,,,,,26.419269561767578,,,
,34406400.0,,,,1765259406.5308828,,,55.079750061035156,,2202.967232917,,,,,,,,,26.94361686706543,,,
,35225600.0,,,,1765259406.531371,,,55.4324951171875,,2202.967745849,,,,,,,,,27.42381477355957,,,
,36044800.0,,,,1765259406.5318828,,,55.45396041870117,,2202.96832056,,,,,,,,,27.481658935546875,,,
,36864000.0,,,,1765259406.5323703,,,56.596065521240234,,2202.968729817,,,,,,,,,28.255428314208984,,,
,37683200.0,,,,1765259406.5328693,,,56.22587585449219,,2202.96923372,,,,,,,,,28.358009338378906,,,
,38502400.0,,,,1765259406.5333781,,,56.31745910644531,,2202.969828769,,,,,,,,,28.46858787536621,,,
1.8967466354370117,39321600.0,0.8855293989181519,4.758677959442139,35.43186569213867,1765259406.5360496,23.266340255737305,57.194358825683594,56.961265563964844,0.4478115439414978,2202.972889212,11.232918739318848,197.69036865234375,,0.3245570957660675,46.89051055908203,3.4865164756774902,0.9309698343276978,21.086605072021484,28.97747802734375,283.511474609375,0.7159833908081055,2.3172354698181152
,40140800.0,,,,1765259406.5370235,,,57.29784393310547,,2202.973665093,,,,,,,,,29.320812225341797,,,
,40960000.0,,,,1765259406.537535,,,57.42683410644531,,2202.974197853,,,,,,,,,29.65113639831543,,,
,41779200.0,,,,1765259406.538319,,,57.81886291503906,,2202.974685267,,,,,,,,,30.106271743774414,,,
,42598400.0,,,,1765259406.5388253,,,58.394752502441406,,2202.975162697,,,,,,,,,30.600181579589844,,,
,43417600.0,,,,1765259406.539305,,,58.90150451660156,,2202.975649027,,,,,,,,,30.984600067138672,,,
,44236800.0,,,,1765259406.5397933,,,59.142398834228516,,2202.976163125,,,,,,,,,31.184818267822266,,,
,45056000.0,,,,1765259406.5403,,,59.05064392089844,,2202.976658328,,,,,,,,,31.52198600769043,,,
,45875200.0,,,,1765259406.5407965,,,59.253807067871094,,2202.977150352,,,,,,,,,31.86829948425293,,,
,46694400.0,,,,1765259406.5412905,,,59.54183578491211,,2202.977649811,,,,,,,,,32.444007873535156,,,
,47513600.0,,,,1765259406.5417976,,,59.98497009277344,,2202.978135667,,,,,,,,,32.86941909790039,,,
,48332800.0,,,,1765259406.5422802,,,60.34963607788086,,2202.978651267,,,,,,,,,33.045204162597656,,,
,49152000.0,,,,1765259406.5427983,,,60.448787689208984,,2202.979146132,,,,,,,,,33.81645965576172,,,
,49971200.0,,,,1765259406.5432856,,,60.750709533691406,,2202.979633869,,,,,,,,,33.76118850708008,,,
,50790400.0,,,,1765259406.5437763,,,61.52991485595703,,2202.980175471,,,,,,,,,34.36030578613281,,,
,51609600.0,,,,1765259406.5442832,,,61.27986526489258,,2202.980847638,,,,,,,,,34.421451568603516,,,
1.667380928993225,52428800.0,0.8304881453514099,4.664212703704834,34.432376861572266,1765259406.5469542,29.00279426574707,49.867210388183594,61.83012771606445,0.4417007267475128,2202.983741416,11.04747486114502,193.4705047607422,,0.308438241481781,52.53125,3.3720149993896484,0.8260082602500916,19.535661697387695,35.25390625,275.08074951171875,0.6884098052978516,2.29227876663208
,53248000.0,,,,1765259406.547884,,,61.958072662353516,,2202.98424306,,,,,,,,,35.5648078918457,,,
,54067200.0,,,,1765259406.5483809,,,62.51197052001953,,2202.984750073,,,,,,,,,35.443931579589844,,,
,54886400.0,,,,1765259406.5488744,,,63.31011962890625,,2202.985250061,,,,,,,,,36.14635467529297,,,
,55705600.0,,,,1765259406.549381,,,62.355159759521484,,2202.985741988,,,,,,,,,36.094608306884766,,,
,56524800.0,,,,1765259406.54988,,,63.75873565673828,,2202.986225421,,,,,,,,,37.422996520996094,,,
,57344000.0,,,,1765259406.5503607,,,63.42550277709961,,2202.986746623,,,,,,,,,37.482723236083984,,,
,58163200.0,,,,1765259406.550879,,,64.28864288330078,,2202.987256509,,,,,,,,,38.2064323425293,,,
,58982400.0,,,,1765259406.5513752,,,64.80673217773438,,2202.987799291,,,,,,,,,37.96267318725586,,,
,59801600.0,,,,1765259406.5518951,,,63.83134841918945,,2202.988323023,,,,,,,,,37.66920471191406,,,
,60620800.0,,,,1765259406.5524168,,,65.30418395996094,,2202.988837923,,,,,,,,,39.13571548461914,,,
,61440000.0,,,,1765259406.5529728,,,64.82366943359375,,2202.989338259,,,,,,,,,38.642616271972656,,,
,62259200.0,,,,1765259406.553471,,,65.78047943115234,,2202.989851723,,,,,,,,,39.3844108581543,,,
,63078400.0,,,,1765259406.5539925,,,65.52323150634766,,2202.990349719,,,,,,,,,39.402584075927734,,,
,63897600.0,,,,1765259406.5544732,,,65.86380004882812,,2202.990949899,,,,,,,,,39.976905822753906,,,
,64716800.0,,,,1765259406.555035,,,66.3323974609375,,2202.991496837,,,,,,,,,40.747657775878906,,,
1.3669912815093994,65536000.0,0.7967931628227234,4.512156963348389,34.23037338256836,1765259406.5578523,31.794462203979492,39.589134216308594,65.75243377685547,0.4346836507320404,2202.994811337,10.550403594970703,189.0995635986328,,0.28321948647499084,51.99090576171875,3.1937901973724365,0.6948789954185486,18.86678695678711,39.94466781616211,260.1910095214844,0.6261542439460754,2.214618682861328
,66355200.0,,,,1765259406.558937,,,66.40184020996094,,2202.995346634,,,,,,,,,40.9417724609375,,,
,67174400.0,,,,1765259406.5594678,,,67.61746978759766,,2202.995838751,,,,,,,,,41.21940994262695,,,
,67993600.0,,,,1765259406.559974,,,67.61182403564453,,2202.996356457,,,,,,,,,41.76077651977539,,,
,68812800.0,,,,1765259406.5604908,,,68.29132843017578,,2202.996849797,,,,,,,,,42.20484161376953,,,
,69632000.0,,,,1765259406.5609865,,,68.61354064941406,,2202.997334195,,,,,,,,,42.62055587768555,,,
,70451200.0,,,,1765259406.5614712,,,68.7175064086914,,2202.997843135,,,,,,,,,42.51863098144531,,,
,71270400.0,,,,1765259406.5619755,,,68.59104919433594,,2202.99833643,,,,,,,,,43.02725601196289,,,
,72089600.0,,,,1765259406.5624712,,,69.2505111694336,,2202.99885435,,,,,,,,,43.84751510620117,,,
,72908800.0,,,,1765259406.5629942,,,69.983154296875,,2202.999469559,,,,,,,,,43.989410400390625,,,
,73728000.0,,,,1765259406.563511,,,70.13994598388672,,2203.000089526,,,,,,,,,44.47631072998047,,,
,74547200.0,,,,1765259406.5641656,,,70.25676727294922,,2203.00070312,,,,,,,,,44.6114616394043,,,
,75366400.0,,,,1765259406.5647807,,,70.6625747680664,,2203.001302491,,,,,,,,,44.653236389160156,,,
,76185600.0,,,,1765259406.5653522,,,71.66973114013672,,2203.002010221,,,,,,,,,45.27710723876953,,,
,77004800.0,,,,1765259406.5659935,,,71.80274963378906,,2203.002561759,,,,,,,,,45.60502243041992,,,
,77824000.0,,,,1765259406.5666764,,,72.4814453125,,2203.003089035,,,,,,,,,46.667362213134766,,,
1.3273550271987915,78643200.0,0.7955794334411621,4.540656089782715,34.33852767944336,1765259406.5693195,35.533103942871094,37.563385009765625,72.0615005493164,0.4343837797641754,2203.006238251,10.486417770385742,188.88311767578125,,0.26609623432159424,50.675926208496094,3.2143356800079346,0.6553723812103271,17.64020538330078,45.531410217285156,260.27740478515625,0.5726839900016785,2.2290823459625244
,79462400.0,,,,1765259406.5703735,,,72.65721893310547,,2203.00675232,,,,,,,,,47.04249954223633,,,
,80281600.0,,,,1765259406.5708838,,,73.44691467285156,,2203.007246899,,,,,,,,,47.022544860839844,,,
,81100800.0,,,,1765259406.5713818,,,73.10424041748047,,2203.007761316,,,,,,,,,46.93970489501953,,,
,81920000.0,,,,1765259406.5718963,,,75.19429016113281,,2203.008259587,,,,,,,,,48.09998321533203,,,
,82739200.0,,,,1765259406.5723908,,,75.26313018798828,,2203.008769052,,,,,,,,,48.99750518798828,,,
,83558400.0,,,,1765259406.5729063,,,75.73273468017578,,2203.009255757,,,,,,,,,48.657840728759766,,,
,84377600.0,,,,1765259406.573393,,,75.71504211425781,,2203.009771202,,,,,,,,,49.026611328125,,,
,85196800.0,,,,1765259406.573907,,,76.34838104248047,,2203.010293195,,,,,,,,,49.31692886352539,,,
,86016000.0,,,,1765259406.574399,,,76.92581176757812,,2203.01083718,,,,,,,,,49.91970443725586,,,
,86835200.0,,,,1765259406.57494,,,77.54063415527344,,2203.011390759,,,,,,,,,50.24660873413086,,,
,87654400.0,,,,1765259406.575501,,,77.39313507080078,,2203.011927085,,,,,,,,,50.08177947998047,,,
,88473600.0,,,,1765259406.5760324,,,78.25131225585938,,2203.012483183,,,,,,,,,50.98563766479492,,,
,89292800.0,,,,1765259406.5766037,,,78.88117980957031,,2203.013009826,,,,,,,,,50.36709213256836,,,
,90112000.0,,,,1765259406.577121,,,79.61053466796875,,2203.013500665,,,,,,,,,51.36332321166992,,,
,90931200.0,,,,1765259406.5776324,,,80.95441436767578,,2203.013990541,,,,,,,,,52.706153869628906,,,
1.2594865560531616,91750400.0,0.7799710631370544,4.278010368347168,34.336456298828125,1765259406.5800793,38.50490188598633,35.641990661621094,81.92707061767578,0.43394216895103455,2203.016903917,10.61281681060791,183.13507080078125,,0.2739923298358917,53.66666793823242,3.1642489433288574,0.6269040107727051,18.472896575927734,53.561500549316406,256.3060607910156,0.5417034029960632,2.172975778579712
,92569600.0,,,,1765259406.5810428,,,82.085205078125,,2203.017414627,,,,,,,,,53.451656341552734,,,
,93388800.0,,,,1765259406.581544,,,82.88591003417969,,2203.017908957,,,,,,,,,53.56761169433594,,,
,94208000.0,,,,1765259406.582047,,,83.86296081542969,,2203.018527158,,,,,,,,,54.48562240600586,,,
,95027200.0,,,,1765259406.5826135,,,83.85393524169922,,2203.019242321,,,,,,,,,54.77075958251953,,,
,95846400.0,,,,1765259406.583312,,,85.68147277832031,,2203.02003504,,,,,,,,,55.766082763671875,,,
,96665600.0,,,,1765259406.5839214,,,85.1770248413086,,2203.020696967,,,,,,,,,55.52262878417969,,,
,97484800.0,,,,1765259406.5847447,,,85.65620422363281,,2203.021322242,,,,,,,,,56.29880905151367,,,
,98304000.0,,,,1765259406.5853767,,,86.98289489746094,,2203.021821715,,,,,,,,,57.960262298583984,,,
,99123200.0,,,,1765259406.585927,,,86.95124053955078,,2203.022364485,,,,,,,,,57.05084228515625,,,
,99942400.0,,,,1765259406.5864794,,,86.9297866821289,,2203.022917325,,,,,,,,,57.05956268310547,,,
,100761600.0,,,,1765259406.5870185,,,89.32100677490234,,2203.023433395,,,,,,,,,58.910396575927734,,,
,101580800.0,,,,1765259406.5875494,,,90.37984466552734,,2203.024013758,,,,,,,,,60.07204055786133,,,
,102400000.0,,,,1765259406.5881035,,,90.96337127685547,,2203.024525441,,,,,,,,,59.977230072021484,,,
,103219200.0,,,,1765259406.5886438,,,91.4525146484375,,2203.025098171,,,,,,,,,60.38031005859375,,,
,104038400.0,,,,1765259406.5892158,,,92.51470184326172,,2203.02569857,,,,,,,,,61.94645309448242,,,
1.1993229389190674,104857600.0,0.7263118028640747,4.371913909912109,32.695125579833984,1765259406.5919368,41.02864074707031,33.9468879699707,92.62388610839844,0.4216747283935547,2203.028853419,10.673666954040527,181.24490356445312,,0.25794103741645813,53.20000076293945,3.149613857269287,0.6063433885574341,16.674222946166992,61.30574417114258,252.66368103027344,0.4950152039527893,2.154878616333008
,105676800.0,,,,1765259406.5929644,,,92.2105484008789,,2203.029403631,,,,,,,,,61.803932189941406,,,
,106496000.0,,,,1765259406.5935235,,,94.71855163574219,,2203.030053189,,,,,,,,,63.16555404663086,,,
,107315200.0,,,,1765259406.594041,,,95.93306732177734,,2203.030646845,,,,,,,,,64.6016616821289,,,
,108134400.0,,,,1765259406.5947552,,,94.95771789550781,,2203.031201577,,,,,,,,,63.98377227783203,,,
,108953600.0,,,,1765259406.5953012,,,95.92976379394531,,2203.031713131,,,,,,,,,64.57368469238281,,,
,109772800.0,,,,1765259406.5958352,,,97.93160247802734,,2203.032280008,,,,,,,,,65.88652801513672,,,
,110592000.0,,,,1765259406.596388,,,97.18489074707031,,2203.032795246,,,,,,,,,65.78143310546875,,,
,111411200.0,,,,1765259406.5969224,,,98.6728515625,,2203.033327334,,,,,,,,,67.29011535644531,,,
,112230400.0,,,,1765259406.5974514,,,99.46498107910156,,2203.033835946,,,,,,,,,67.7406997680664,,,
,113049600.0,,,,1765259406.5979676,,,100.79574584960938,,2203.034375899,,,,,,,,,69.71308135986328,,,
,113868800.0,,,,1765259406.5985043,,,101.65892791748047,,2203.034879897,,,,,,,,,69.5855941772461,,,
,114688000.0,,,,1765259406.5990138,,,103.62120056152344,,2203.035379457,,,,,,,,,72.21553802490234,,,
,115507200.0,,,,1765259406.5995173,,,102.75713348388672,,2203.035949565,,,,,,,,,72.17893981933594,,,
,116326400.0,,,,1765259406.6000285,,,103.19393920898438,,2203.036412024,,,,,,,,,72.9703140258789,,,
,117145600.0,,,,1765259406.6005433,,,102.66539001464844,,2203.03693415,,,,,,,,,71.86425018310547,,,
0.9414335489273071,117964800.0,0.6864308714866638,4.285456657409668,30.524019241333008,1765259406.6030521,41.17183303833008,26.004146575927734,102.87910461425781,0.3934653401374817,2203.040086543,10.257594108581543,175.85659790039062,,0.22557438910007477,50.904109954833984,3.0635311603546143,0.4978969395160675,14.252452850341797,73.27857971191406,248.20663452148438,0.41157588362693787,2.071995258331299
,118784000.0,,,,1765259406.6041954,,,103.89370727539062,,2203.040635851,,,,,,,,,74.2283935546875,,,
,119603200.0,,,,1765259406.604755,,,103.08497619628906,,2203.041138273,,,,,,,,,73.66705322265625,,,
,120422400.0,,,,1765259406.605262,,,104.86277770996094,,2203.041651308,,,,,,,,,75.5920181274414,,,
,121241600.0,,,,1765259406.6057892,,,106.59625244140625,,2203.042133204,,,,,,,,,77.72071075439453,,,
,122060800.0,,,,1765259406.606272,,,106.62178802490234,,2203.042629263,,,,,,,,,77.55831146240234,,,
,122880000.0,,,,1765259406.6067739,,,108.2039566040039,,2203.043124853,,,,,,,,,79.65785217285156,,,
,123699200.0,,,,1765259406.6072638,,,108.01197814941406,,2203.043604212,,,,,,,,,80.14064025878906,,,
,124518400.0,,,,1765259406.6077507,,,107.19377899169922,,2203.044092557,,,,,,,,,80.0729751586914,,,
,125337600.0,,,,1765259406.608236,,,108.3134536743164,,2203.044573953,,,,,,,,,81.41973114013672,,,
,126156800.0,,,,1765259406.6087162,,,107.70386505126953,,2203.045069796,,,,,,,,,82.36334991455078,,,
,126976000.0,,,,1765259406.609219,,,108.55355834960938,,2203.045564637,,,,,,,,,83.71050262451172,,,
,127795200.0,,,,1765259406.6097047,,,110.89369201660156,,2203.046088005,,,,,,,,,86.25159454345703,,,
,128614400.0,,,,1765259406.6102095,,,108.16781616210938,,2203.046606034,,,,,,,,,84.84574890136719,,,
,129433600.0,,,,1765259406.6107316,,,108.9085922241211,,2203.047133155,,,,,,,,,85.55279541015625,,,
,130252800.0,,,,1765259406.6112607,,,109.15681457519531,,2203.04765504,,,,,,,,,87.75592041015625,,,
0.8916264176368713,131072000.0,0.672109067440033,4.487557888031006,29.60232925415039,1765259406.6146882,43.25807189941406,24.5919189453125,108.26534271240234,0.3838176429271698,2203.051580495,10.359210014343262,183.5257568359375,,0.1877504140138626,46.23188400268555,3.1235601902008057,0.46231749653816223,11.18100357055664,87.74747467041016,251.6553192138672,0.3544313609600067,2.1578867435455322
,131891200.0,,,,1765259406.6156774,,,109.08122253417969,,2203.052131863,,,,,,,,,89.55587768554688,,,
,132710400.0,,,,1765259406.6162477,,,108.22174072265625,,2203.052631484,,,,,,,,,88.760009765625,,,
,133529600.0,,,,1765259406.6167712,,,109.23734283447266,,2203.053132662,,,,,,,,,90.04927825927734,,,
,134348800.0,,,,1765259406.6172664,,,110.49720001220703,,2203.053653639,,,,,,,,,93.1392822265625,,,
,135168000.0,,,,1765259406.61776,,,110.61450958251953,,2203.054147724,,,,,,,,,93.42184448242188,,,
,135987200.0,,,,1765259406.618262,,,112.24757385253906,,2203.054625929,,,,,,,,,95.7850570678711,,,
,136806400.0,,,,1765259406.6187527,,,110.20172882080078,,2203.055127308,,,,,,,,,94.6405029296875,,,
,137625600.0,,,,1765259406.61926,,,110.80357360839844,,2203.055612509,,,,,,,,,95.35567474365234,,,
,138444800.0,,,,1765259406.6197503,,,110.40316772460938,,2203.056079047,,,,,,,,,95.83070373535156,,,
,139264000.0,,,,1765259406.6202285,,,109.60134887695312,,2203.056620923,,,,,,,,,96.5564193725586,,,
,140083200.0,,,,1765259406.6207144,,,109.90234375,,2203.057072585,,,,,,,,,97.50089263916016,,,
,140902400.0,,,,1765259406.6212058,,,110.15106964111328,,2203.05760748,,,,,,,,,99.12085723876953,,,
,141721600.0,,,,1765259406.621713,,,110.1418228149414,,2203.058081791,,,,,,,,,98.76893615722656,,,
,142540800.0,,,,1765259406.6222117,,,111.24267578125,,2203.058613045,,,,,,,,,102.0444107055664,,,
,143360000.0,,,,1765259406.622738,,,109.84089660644531,,2203.059241297,,,,,,,,,100.59939575195312,,,
0.8055237531661987,144179200.0,0.659216046333313,4.222926616668701,28.840045928955078,1765259406.6257753,44.623252868652344,19.575241088867188,110.40355682373047,0.37806278467178345,2203.062942594,10.482633590698242,176.63381958007812,,0.17457079887390137,40.89552307128906,3.074506998062134,0.38973307609558105,10.224225997924805,102.08552551269531,246.84228515625,0.3468061685562134,2.0825934410095215
,144998400.0,,,,1765259406.6270146,,,110.9794921875,,2203.063557571,,,,,,,,,103.77754974365234,,,
,145817600.0,,,,1765259406.6276233,,,111.27437591552734,,2203.064113474,,,,,,,,,105.05889129638672,,,
,146636800.0,,,,1765259406.6282043,,,108.93439483642578,,2203.064648856,,,,,,,,,103.59873962402344,,,
,147456000.0,,,,1765259406.628747,,,109.69696044921875,,2203.065211493,,,,,,,,,105.0946044921875,,,
,148275200.0,,,,1765259406.629315,,,110.69500732421875,,2203.065719296,,,,,,,,,106.96967315673828,,,
,149094400.0,,,,1765259406.629829,,,110.81936645507812,,2203.066301238,,,,,,,,,107.4459457397461,,,
,149913600.0,,,,1765259406.6303668,,,110.5447006225586,,2203.066783524,,,,,,,,,108.58970642089844,,,
,150732800.0,,,,1765259406.6308846,,,112.66481018066406,,2203.067312774,,,,,,,,,111.56558990478516,,,
,151552000.0,,,,1765259406.6314197,,,110.94178009033203,,2203.067804885,,,,,,,,,109.71900939941406,,,
,152371200.0,,,,1765259406.6319246,,,111.31532287597656,,2203.068363297,,,,,,,,,111.3571548461914,,,
,153190400.0,,,,1765259406.632468,,,111.5099868774414,,2203.068884876,,,,,,,,,112.54827880859375,,,
,154009600.0,,,,1765259406.6329935,,,111.42094421386719,,2203.06945571,,,,,,,,,113.41356658935547,,,
,154828800.0,,,,1765259406.6335328,,,111.58201599121094,,2203.069971682,,,,,,,,,113.56410217285156,,,
,155648000.0,,,,1765259406.6340346,,,111.99662017822266,,2203.070570748,,,,,,,,,114.92105865478516,,,
,156467200.0,,,,1765259406.6346524,,,110.65609741210938,,2203.071220551,,,,,,,,,114.13560485839844,,,
0.6501337289810181,157286400.0,0.6149227619171143,4.133057117462158,26.90204429626465,1765259406.6372912,47.670021057128906,16.55101776123047,112.22442626953125,0.3578319549560547,2203.074294233,10.41405200958252,174.21121215820312,,0.1549052894115448,44.68965530395508,3.0082192420959473,0.34245795011520386,8.156546592712402,116.18838500976562,241.98703002929688,0.2935725748538971,2.0588889122009277
,158105600.0,,,,1765259406.6384048,,,113.20447540283203,,2203.074823189,,,,,,,,,117.43870544433594,,,
,158924800.0,,,,1765259406.6389337,,,110.72434997558594,,2203.075353926,,,,,,,,,115.91537475585938,,,
,159744000.0,,,,1765259406.6394606,,,111.51036834716797,,2203.075900447,,,,,,,,,117.30415344238281,,,
,160563200.0,,,,1765259406.6399968,,,110.9286117553711,,2203.076456204,,,,,,,,,117.14469909667969,,,
,161382400.0,,,,1765259406.6405673,,,111.9493179321289,,2203.076988593,,,,,,,,,118.87202453613281,,,
,162201600.0,,,,1765259406.6410944,,,111.64055633544922,,2203.077551646,,,,,,,,,118.65460205078125,,,
,163020800.0,,,,1765259406.6416574,,,111.64376068115234,,2203.078077779,,,,,,,,,119.75760650634766,,,
,163840000.0,,,,1765259406.642182,,,111.52005004882812,,2203.078711377,,,,,,,,,119.53953552246094,,,
,164659200.0,,,,1765259406.6427143,,,110.45116424560547,,2203.079322422,,,,,,,,,118.81402587890625,,,
,165478400.0,,,,1765259406.6434238,,,112.16228485107422,,2203.079876404,,,,,,,,,121.22637176513672,,,
,166297600.0,,,,1765259406.6439927,,,112.61329650878906,,2203.080432718,,,,,,,,,122.19547271728516,,,
,167116800.0,,,,1765259406.6445308,,,112.71696472167969,,2203.080982487,,,,,,,,,122.9259033203125,,,
,167936000.0,,,,1765259406.6450877,,,111.14468383789062,,2203.081564081,,,,,,,,,121.99846649169922,,,
,168755200.0,,,,1765259406.6456656,,,112.04693603515625,,2203.082187581,,,,,,,,,123.0593032836914,,,
,169574400.0,,,,1765259406.6462004,,,111.53097534179688,,2203.082698217,,,,,,,,,123.06575775146484,,,
