Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/dynamic_time_warping/qvel,Validation Measures/euclidean_distance/site_rvel,Validation Info/Mean Episode Length,Validation Measures/discrete_frechet_distance/qvel,Validation Info/Mean Episode Return,_runtime,Validation Measures/euclidean_distance/site_rpos,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rrotvec,Validation Measures/euclidean_distance/qpos,_step,Mean Episode Return,Validation Measures/discrete_frechet_distance/site_rvel,Agent Video,Validation Measures/discrete_frechet_distance/site_rpos,Mean Episode Length,Validation Measures/dynamic_time_warping/qpos,Validation Measures/discrete_frechet_distance/qpos,_timestamp,Validation Measures/dynamic_time_warping/site_rpos
,,,,,,,,2221.615386684,,,,,40140800.0,29.311912536621094,,,,58.100276947021484,,,1765205962.3462894,
,,,,,,,,2221.615920811,,,,,40960000.0,29.513771057128906,,,,57.90663146972656,,,1765205962.3468323,
,,,,,,,,2221.616427542,,,,,41779200.0,30.111907958984375,,,,58.41329574584961,,,1765205962.3473809,
,,,,,,,,2221.616954029,,,,,42598400.0,30.490840911865234,,,,58.82700729370117,,,1765205962.3478897,
,,,,,,,,2221.617513822,,,,,43417600.0,30.620498657226562,,,,59.261566162109375,,,1765205962.3483822,
,,,,,,,,2221.618061456,,,,,44236800.0,31.18602180480957,,,,59.633026123046875,,,1765205962.3489733,
,,,,,,,,2221.618617101,,,,,45056000.0,31.483163833618164,,,,59.92616653442383,,,1765205962.349508,
,,,,,,,,2221.619163581,,,,,45875200.0,31.63509178161621,,,,60.19914245605469,,,1765205962.3500597,
,,,,,,,,2221.619761688,,,,,46694400.0,32.22048568725586,,,,60.32979202270508,,,1765205962.3506176,
,,,,,,,,2221.620357226,,,,,47513600.0,32.84383010864258,,,,60.87162399291992,,,1765205962.3511553,
,,,,,,,,2221.620884728,,,,,48332800.0,33.2935791015625,,,,61.4657096862793,,,1765205962.351778,
,,,,,,,,2221.621420333,,,,,49152000.0,33.64093780517578,,,,61.69772720336914,,,1765205962.3523283,
,,,,,,,,2221.621988674,,,,,49971200.0,33.40037155151367,,,,61.51969909667969,,,1765205962.3528717,
,,,,,,,,2221.622529512,,,,,50790400.0,34.721435546875,,,,62.452449798583984,,,1765205962.3534374,
,,,,,,,,2221.623073377,,,,,51609600.0,33.902523040771484,,,,62.09613800048828,,,1765205962.3539813,
189.94737243652344,3.2782373428344727,0.8566669225692749,266.5242004394531,2.2507693767547607,51.85271453857422,10.758231163024902,28.886526107788086,2221.6262583,0.30825626850128174,51.52540969848633,1.6993060111999512,0.4443170428276062,52428800.0,34.80655288696289,4.664906978607178,,0.6630252003669739,62.55575180053711,34.95841979980469,0.8329323530197144,1765205962.3565884,19.760875701904297
,,,,,,,,2221.626875236,,,,,53248000.0,35.38515090942383,,,,62.674827575683594,,,1765205962.357705,
,,,,,,,,2221.627415824,,,,,54067200.0,35.47853469848633,,,,62.740570068359375,,,1765205962.3582823,
,,,,,,,,2221.628021923,,,,,54886400.0,35.51805114746094,,,,62.74461364746094,,,1765205962.3588462,
,,,,,,,,2221.628613119,,,,,55705600.0,35.844329833984375,,,,62.60835647583008,,,1765205962.3594418,
,,,,,,,,2221.629168661,,,,,56524800.0,36.514644622802734,,,,63.262489318847656,,,1765205962.3600228,
,,,,,,,,2221.629761166,,,,,57344000.0,37.26557922363281,,,,63.96460723876953,,,1765205962.360604,
,,,,,,,,2221.630328945,,,,,58163200.0,37.40637969970703,,,,63.8317985534668,,,1765205962.3612046,
,,,,,,,,2221.630875739,,,,,58982400.0,37.517913818359375,,,,64.35342407226562,,,1765205962.3617725,
,,,,,,,,2221.631426335,,,,,59801600.0,38.22029113769531,,,,65.1286392211914,,,1765205962.3623257,
,,,,,,,,2221.631972201,,,,,60620800.0,37.961483001708984,,,,64.73631286621094,,,1765205962.3628843,
,,,,,,,,2221.632493008,,,,,61440000.0,38.54908752441406,,,,65.36652374267578,,,1765205962.363421,
,,,,,,,,2221.633048819,,,,,62259200.0,39.471397399902344,,,,65.64324951171875,,,1765205962.363952,
,,,,,,,,2221.633696903,,,,,63078400.0,39.46964645385742,,,,66.32655334472656,,,1765205962.3645082,
,,,,,,,,2221.63438037,,,,,63897600.0,39.77290344238281,,,,66.23240661621094,,,1765205962.365039,
,,,,,,,,2221.6349351,,,,,64716800.0,40.12418746948242,,,,66.80309295654297,,,1765205962.3658137,
190.3631134033203,3.169426918029785,0.7117990851402283,257.7926940917969,2.244443416595459,51.900901794433594,10.420110702514648,31.33228874206543,2221.638060639,0.29187309741973877,41.25257873535156,1.430489182472229,0.4400894343852997,65536000.0,40.33078384399414,4.494748592376709,,0.6191907525062561,66.17870330810547,34.771888732910156,0.8089589476585388,1765205962.3684993,19.481815338134766
,,,,,,,,2221.63866505,,,,,66355200.0,40.501277923583984,,,,66.77872467041016,,,1765205962.369483,
,,,,,,,,2221.639303301,,,,,67174400.0,40.51725769042969,,,,67.09351348876953,,,1765205962.370073,
,,,,,,,,2221.639878655,,,,,67993600.0,41.069732666015625,,,,67.50241088867188,,,1765205962.3706937,
,,,,,,,,2221.64045562,,,,,68812800.0,42.35201644897461,,,,68.92076110839844,,,1765205962.3713007,
,,,,,,,,2221.641014991,,,,,69632000.0,41.66795349121094,,,,67.783447265625,,,1765205962.3718884,
,,,,,,,,2221.641561712,,,,,70451200.0,42.5539436340332,,,,68.95154571533203,,,1765205962.3724494,
,,,,,,,,2221.642128531,,,,,71270400.0,42.64873504638672,,,,68.708251953125,,,1765205962.372997,
,,,,,,,,2221.64270468,,,,,72089600.0,42.874969482421875,,,,69.03485870361328,,,1765205962.3735504,
,,,,,,,,2221.64327361,,,,,72908800.0,43.979984283447266,,,,69.50127410888672,,,1765205962.374122,
,,,,,,,,2221.643890946,,,,,73728000.0,44.30672836303711,,,,70.04338073730469,,,1765205962.374707,
,,,,,,,,2221.644464777,,,,,74547200.0,44.6474609375,,,,70.52265930175781,,,1765205962.3753207,
,,,,,,,,2221.645030917,,,,,75366400.0,44.29825973510742,,,,70.39437103271484,,,1765205962.3758986,
,,,,,,,,2221.645588279,,,,,76185600.0,45.18734359741211,,,,71.76526641845703,,,1765205962.3764591,
,,,,,,,,2221.646144981,,,,,77004800.0,45.10078430175781,,,,71.45448303222656,,,1765205962.3770182,
,,,,,,,,2221.646746665,,,,,77824000.0,46.04530334472656,,,,72.34127044677734,,,1765205962.377603,
187.29757690429688,3.172186851501465,0.6605461239814758,255.67782592773438,2.209904670715332,50.365386962890625,10.318059921264648,36.4011116027832,2221.650209254,0.27528876066207886,38.69024658203125,1.3493131399154663,0.44121623039245605,78643200.0,46.015708923339844,4.485610485076904,,0.5727310180664062,72.60183715820312,35.11152648925781,0.8135562539100647,1765205962.3804429,18.380157470703125
,,,,,,,,2221.650766442,,,,,79462400.0,46.13967514038086,,,,72.15740203857422,,,1765205962.3816478,
,,,,,,,,2221.65131052,,,,,80281600.0,46.683448791503906,,,,74.137939453125,,,1765205962.3821983,
,,,,,,,,2221.651850391,,,,,81100800.0,46.870018005371094,,,,74.1042251586914,,,1765205962.382758,
,,,,,,,,2221.652527542,,,,,81920000.0,48.01154327392578,,,,74.79463195800781,,,1765205962.3832889,
,,,,,,,,2221.65330753,,,,,82739200.0,48.27482604980469,,,,75.33168029785156,,,1765205962.3838906,
,,,,,,,,2221.654047916,,,,,83558400.0,48.64777374267578,,,,75.75118255615234,,,1765205962.3847077,
,,,,,,,,2221.654680116,,,,,84377600.0,49.037017822265625,,,,76.72445678710938,,,1765205962.3854501,
,,,,,,,,2221.655232865,,,,,85196800.0,49.0806999206543,,,,77.95569610595703,,,1765205962.3861172,
,,,,,,,,2221.655778599,,,,,86016000.0,49.71022033691406,,,,77.81623077392578,,,1765205962.3866742,
,,,,,,,,2221.656323667,,,,,86835200.0,50.719200134277344,,,,78.37794494628906,,,1765205962.3872087,
,,,,,,,,2221.656905224,,,,,87654400.0,49.66062927246094,,,,78.25,,,1765205962.3877633,
,,,,,,,,2221.65744017,,,,,88473600.0,50.65443420410156,,,,79.28782653808594,,,1765205962.388319,
,,,,,,,,2221.658015815,,,,,89292800.0,51.146270751953125,,,,80.23760986328125,,,1765205962.388882,
,,,,,,,,2221.658519587,,,,,90112000.0,51.794185638427734,,,,80.53462219238281,,,1765205962.3894339,
,,,,,,,,2221.659074208,,,,,90931200.0,51.00679016113281,,,,80.42088317871094,,,1765205962.3899763,
183.36032104492188,3.0901851654052734,0.6379198431968689,248.685546875,2.172232151031494,52.701148986816406,10.272167205810547,38.2872428894043,2221.662310031,0.28403615951538086,36.43993377685547,1.2735595703125,0.43285876512527466,91750400.0,53.058956146240234,4.2179484367370605,,0.5659886598587036,82.3957748413086,34.50742721557617,0.7796890735626221,1765205962.3926866,19.504825592041016
,,,,,,,,2221.662861533,,,,,92569600.0,52.46393585205078,,,,82.36006164550781,,,1765205962.3937287,
,,,,,,,,2221.663393854,,,,,93388800.0,53.4549560546875,,,,83.03738403320312,,,1765205962.3943067,
,,,,,,,,2221.663962637,,,,,94208000.0,54.02064895629883,,,,83.7770767211914,,,1765205962.394849,
,,,,,,,,2221.664521269,,,,,95027200.0,53.984771728515625,,,,83.97608184814453,,,1765205962.39542,
,,,,,,,,2221.665055431,,,,,95846400.0,54.721622467041016,,,,85.54593658447266,,,1765205962.3959715,
,,,,,,,,2221.665583601,,,,,96665600.0,55.484413146972656,,,,86.10396575927734,,,1765205962.3965127,
,,,,,,,,2221.666137941,,,,,97484800.0,56.36317825317383,,,,87.1058120727539,,,1765205962.397043,
,,,,,,,,2221.666671538,,,,,98304000.0,55.48823547363281,,,,86.30076599121094,,,1765205962.3975887,
,,,,,,,,2221.667224553,,,,,99123200.0,57.19261932373047,,,,88.54808807373047,,,1765205962.3981218,
,,,,,,,,2221.667784757,,,,,99942400.0,57.393306732177734,,,,88.66475677490234,,,1765205962.3986862,
,,,,,,,,2221.668346212,,,,,100761600.0,57.58460998535156,,,,88.74828338623047,,,1765205962.3992343,
,,,,,,,,2221.669059718,,,,,101580800.0,58.62275695800781,,,,90.68570709228516,,,1765205962.399789,
,,,,,,,,2221.669624693,,,,,102400000.0,58.150638580322266,,,,90.58843994140625,,,1765205962.400501,
,,,,,,,,2221.670149887,,,,,103219200.0,59.86923599243164,,,,92.2821273803711,,,1765205962.4010558,
,,,,,,,,2221.670728256,,,,,104038400.0,59.63772201538086,,,,92.0617446899414,,,1765205962.4016023,
182.0125274658203,3.083037853240967,0.5899249911308289,246.79489135742188,2.167530059814453,52.20833206176758,10.379429817199707,40.7411994934082,2221.673724712,0.27019599080085754,31.3280029296875,1.1233488321304321,0.4400148391723633,104857600.0,60.32724380493164,4.337583541870117,,0.4963188171386719,93.51663208007812,34.747169494628906,0.7569130063056946,1765205962.4042046,17.65143585205078
,,,,,,,,2221.674603765,,,,,105676800.0,61.65678787231445,,,,95.87055206298828,,,1765205962.4051785,
,,,,,,,,2221.675203738,,,,,106496000.0,61.66096115112305,,,,95.42083740234375,,,1765205962.4059706,
,,,,,,,,2221.675850495,,,,,107315200.0,62.08727264404297,,,,96.10760498046875,,,1765205962.4066153,
,,,,,,,,2221.676428129,,,,,108134400.0,63.93684768676758,,,,97.91026306152344,,,1765205962.4072368,
,,,,,,,,2221.67695166,,,,,108953600.0,62.84563446044922,,,,96.62745666503906,,,1765205962.407866,
,,,,,,,,2221.677548556,,,,,109772800.0,64.32164764404297,,,,98.9004898071289,,,1765205962.4084072,
,,,,,,,,2221.67810739,,,,,110592000.0,64.0604476928711,,,,98.86703491210938,,,1765205962.4089763,
,,,,,,,,2221.678749087,,,,,111411200.0,64.80684661865234,,,,99.04194641113281,,,1765205962.409538,
,,,,,,,,2221.679327379,,,,,112230400.0,66.10311126708984,,,,100.64263916015625,,,1765205962.4101408,
,,,,,,,,2221.679849641,,,,,113049600.0,66.369384765625,,,,100.8775634765625,,,1765205962.4107673,
,,,,,,,,2221.680378597,,,,,113868800.0,67.6214828491211,,,,103.17157745361328,,,1765205962.4113038,
,,,,,,,,2221.680968446,,,,,114688000.0,69.17002868652344,,,,103.48310852050781,,,1765205962.411833,
,,,,,,,,2221.681537989,,,,,115507200.0,67.29186248779297,,,,102.1516342163086,,,1765205962.4124093,
,,,,,,,,2221.682057898,,,,,116326400.0,68.2100601196289,,,,103.71997833251953,,,1765205962.412992,
,,,,,,,,2221.68257905,,,,,117145600.0,69.52517700195312,,,,104.29852294921875,,,1765205962.4135134,
177.89585876464844,2.9978983402252197,0.5363401174545288,242.14312744140625,2.0961358547210693,49.52777862548828,9.935582160949707,38.87563705444336,2221.685618729,0.24590155482292175,29.000505447387695,1.0216670036315918,0.4088112413883209,117964800.0,68.53251647949219,4.288443088531494,,0.4398668706417084,102.9098129272461,32.15269470214844,0.7179279923439026,1765205962.4160964,16.193096160888672
,,,,,,,,2221.686176986,,,,,118784000.0,71.2823486328125,,,,105.6248550415039,,,1765205962.4170527,
,,,,,,,,2221.686696854,,,,,119603200.0,71.72078704833984,,,,106.44446563720703,,,1765205962.4176235,
,,,,,,,,2221.687218524,,,,,120422400.0,71.87841033935547,,,,104.45560455322266,,,1765205962.4181492,
,,,,,,,,2221.687910225,,,,,121241600.0,72.46415710449219,,,,105.71322631835938,,,1765205962.4186823,
,,,,,,,,2221.688931865,,,,,122060800.0,72.91654968261719,,,,106.02713775634766,,,1765205962.4192228,
,,,,,,,,2221.689990533,,,,,122880000.0,74.1705093383789,,,,108.04119873046875,,,1765205962.420255,
,,,,,,,,2221.690918566,,,,,123699200.0,74.48340606689453,,,,107.15667724609375,,,1765205962.4213288,
,,,,,,,,2221.691492455,,,,,124518400.0,75.72418212890625,,,,107.6268310546875,,,1765205962.4222715,
,,,,,,,,2221.692022202,,,,,125337600.0,75.05238342285156,,,,107.69710540771484,,,1765205962.4229531,
,,,,,,,,2221.692526904,,,,,126156800.0,76.8852767944336,,,,108.5999984741211,,,1765205962.423479,
,,,,,,,,2221.693105562,,,,,126976000.0,78.2000732421875,,,,108.90438079833984,,,1765205962.4239872,
,,,,,,,,2221.693636289,,,,,127795200.0,77.76307678222656,,,,108.21578216552734,,,1765205962.4245446,
,,,,,,,,2221.694197919,,,,,128614400.0,78.80315399169922,,,,110.00833129882812,,,1765205962.425083,
,,,,,,,,2221.694725598,,,,,129433600.0,79.79890441894531,,,,110.07596588134766,,,1765205962.42564,
,,,,,,,,2221.695246547,,,,,130252800.0,79.7492904663086,,,,108.8912353515625,,,1765205962.4261696,
187.7911834716797,3.115971803665161,0.4458310902118683,250.08457946777344,2.214871883392334,46.31884002685547,10.103405952453613,41.29338455200195,2221.698699275,0.20561732351779938,22.522172927856445,0.8512012958526611,0.4030008316040039,131072000.0,78.92350006103516,4.5769171714782715,,0.3761439919471741,108.14779663085938,31.458616256713867,0.7083461284637451,1765205962.4289145,12.706867218017578
,,,,,,,,2221.699282515,,,,,131891200.0,82.11811828613281,,,,109.48526763916016,,,1765205962.4301345,
,,,,,,,,2221.699840067,,,,,132710400.0,81.87571716308594,,,,108.41624450683594,,,1765205962.430719,
,,,,,,,,2221.700382538,,,,,133529600.0,84.0512924194336,,,,109.60115051269531,,,1765205962.4312844,
,,,,,,,,2221.700901688,,,,,134348800.0,83.0814437866211,,,,108.11405944824219,,,1765205962.4318392,
,,,,,,,,2221.701423213,,,,,135168000.0,84.33543395996094,,,,109.67948150634766,,,1765205962.4323568,
,,,,,,,,2221.701945043,,,,,135987200.0,84.36568450927734,,,,109.50569152832031,,,1765205962.4328792,
,,,,,,,,2221.702463843,,,,,136806400.0,85.74150085449219,,,,110.26323699951172,,,1765205962.4333968,
,,,,,,,,2221.703095676,,,,,137625600.0,85.63748168945312,,,,108.88127899169922,,,1765205962.433921,
,,,,,,,,2221.703669295,,,,,138444800.0,87.3111801147461,,,,111.09786987304688,,,1765205962.4345446,
,,,,,,,,2221.704155869,,,,,139264000.0,86.27767944335938,,,,109.4744644165039,,,1765205962.4350677,
,,,,,,,,2221.704674941,,,,,140083200.0,88.56343078613281,,,,110.74229431152344,,,1765205962.4356134,
,,,,,,,,2221.705208133,,,,,140902400.0,89.26375579833984,,,,110.64557647705078,,,1765205962.4361262,
,,,,,,,,2221.70572241,,,,,141721600.0,88.16570281982422,,,,109.38984680175781,,,1765205962.436666,
,,,,,,,,2221.706264691,,,,,142540800.0,89.28629302978516,,,,109.94823455810547,,,1765205962.4371765,
,,,,,,,,2221.706799307,,,,,143360000.0,90.2645034790039,,,,110.32205963134766,,,1765205962.4377236,
180.35745239257812,3.0961050987243652,0.41785240173339844,247.0821075439453,2.1561217308044434,41.04411697387695,10.166053771972656,43.32284927368164,2221.710214493,0.20012429356575012,21.724830627441406,0.8405102491378784,0.3991750180721283,144179200.0,88.62468719482422,4.360955238342285,,0.37497642636299133,108.3554916381836,31.04044532775879,0.6977564096450806,1765205962.4404545,12.373335838317871
,,,,,,,,2221.710766711,,,,,144998400.0,91.7045669555664,,,,109.5313720703125,,,1765205962.4416618,
,,,,,,,,2221.711289896,,,,,145817600.0,92.55314636230469,,,,109.50601196289062,,,1765205962.4422133,
,,,,,,,,2221.711832644,,,,,146636800.0,92.85720825195312,,,,110.15457916259766,,,1765205962.4427445,
,,,,,,,,2221.712338669,,,,,147456000.0,95.27404022216797,,,,111.13876342773438,,,1765205962.4432795,
,,,,,,,,2221.712884448,,,,,148275200.0,93.71922302246094,,,,109.68498229980469,,,1765205962.443795,
,,,,,,,,2221.713391605,,,,,149094400.0,96.64157104492188,,,,110.87065124511719,,,1765205962.444329,
,,,,,,,,2221.713920422,,,,,149913600.0,96.10549926757812,,,,110.70439910888672,,,1765205962.4448519,
,,,,,,,,2221.714422859,,,,,150732800.0,98.10985565185547,,,,111.39340209960938,,,1765205962.4453819,
,,,,,,,,2221.714934936,,,,,151552000.0,96.9901351928711,,,,110.61173248291016,,,1765205962.4458854,
,,,,,,,,2221.715457008,,,,,152371200.0,97.93476104736328,,,,110.76792907714844,,,1765205962.4463933,
,,,,,,,,2221.715973161,,,,,153190400.0,98.93843078613281,,,,111.3047866821289,,,1765205962.4469202,
,,,,,,,,2221.716507543,,,,,154009600.0,99.57593536376953,,,,111.37298583984375,,,1765205962.4474323,
,,,,,,,,2221.717050224,,,,,154828800.0,102.57463836669922,,,,112.68960571289062,,,1765205962.4479697,
,,,,,,,,2221.717589263,,,,,155648000.0,98.77540588378906,,,,110.01824951171875,,,1765205962.4484918,
,,,,,,,,2221.718165386,,,,,156467200.0,100.22931671142578,,,,110.20653533935547,,,1765205962.4490392,
176.8221435546875,3.052793264389038,0.3898325264453888,244.84584045410156,2.115065813064575,44.68965530395508,10.101932525634766,45.852970123291016,2221.721411876,0.17436480522155762,18.7200870513916,0.7036365866661072,0.37844350934028625,157286400.0,98.99378967285156,4.294346332550049,,0.3085412383079529,108.6865463256836,28.6817684173584,0.6444780826568604,1765205962.4518292,9.802146911621094
,,,,,,,,2221.721953475,,,,,158105600.0,102.48995971679688,,,,111.9989013671875,,,1765205962.452865,
,,,,,,,,2221.7224657,,,,,158924800.0,103.18869018554688,,,,111.90495300292969,,,1765205962.4534082,
,,,,,,,,2221.722998793,,,,,159744000.0,105.58881378173828,,,,112.95142364501953,,,1765205962.4539268,
,,,,,,,,2221.723503806,,,,,160563200.0,102.86771392822266,,,,111.04924011230469,,,1765205962.454452,
,,,,,,,,2221.724034233,,,,,161382400.0,105.55055236816406,,,,112.62242889404297,,,1765205962.454964,
,,,,,,,,2221.724546494,,,,,162201600.0,103.25273132324219,,,,110.30850219726562,,,1765205962.4554942,
,,,,,,,,2221.725061532,,,,,163020800.0,106.79386901855469,,,,111.54076385498047,,,1765205962.4560006,
,,,,,,,,2221.725564723,,,,,163840000.0,105.84583282470703,,,,110.74374389648438,,,1765205962.4565232,
,,,,,,,,2221.726151465,,,,,164659200.0,107.66126251220703,,,,111.75536346435547,,,1765205962.457021,
,,,,,,,,2221.726821589,,,,,165478400.0,107.49076843261719,,,,111.3317642211914,,,1765205962.457567,
,,,,,,,,2221.727391537,,,,,166297600.0,109.29454803466797,,,,111.96854400634766,,,1765205962.458192,
,,,,,,,,2221.727945154,,,,,167116800.0,109.72027587890625,,,,111.39801788330078,,,1765205962.4588044,
,,,,,,,,2221.728489841,,,,,167936000.0,110.02010345458984,,,,110.73776245117188,,,1765205962.4593973,
,,,,,,,,2221.729035006,,,,,168755200.0,112.41010284423828,,,,112.85862731933594,,,1765205962.4599338,
,,,,,,,,2221.729605842,,,,,169574400.0,109.54103088378906,,,,109.39320373535156,,,1765205962.4604843,
