Validation Measures/discrete_frechet_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Mean Episode Return,Validation Measures/euclidean_distance/qvel,Validation Measures/dynamic_time_warping/site_rpos,_timestamp,Validation Measures/discrete_frechet_distance/qpos,_step,Validation Measures/discrete_frechet_distance/site_rrotvec,Agent Video,Validation Measures/euclidean_distance/qpos,Validation Measures/dynamic_time_warping/qvel,Validation Measures/euclidean_distance/site_rvel,Mean Episode Length,Validation Info/Mean Episode Length,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rvel,Validation Info/Mean Episode Return,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rpos,Validation Measures/dynamic_time_warping/qpos,_runtime,Validation Measures/euclidean_distance/site_rpos
,,25.24909782409668,,,1765201370.4630334,,31129600.0,,,,,,53.357357025146484,,,,,,,,2228.82988662,
,,25.62903594970703,,,1765201370.463588,,31948800.0,,,,,,53.93983459472656,,,,,,,,2228.830445607,
,,26.105670928955078,,,1765201370.4641476,,32768000.0,,,,,,54.242454528808594,,,,,,,,2228.830972044,
,,26.657859802246094,,,1765201370.4646757,,33587200.0,,,,,,54.65796661376953,,,,,,,,2228.831527022,
,,27.08906364440918,,,1765201370.4652293,,34406400.0,,,,,,54.959190368652344,,,,,,,,2228.832048553,
,,27.27770233154297,,,1765201370.4657524,,35225600.0,,,,,,55.48680114746094,,,,,,,,2228.832549478,
,,27.58345603942871,,,1765201370.4662576,,36044800.0,,,,,,55.77870559692383,,,,,,,,2228.833099396,
,,28.170541763305664,,,1765201370.4667954,,36864000.0,,,,,,56.350616455078125,,,,,,,,2228.833807326,
,,28.452836990356445,,,1765201370.4675128,,37683200.0,,,,,,56.80155563354492,,,,,,,,2228.834367644,
,,28.598669052124023,,,1765201370.4680731,,38502400.0,,,,,,57.04621887207031,,,,,,,,2228.834915693,
11.271417617797852,0.9677209258079529,28.967031478881836,3.506378412246704,21.69894027709961,1765201370.4708803,0.8953292369842529,39321600.0,2.0688540935516357,,0.45315659046173096,286.28369140625,2.3228375911712646,56.894012451171875,46.74242401123047,198.05023193359375,4.85629415512085,23.631797790527344,61.37844467163086,0.7271693348884583,35.95490646362305,2228.838457509,0.32930395007133484
,,29.12173080444336,,,1765201370.4721546,,40140800.0,,,,,,57.67288589477539,,,,,,,,2228.839019365,
,,29.60243034362793,,,1765201370.472721,,40960000.0,,,,,,57.54478454589844,,,,,,,,2228.83955624,
,,30.130659103393555,,,1765201370.4732614,,41779200.0,,,,,,57.873844146728516,,,,,,,,2228.840098204,
,,30.476612091064453,,,1765201370.473799,,42598400.0,,,,,,58.30614471435547,,,,,,,,2228.840605938,
,,30.702613830566406,,,1765201370.4743147,,43417600.0,,,,,,58.71187210083008,,,,,,,,2228.841154439,
,,30.812698364257812,,,1765201370.474855,,44236800.0,,,,,,58.555747985839844,,,,,,,,2228.84185215,
,,31.43293571472168,,,1765201370.4754255,,45056000.0,,,,,,59.261390686035156,,,,,,,,2228.842399847,
,,32.083858489990234,,,1765201370.4760919,,45875200.0,,,,,,59.81857681274414,,,,,,,,2228.842933195,
,,32.42879867553711,,,1765201370.4766366,,46694400.0,,,,,,60.00360107421875,,,,,,,,2228.843505089,
,,32.65658187866211,,,1765201370.4771748,,47513600.0,,,,,,59.788856506347656,,,,,,,,2228.844171334,
,,33.035179138183594,,,1765201370.4778728,,48332800.0,,,,,,60.22056198120117,,,,,,,,2228.844741132,
,,32.87571716308594,,,1765201370.478444,,49152000.0,,,,,,60.14753723144531,,,,,,,,2228.845290041,
,,33.71331024169922,,,1765201370.4789968,,49971200.0,,,,,,60.95436477661133,,,,,,,,2228.845856246,
,,33.96934509277344,,,1765201370.4795392,,50790400.0,,,,,,60.863765716552734,,,,,,,,2228.846395053,
,,34.42682647705078,,,1765201370.4801004,,51609600.0,,,,,,61.17961502075195,,,,,,,,2228.84691998,
10.96541690826416,0.8506696820259094,34.565452575683594,3.3739945888519287,19.18965721130371,1765201370.482705,0.8510669469833374,52428800.0,1.7311164140701294,,0.44705191254615784,275.4173583984375,2.263531446456909,61.34576416015625,51.33858108520508,190.71507263183594,4.641711711883545,28.105255126953125,50.50823211669922,0.6747203469276428,35.028846740722656,2228.850007432,0.30354079604148865
,,34.77116394042969,,,1765201370.4837058,,53248000.0,,,,,,61.73439025878906,,,,,,,,2228.850550202,
,,34.93543243408203,,,1765201370.4842484,,54067200.0,,,,,,61.75056838989258,,,,,,,,2228.851048376,
,,36.00645446777344,,,1765201370.4847777,,54886400.0,,,,,,62.921356201171875,,,,,,,,2228.851549874,
,,36.1336669921875,,,1765201370.4852712,,55705600.0,,,,,,62.52736282348633,,,,,,,,2228.852270955,
,,36.626075744628906,,,1765201370.4859164,,56524800.0,,,,,,62.93229293823242,,,,,,,,2228.85287063,
,,36.99055099487305,,,1765201370.4865232,,57344000.0,,,,,,63.37440490722656,,,,,,,,2228.853943128,
,,37.07402038574219,,,1765201370.4875376,,58163200.0,,,,,,63.38774871826172,,,,,,,,2228.854973439,
,,36.85458755493164,,,1765201370.4885743,,58982400.0,,,,,,63.34452819824219,,,,,,,,2228.855948582,
,,37.73332595825195,,,1765201370.4895728,,59801600.0,,,,,,63.868526458740234,,,,,,,,2228.856970494,
,,38.11773681640625,,,1765201370.490547,,60620800.0,,,,,,64.81434631347656,,,,,,,,2228.857945208,
,,38.497215270996094,,,1765201370.4915562,,61440000.0,,,,,,64.69157409667969,,,,,,,,2228.859139185,
,,39.02118682861328,,,1765201370.4927077,,62259200.0,,,,,,65.57673645019531,,,,,,,,2228.8600496,
,,38.990745544433594,,,1765201370.4936683,,63078400.0,,,,,,65.67914581298828,,,,,,,,2228.860962969,
,,39.64327621459961,,,1765201370.4945714,,63897600.0,,,,,,65.63362121582031,,,,,,,,2228.861884348,
,,39.359405517578125,,,1765201370.495489,,64716800.0,,,,,,65.15147399902344,,,,,,,,2228.862855126,
10.65463638305664,0.7489651441574097,39.899105072021484,3.225015640258789,18.78512191772461,1765201370.5006282,0.8227590322494507,65536000.0,1.5818066596984863,,0.43751874566078186,262.6723937988281,2.2583634853363037,66.05695343017578,52.74074172973633,192.22161865234375,4.566342830657959,32.31125259399414,45.315555572509766,0.6304490566253662,34.3476676940918,2228.868598941,0.2844974100589752
,,40.04023361206055,,,1765201370.5022874,,66355200.0,,,,,,65.92566680908203,,,,,,,,2228.869180178,
,,40.685546875,,,1765201370.5028577,,67174400.0,,,,,,66.98406982421875,,,,,,,,2228.869720091,
,,41.26523971557617,,,1765201370.5034149,,67993600.0,,,,,,67.40341186523438,,,,,,,,2228.870259629,
,,42.209529876708984,,,1765201370.503966,,68812800.0,,,,,,67.9590072631836,,,,,,,,2228.870785981,
,,41.75446701049805,,,1765201370.5045006,,69632000.0,,,,,,67.81623840332031,,,,,,,,2228.871360542,
,,41.88151550292969,,,1765201370.5050561,,70451200.0,,,,,,67.82684326171875,,,,,,,,2228.871902799,
,,43.0706672668457,,,1765201370.5056088,,71270400.0,,,,,,68.83372497558594,,,,,,,,2228.872479655,
,,42.94610595703125,,,1765201370.5061731,,72089600.0,,,,,,68.63070678710938,,,,,,,,2228.873041595,
,,43.84593200683594,,,1765201370.5067463,,72908800.0,,,,,,69.72781372070312,,,,,,,,2228.873635355,
,,43.432552337646484,,,1765201370.5073419,,73728000.0,,,,,,70.0788345336914,,,,,,,,2228.874185854,
,,43.660823822021484,,,1765201370.5078907,,74547200.0,,,,,,70.0500717163086,,,,,,,,2228.874955886,
,,44.853946685791016,,,1765201370.5086,,75366400.0,,,,,,70.95818328857422,,,,,,,,2228.875727813,
,,44.983951568603516,,,1765201370.509317,,76185600.0,,,,,,71.07659912109375,,,,,,,,2228.876604017,
,,45.07054901123047,,,1765201370.510151,,77004800.0,,,,,,71.34109497070312,,,,,,,,2228.877253985,
,,45.57911682128906,,,1765201370.510933,,77824000.0,,,,,,71.98587036132812,,,,,,,,2228.878010788,
10.61703872680664,0.672683596611023,45.74397659301758,3.222580671310425,17.66816520690918,1765201370.5146453,0.8023557662963867,78643200.0,1.4054031372070312,,0.43764641880989075,261.6830749511719,2.2272884845733643,71.7938003540039,51.615386962890625,188.9930419921875,4.545637607574463,36.26712417602539,40.7711296081543,0.5705375671386719,34.56001281738281,2228.882253953,0.2685844600200653
,,46.244384765625,,,1765201370.5159597,,79462400.0,,,,,,73.01359558105469,,,,,,,,2228.882976016,
,,47.193607330322266,,,1765201370.5166728,,80281600.0,,,,,,72.94703674316406,,,,,,,,2228.883741789,
,,47.260616302490234,,,1765201370.517434,,81100800.0,,,,,,73.36305236816406,,,,,,,,2228.884399272,
,,47.298370361328125,,,1765201370.518105,,81920000.0,,,,,,74.11058044433594,,,,,,,,2228.885131094,
,,48.10087585449219,,,1765201370.5187976,,82739200.0,,,,,,74.38095092773438,,,,,,,,2228.885918559,
,,48.59883117675781,,,1765201370.5195177,,83558400.0,,,,,,75.1683578491211,,,,,,,,2228.887389149,
,,48.72111511230469,,,1765201370.5208583,,84377600.0,,,,,,75.28926849365234,,,,,,,,2228.888032295,
,,49.11253356933594,,,1765201370.5217211,,85196800.0,,,,,,76.41873168945312,,,,,,,,2228.888562082,
,,50.3975715637207,,,1765201370.5222714,,86016000.0,,,,,,77.10066986083984,,,,,,,,2228.889070117,
,,49.452239990234375,,,1765201370.522788,,86835200.0,,,,,,77.44832611083984,,,,,,,,2228.889619564,
,,49.3969612121582,,,1765201370.523294,,87654400.0,,,,,,77.24507904052734,,,,,,,,2228.890098875,
,,50.70320129394531,,,1765201370.523822,,88473600.0,,,,,,78.66759490966797,,,,,,,,2228.890584471,
,,50.852901458740234,,,1765201370.524314,,89292800.0,,,,,,78.44767761230469,,,,,,,,2228.891088881,
,,51.81451416015625,,,1765201370.524823,,90112000.0,,,,,,79.91753387451172,,,,,,,,2228.89158609,
,,51.43086624145508,,,1765201370.5253077,,90931200.0,,,,,,79.16412353515625,,,,,,,,2228.892087067,
10.462937355041504,0.6367343664169312,52.56034851074219,3.1574020385742188,18.11722183227539,1765201370.5277827,0.7615595459938049,91750400.0,1.2840945720672607,,0.41851121187210083,255.71292114257812,2.1910743713378906,80.64202117919922,49.845237731933594,185.91461181640625,4.373856544494629,37.3599739074707,36.77864074707031,0.5404070019721985,33.016876220703125,2228.895084812,0.2671346366405487
,,52.8890495300293,,,1765201370.5287275,,92569600.0,,,,,,81.30876922607422,,,,,,,,2228.895630505,
,,53.50650405883789,,,1765201370.5293348,,93388800.0,,,,,,81.91473388671875,,,,,,,,2228.89628504,
,,54.90556716918945,,,1765201370.5299659,,94208000.0,,,,,,83.36041259765625,,,,,,,,2228.896854963,
,,54.48141860961914,,,1765201370.5305638,,95027200.0,,,,,,83.45439147949219,,,,,,,,2228.897349389,
,,54.91875076293945,,,1765201370.5310726,,95846400.0,,,,,,83.98515319824219,,,,,,,,2228.897856136,
,,56.47748947143555,,,1765201370.5315802,,96665600.0,,,,,,85.24227905273438,,,,,,,,2228.89842602,
,,56.26905822753906,,,1765201370.5320735,,97484800.0,,,,,,85.45333862304688,,,,,,,,2228.898941242,
,,56.71396255493164,,,1765201370.532671,,98304000.0,,,,,,85.86053466796875,,,,,,,,2228.899429083,
,,56.7823371887207,,,1765201370.5331593,,99123200.0,,,,,,86.36888122558594,,,,,,,,2228.899931251,
,,59.162574768066406,,,1765201370.533666,,99942400.0,,,,,,88.25333404541016,,,,,,,,2228.900414683,
,,58.55131912231445,,,1765201370.5341465,,100761600.0,,,,,,88.27885437011719,,,,,,,,2228.900915982,
,,58.66384506225586,,,1765201370.5346344,,101580800.0,,,,,,88.79930114746094,,,,,,,,2228.901373921,
,,60.01980209350586,,,1765201370.535109,,102400000.0,,,,,,90.343994140625,,,,,,,,2228.902057202,
,,60.91317367553711,,,1765201370.5357583,,103219200.0,,,,,,91.25904083251953,,,,,,,,2228.902578837,
,,61.259063720703125,,,1765201370.536309,,104038400.0,,,,,,91.51799011230469,,,,,,,,2228.903072285,
10.57951545715332,0.6215553283691406,62.15752029418945,3.1666789054870605,15.850607872009277,1765201370.538697,0.7247784733772278,104857600.0,1.212738275527954,,0.4107518196105957,254.01089477539062,2.196770191192627,92.72677612304688,52.813331604003906,184.7779998779297,4.467235565185547,41.70023727416992,34.65686798095703,0.4692324995994568,31.393213272094727,2228.906119865,0.24836993217468262
,,61.836326599121094,,,1765201370.5398293,,105676800.0,,,,,,92.82586669921875,,,,,,,,2228.906734248,
,,63.533878326416016,,,1765201370.5404193,,106496000.0,,,,,,95.31066131591797,,,,,,,,2228.907299302,
,,62.78092956542969,,,1765201370.5410101,,107315200.0,,,,,,94.03718566894531,,,,,,,,2228.907855847,
,,65.15335083007812,,,1765201370.541514,,108134400.0,,,,,,95.93093872070312,,,,,,,,2228.908274723,
,,65.04866027832031,,,1765201370.5420134,,108953600.0,,,,,,95.89892578125,,,,,,,,2228.908781473,
,,66.5066909790039,,,1765201370.5425172,,109772800.0,,,,,,97.3780517578125,,,,,,,,2228.909365616,
,,66.9061050415039,,,1765201370.5430417,,110592000.0,,,,,,97.7515640258789,,,,,,,,2228.909886873,
,,68.13890075683594,,,1765201370.5436041,,111411200.0,,,,,,98.6651840209961,,,,,,,,2228.910439385,
,,68.2031478881836,,,1765201370.5441225,,112230400.0,,,,,,98.84859466552734,,,,,,,,2228.910958673,
,,70.6090087890625,,,1765201370.5446343,,113049600.0,,,,,,101.83147430419922,,,,,,,,2228.911410701,
,,70.5282974243164,,,1765201370.545135,,113868800.0,,,,,,101.12012481689453,,,,,,,,2228.911926044,
,,70.30750274658203,,,1765201370.5456483,,114688000.0,,,,,,101.12789154052734,,,,,,,,2228.912441947,
,,69.98067474365234,,,1765201370.5461564,,115507200.0,,,,,,100.68707275390625,,,,,,,,2228.912973717,
,,72.65225982666016,,,1765201370.5466905,,116326400.0,,,,,,102.78730010986328,,,,,,,,2228.913577466,
,,73.66087341308594,,,1765201370.547271,,117145600.0,,,,,,103.90744018554688,,,,,,,,2228.914147736,
10.158904075622559,0.49933570623397827,73.2791519165039,3.035454750061035,13.115453720092773,1765201370.5499866,0.6637634038925171,117964800.0,0.985713005065918,,0.3762190341949463,246.62355041503906,2.0764858722686768,102.58704376220703,49.45205307006836,177.43194580078125,4.323050498962402,40.73582458496094,28.057973861694336,0.38592612743377686,28.830686569213867,2228.917619632,0.20977234840393066
,,75.32392120361328,,,1765201370.5513058,,118784000.0,,,,,,104.36239624023438,,,,,,,,2228.91818456,
,,75.58489227294922,,,1765201370.5518749,,119603200.0,,,,,,104.27967834472656,,,,,,,,2228.918771397,
,,77.0909423828125,,,1765201370.5524628,,120422400.0,,,,,,106.12511444091797,,,,,,,,2228.919363487,
,,76.86425018310547,,,1765201370.5530272,,121241600.0,,,,,,105.94190216064453,,,,,,,,2228.919953822,
,,77.7670669555664,,,1765201370.553625,,122060800.0,,,,,,106.33531951904297,,,,,,,,2228.920495722,
,,81.0395736694336,,,1765201370.554207,,122880000.0,,,,,,108.78804779052734,,,,,,,,2228.921021011,
,,80.13108825683594,,,1765201370.5547333,,123699200.0,,,,,,107.74170684814453,,,,,,,,2228.921527076,
,,81.67794036865234,,,1765201370.5552435,,124518400.0,,,,,,107.7000961303711,,,,,,,,2228.922067948,
,,81.27790069580078,,,1765201370.5557814,,125337600.0,,,,,,107.40987396240234,,,,,,,,2228.922597463,
,,82.93180847167969,,,1765201370.5563042,,126156800.0,,,,,,107.72283935546875,,,,,,,,2228.92310085,
,,85.28755950927734,,,1765201370.556818,,126976000.0,,,,,,109.71947479248047,,,,,,,,2228.923801961,
,,85.98320770263672,,,1765201370.5575206,,127795200.0,,,,,,108.3380355834961,,,,,,,,2228.924314521,
,,85.07627868652344,,,1765201370.5580359,,128614400.0,,,,,,107.9124755859375,,,,,,,,2228.924817197,
,,85.6943588256836,,,1765201370.558543,,129433600.0,,,,,,107.6046371459961,,,,,,,,2228.925355099,
,,88.09068298339844,,,1765201370.5590475,,130252800.0,,,,,,109.4852294921875,,,,,,,,2228.925890673,
10.285250663757324,0.4434219300746918,89.74320983886719,3.145780563354492,10.34722900390625,1765201370.5617058,0.6589810848236084,131072000.0,0.8474958539009094,,0.37819328904151917,254.02569580078125,2.18251895904541,110.38907623291016,46.333335876464844,184.14035034179688,4.51222038269043,41.1725959777832,23.319581985473633,0.33089113235473633,28.688575744628906,2228.928987326,0.18061283230781555
,,88.36994934082031,,,1765201370.5627108,,131891200.0,,,,,,108.11942291259766,,,,,,,,2228.929514964,
,,90.15476989746094,,,1765201370.5632303,,132710400.0,,,,,,109.27267456054688,,,,,,,,2228.930013845,
,,93.7105941772461,,,1765201370.5637376,,133529600.0,,,,,,111.5980453491211,,,,,,,,2228.930552203,
,,92.36646270751953,,,1765201370.5642624,,134348800.0,,,,,,109.42889404296875,,,,,,,,2228.931123847,
,,92.84944915771484,,,1765201370.5648139,,135168000.0,,,,,,109.656494140625,,,,,,,,2228.931704766,
,,93.63924407958984,,,1765201370.5654266,,135987200.0,,,,,,109.56489562988281,,,,,,,,2228.932217257,
,,96.40945434570312,,,1765201370.5659523,,136806400.0,,,,,,110.9925765991211,,,,,,,,2228.93270041,
,,95.44877624511719,,,1765201370.5664313,,137625600.0,,,,,,110.00214385986328,,,,,,,,2228.933232489,
,,95.06130981445312,,,1765201370.5669184,,138444800.0,,,,,,107.91280364990234,,,,,,,,2228.933851534,
,,97.15775299072266,,,1765201370.567526,,139264000.0,,,,,,110.1559829711914,,,,,,,,2228.934324609,
,,97.15284729003906,,,1765201370.5680497,,140083200.0,,,,,,109.37438201904297,,,,,,,,2228.934796953,
,,99.33883666992188,,,1765201370.568536,,140902400.0,,,,,,110.70647430419922,,,,,,,,2228.935287327,
,,99.84843444824219,,,1765201370.5690262,,141721600.0,,,,,,110.37168884277344,,,,,,,,2228.93581258,
,,98.96245574951172,,,1765201370.569505,,142540800.0,,,,,,108.90430450439453,,,,,,,,2228.936907883,
,,101.30876922607422,,,1765201370.5704584,,143360000.0,,,,,,110.22962951660156,,,,,,,,2228.937896677,
10.455307006835938,0.3818516135215759,102.05860900878906,3.1001014709472656,9.387226104736328,1765201370.5744507,0.6446254849433899,144179200.0,0.7820420861244202,,0.3730284571647644,250.15089416503906,2.1150529384613037,109.8444595336914,41.67647171020508,177.03607177734375,4.3064069747924805,44.64897155761719,19.43665313720703,0.32471323013305664,27.993789672851562,2228.941752454,0.16777586936950684
,,102.70771026611328,,,1765201370.5754704,,144998400.0,,,,,,109.74969482421875,,,,,,,,2228.94228922,
,,105.42961120605469,,,1765201370.5759947,,145817600.0,,,,,,110.8989028930664,,,,,,,,2228.94279359,
,,104.91505432128906,,,1765201370.5765085,,146636800.0,,,,,,110.91722106933594,,,,,,,,2228.943283649,
,,105.93848419189453,,,1765201370.5770164,,147456000.0,,,,,,110.13027954101562,,,,,,,,2228.943813268,
,,106.8284912109375,,,1765201370.5775352,,148275200.0,,,,,,111.58773803710938,,,,,,,,2228.944300358,
,,108.72499084472656,,,1765201370.5780373,,149094400.0,,,,,,111.74662780761719,,,,,,,,2228.944778563,
,,107.7851333618164,,,1765201370.5785117,,149913600.0,,,,,,111.1603775024414,,,,,,,,2228.94528645,
,,109.0241470336914,,,1765201370.5790162,,150732800.0,,,,,,111.49085998535156,,,,,,,,2228.945853032,
,,109.03880310058594,,,1765201370.5795448,,151552000.0,,,,,,110.78910827636719,,,,,,,,2228.946359635,
,,110.00519561767578,,,1765201370.5800853,,152371200.0,,,,,,110.31222534179688,,,,,,,,2228.946924951,
,,111.21065521240234,,,1765201370.5806,,153190400.0,,,,,,110.9422607421875,,,,,,,,2228.94736047,
,,111.00776672363281,,,1765201370.5810888,,154009600.0,,,,,,110.95757293701172,,,,,,,,2228.9478371,
,,113.03076171875,,,1765201370.581574,,154828800.0,,,,,,111.14752960205078,,,,,,,,2228.948323824,
,,113.80890655517578,,,1765201370.5820534,,155648000.0,,,,,,111.98149871826172,,,,,,,,2228.948801685,
,,114.92613220214844,,,1765201370.5825381,,156467200.0,,,,,,112.12210083007812,,,,,,,,2228.949307592,
10.294635772705078,0.3494497239589691,114.1737060546875,3.007171869277954,8.262016296386719,1765201370.5849743,0.6060695648193359,157286400.0,0.6738677620887756,,0.34941565990448,243.93685913085938,2.0785367488861084,111.29769897460938,45.52542495727539,172.8287811279297,4.226219654083252,47.63974380493164,16.482093811035156,0.2920451760292053,25.816303253173828,2228.952239971,0.1557185798883438
,,113.8758544921875,,,1765201370.5859525,,158105600.0,,,,,,110.96527099609375,,,,,,,,2228.952826509,
,,115.50515747070312,,,1765201370.5865147,,158924800.0,,,,,,111.69921112060547,,,,,,,,2228.953476173,
,,117.88681030273438,,,1765201370.5871391,,159744000.0,,,,,,112.81490325927734,,,,,,,,2228.954017028,
,,117.28533935546875,,,1765201370.5877392,,160563200.0,,,,,,111.95280456542969,,,,,,,,2228.954531405,
,,117.89846801757812,,,1765201370.5882516,,161382400.0,,,,,,111.52737426757812,,,,,,,,2228.955013442,
,,118.76748657226562,,,1765201370.5887465,,162201600.0,,,,,,111.90202331542969,,,,,,,,2228.955514645,
,,117.4150161743164,,,1765201370.5892298,,163020800.0,,,,,,111.02042388916016,,,,,,,,2228.956035623,
,,119.82034301757812,,,1765201370.5897481,,163840000.0,,,,,,111.35133361816406,,,,,,,,2228.956585774,
,,119.9496078491211,,,1765201370.590295,,164659200.0,,,,,,112.63395690917969,,,,,,,,2228.95709574,
,,118.74176788330078,,,1765201370.5908089,,165478400.0,,,,,,110.56974029541016,,,,,,,,2228.95759238,
,,121.11743927001953,,,1765201370.5913124,,166297600.0,,,,,,111.28955841064453,,,,,,,,2228.958115565,
,,122.36083221435547,,,1765201370.5918314,,167116800.0,,,,,,112.13809204101562,,,,,,,,2228.95862602,
,,122.88806915283203,,,1765201370.5923445,,167936000.0,,,,,,112.29635620117188,,,,,,,,2228.959133845,
,,122.34622192382812,,,1765201370.5928652,,168755200.0,,,,,,111.1695556640625,,,,,,,,2228.959622342,
,,122.4983901977539,,,1765201370.5933547,,169574400.0,,,,,,111.30135345458984,,,,,,,,2228.960103378,
