Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/dynamic_time_warping/site_rpos,Validation Info/Mean Episode Length,Validation Info/Mean Episode Return,Validation Measures/euclidean_distance/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rvel,Validation Measures/discrete_frechet_distance/site_rrotvec,_timestamp,Mean Episode Length,Validation Measures/discrete_frechet_distance/site_rpos,_step,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/dynamic_time_warping/qvel,Validation Measures/euclidean_distance/site_rvel,_runtime,Agent Video,Mean Episode Return,Validation Measures/euclidean_distance/site_rpos,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/dynamic_time_warping/qpos
,,,,,,,,,,1765199048.4929783,41.56593322753906,,12288000.0,,,,2189.404537444,,16.150779724121094,,,
100.01200103759766,0.45915868878364563,1.4096262454986572,23.888856887817383,39.682796478271484,16.372177124023438,3.962486505508423,223.40875244140625,5.649123191833496,2.9946582317352295,1765199048.4958978,42.355918884277344,0.820677638053894,13107200.0,0.9497547745704651,326.9757080078125,2.5964255332946777,2189.408854598,,16.44552230834961,0.3582763671875,12.781453132629395,36.2752571105957
,,,,,,,,,,1765199048.4979599,43.569091796875,,13926400.0,,,,2189.409530244,,16.832738876342773,,,
,,,,,,,,,,1765199048.4985604,43.992183685302734,,14745600.0,,,,2189.41015684,,17.1029052734375,,,
,,,,,,,,,,1765199048.499224,44.62631607055664,,15564800.0,,,,2189.410750867,,17.49136734008789,,,
,,,,,,,,,,1765199048.4998245,44.929935455322266,,16384000.0,,,,2189.411351412,,17.664958953857422,,,
,,,,,,,,,,1765199048.5004256,45.503883361816406,,17203200.0,,,,2189.411973302,,18.140172958374023,,,
,,,,,,,,,,1765199048.5010533,46.23699951171875,,18022400.0,,,,2189.412548775,,18.548566818237305,,,
,,,,,,,,,,1765199048.5016398,46.63059616088867,,18841600.0,,,,2189.413148816,,18.87030792236328,,,
,,,,,,,,,,1765199048.5022447,47.1064338684082,,19660800.0,,,,2189.413747001,,19.15807342529297,,,
,,,,,,,,,,1765199048.5028396,47.32803726196289,,20480000.0,,,,2189.414345826,,19.540916442871094,,,
,,,,,,,,,,1765199048.5034332,47.99224853515625,,21299200.0,,,,2189.414921757,,20.125078201293945,,,
,,,,,,,,,,1765199048.5040123,48.46223068237305,,22118400.0,,,,2189.415523684,,20.46694564819336,,,
,,,,,,,,,,1765199048.5046175,48.78227996826172,,22937600.0,,,,2189.416142646,,20.899206161499023,,,
,,,,,,,,,,1765199048.505224,49.22307205200195,,23756800.0,,,,2189.416780477,,21.377056121826172,,,
,,,,,,,,,,1765199048.5058334,49.511924743652344,,24576000.0,,,,2189.41738871,,21.607421875,,,
,,,,,,,,,,1765199048.5064185,49.71027374267578,,25395200.0,,,,2189.417965345,,22.05280113220215,,,
72.65260314941406,0.44959500432014465,1.1195018291473389,22.390302658081055,43.615386962890625,19.970727920532227,3.6129393577575684,207.0106658935547,5.063748836517334,2.282944679260254,1765199048.5093467,50.443580627441406,0.7472018003463745,26214400.0,0.8994637131690979,295.8247375488281,2.393369436264038,2189.421327911,,22.61689567565918,0.3357778787612915,11.726705551147461,35.283050537109375
,,,,,,,,,,1765199048.5104036,50.89520263671875,,27033600.0,,,,2189.421932007,,22.949880599975586,,,
,,,,,,,,,,1765199048.5110123,51.305423736572266,,27852800.0,,,,2189.422512761,,23.591859817504883,,,
,,,,,,,,,,1765199048.5116005,51.902286529541016,,28672000.0,,,,2189.423105667,,24.09043312072754,,,
,,,,,,,,,,1765199048.512193,52.5314826965332,,29491200.0,,,,2189.423691802,,24.58746337890625,,,
,,,,,,,,,,1765199048.5128007,52.70673751831055,,30310400.0,,,,2189.424276874,,24.818723678588867,,,
,,,,,,,,,,1765199048.513374,52.738529205322266,,31129600.0,,,,2189.424831816,,24.915346145629883,,,
,,,,,,,,,,1765199048.5139356,53.22392654418945,,31948800.0,,,,2189.425404584,,25.607051849365234,,,
,,,,,,,,,,1765199048.5145135,53.7255973815918,,32768000.0,,,,2189.425989063,,26.19560432434082,,,
,,,,,,,,,,1765199048.5150952,54.230140686035156,,33587200.0,,,,2189.426558398,,26.645633697509766,,,
,,,,,,,,,,1765199048.5156653,54.472198486328125,,34406400.0,,,,2189.427120204,,27.06855010986328,,,
,,,,,,,,,,1765199048.5162182,54.711891174316406,,35225600.0,,,,2189.427682618,,27.279747009277344,,,
,,,,,,,,,,1765199048.5167844,55.332542419433594,,36044800.0,,,,2189.428264921,,27.58157730102539,,,
,,,,,,,,,,1765199048.5173752,55.87797927856445,,36864000.0,,,,2189.42885114,,28.25728416442871,,,
,,,,,,,,,,1765199048.517955,55.72840118408203,,37683200.0,,,,2189.429429842,,28.313600540161133,,,
,,,,,,,,,,1765199048.5185235,56.00618362426758,,38502400.0,,,,2189.430083594,,28.56434440612793,,,
57.96257781982422,0.43948283791542053,0.9316933751106262,21.29964828491211,46.343284606933594,23.969009399414062,3.4426662921905518,195.4882354736328,4.744540214538574,1.973792552947998,1765199048.521525,56.46799850463867,0.7100051045417786,39321600.0,0.8770623803138733,280.45404052734375,2.305485486984253,2189.433711492,,29.010618209838867,0.32474347949028015,11.02342414855957,34.65445327758789
,,,,,,,,,,1765199048.5227847,56.694942474365234,,40140800.0,,,,2189.434325622,,29.61132049560547,,,
,,,,,,,,,,1765199048.5234163,56.569454193115234,,40960000.0,,,,2189.434894506,,29.712421417236328,,,
,,,,,,,,,,1765199048.523976,57.692264556884766,,41779200.0,,,,2189.435492105,,30.35679054260254,,,
,,,,,,,,,,1765199048.524556,57.97816467285156,,42598400.0,,,,2189.436014193,,31.040346145629883,,,
,,,,,,,,,,1765199048.5251107,58.45650100708008,,43417600.0,,,,2189.43654805,,31.02715301513672,,,
,,,,,,,,,,1765199048.5256512,58.564453125,,44236800.0,,,,2189.437104955,,31.249467849731445,,,
,,,,,,,,,,1765199048.5262127,58.64966583251953,,45056000.0,,,,2189.437658109,,31.773971557617188,,,
,,,,,,,,,,1765199048.5267587,58.77043914794922,,45875200.0,,,,2189.438193763,,32.213356018066406,,,
,,,,,,,,,,1765199048.5272954,59.67732620239258,,46694400.0,,,,2189.438985799,,32.84743881225586,,,
,,,,,,,,,,1765199048.5278547,59.54128646850586,,47513600.0,,,,2189.439363593,,32.785430908203125,,,
,,,,,,,,,,1765199048.5284529,60.00848388671875,,48332800.0,,,,2189.439930273,,34.047149658203125,,,
,,,,,,,,,,1765199048.5290186,60.4704704284668,,49152000.0,,,,2189.440516106,,34.092220306396484,,,
,,,,,,,,,,1765199048.5296001,60.6031494140625,,49971200.0,,,,2189.441084395,,34.124263763427734,,,
,,,,,,,,,,1765199048.5301704,60.714054107666016,,50790400.0,,,,2189.441670327,,34.359161376953125,,,
,,,,,,,,,,1765199048.5307534,61.5433464050293,,51609600.0,,,,2189.442259087,,35.19269561767578,,,
47.87578201293945,0.4345371723175049,0.8114558458328247,19.35786247253418,51.403099060058594,29.613983154296875,3.3123743534088135,189.01771545410156,4.630765438079834,1.6153531074523926,1765199048.5335493,61.50375747680664,0.6699516177177429,52428800.0,0.8287924528121948,269.27410888671875,2.2257540225982666,2189.445473283,,35.4060173034668,0.30198174715042114,10.686004638671875,33.9959716796875
,,,,,,,,,,1765199048.534578,61.98966979980469,,53248000.0,,,,2189.446061036,,35.77729797363281,,,
,,,,,,,,,,1765199048.5351565,61.915687561035156,,54067200.0,,,,2189.446644302,,36.211708068847656,,,
,,,,,,,,,,1765199048.5357375,62.551780700683594,,54886400.0,,,,2189.447208735,,36.704288482666016,,,
,,,,,,,,,,1765199048.5363035,62.46985626220703,,55705600.0,,,,2189.44776687,,36.912288665771484,,,
,,,,,,,,,,1765199048.5368662,63.22087097167969,,56524800.0,,,,2189.448350945,,38.25917053222656,,,
,,,,,,,,,,1765199048.5374556,63.14555740356445,,57344000.0,,,,2189.449073037,,37.532958984375,,,
,,,,,,,,,,1765199048.5380356,63.5933952331543,,58163200.0,,,,2189.449605412,,38.06840133666992,,,
,,,,,,,,,,1765199048.5387194,63.887786865234375,,58982400.0,,,,2189.450168736,,38.57038116455078,,,
,,,,,,,,,,1765199048.5392559,63.94070053100586,,59801600.0,,,,2189.45077627,,38.26386260986328,,,
,,,,,,,,,,1765199048.5398548,64.6657943725586,,60620800.0,,,,2189.451359939,,39.47615432739258,,,
,,,,,,,,,,1765199048.5404408,64.50016021728516,,61440000.0,,,,2189.451939763,,39.137290954589844,,,
,,,,,,,,,,1765199048.5410342,64.73819732666016,,62259200.0,,,,2189.452521936,,39.82341766357422,,,
,,,,,,,,,,1765199048.5416229,65.21192169189453,,63078400.0,,,,2189.453091434,,39.679931640625,,,
,,,,,,,,,,1765199048.5421834,65.59519958496094,,63897600.0,,,,2189.453645053,,40.36324691772461,,,
,,,,,,,,,,1765199048.5427444,65.50163269042969,,64716800.0,,,,2189.454229741,,41.02828598022461,,,
42.99140930175781,0.43340760469436646,0.7345544099807739,19.54065704345703,52.01852035522461,32.43321990966797,3.1896533966064453,193.0521240234375,4.607390880584717,1.434632658958435,1765199048.545474,65.4413833618164,0.6422098875045776,65536000.0,0.8050397634506226,259.482177734375,2.2531492710113525,2189.457396316,,40.528419494628906,0.2881985902786255,10.458803176879883,34.24018859863281
,,,,,,,,,,1765199048.5464983,66.40435028076172,,66355200.0,,,,2189.457974123,,41.175148010253906,,,
,,,,,,,,,,1765199048.5470808,66.7913818359375,,67174400.0,,,,2189.458649106,,41.603729248046875,,,
,,,,,,,,,,1765199048.5477073,66.825439453125,,67993600.0,,,,2189.459170353,,41.8587532043457,,,
,,,,,,,,,,1765199048.5482633,67.52931213378906,,68812800.0,,,,2189.459755204,,43.175174713134766,,,
,,,,,,,,,,1765199048.5488408,67.88229370117188,,69632000.0,,,,2189.460354317,,42.791259765625,,,
,,,,,,,,,,1765199048.5494463,67.44638061523438,,70451200.0,,,,2189.46097066,,42.58268737792969,,,
,,,,,,,,,,1765199048.550012,68.36975860595703,,71270400.0,,,,2189.461530643,,43.52397155761719,,,
,,,,,,,,,,1765199048.550599,68.98790740966797,,72089600.0,,,,2189.462139698,,44.109397888183594,,,
,,,,,,,,,,1765199048.551216,68.7644271850586,,72908800.0,,,,2189.46274806,,43.96024703979492,,,
,,,,,,,,,,1765199048.5518262,70.06463623046875,,73728000.0,,,,2189.463365433,,44.53158950805664,,,
,,,,,,,,,,1765199048.5524204,70.66170501708984,,74547200.0,,,,2189.463985359,,44.77205276489258,,,
,,,,,,,,,,1765199048.5530448,70.35502624511719,,75366400.0,,,,2189.464611355,,44.89606857299805,,,
,,,,,,,,,,1765199048.5536797,72.02348327636719,,76185600.0,,,,2189.465225431,,45.63840103149414,,,
,,,,,,,,,,1765199048.5542943,71.68241882324219,,77004800.0,,,,2189.465826537,,46.55785369873047,,,
,,,,,,,,,,1765199048.5548995,72.44432830810547,,77824000.0,,,,2189.466465873,,46.58173751831055,,,
41.517478942871094,0.43291330337524414,0.697104275226593,17.940326690673828,50.83654022216797,36.05944061279297,3.2076170444488525,188.92425537109375,4.565092086791992,1.4476194381713867,1765199048.5583842,71.62246704101562,0.5783462524414062,78643200.0,0.8006367683410645,259.72833251953125,2.2173848152160645,2189.471182387,,45.694061279296875,0.27308952808380127,10.512256622314453,34.16238021850586
,,,,,,,,,,1765199048.5601907,73.63544464111328,,79462400.0,,,,2189.47231676,,47.35382080078125,,,
,,,,,,,,,,1765199048.5612988,74.20268249511719,,80281600.0,,,,2189.473476735,,48.11914825439453,,,
,,,,,,,,,,1765199048.5623424,73.5405044555664,,81100800.0,,,,2189.47435144,,47.50692367553711,,,
,,,,,,,,,,1765199048.563397,74.00553131103516,,81920000.0,,,,2189.475263357,,48.204769134521484,,,
,,,,,,,,,,1765199048.564213,74.70332336425781,,82739200.0,,,,2189.475788466,,48.159027099609375,,,
,,,,,,,,,,1765199048.5649014,75.73812866210938,,83558400.0,,,,2189.476284155,,49.88249969482422,,,
,,,,,,,,,,1765199048.5654073,76.66912078857422,,84377600.0,,,,2189.476791932,,49.848297119140625,,,
,,,,,,,,,,1765199048.5659187,77.08808135986328,,85196800.0,,,,2189.477285212,,50.31325912475586,,,
,,,,,,,,,,1765199048.5664134,77.54244232177734,,86016000.0,,,,2189.477760007,,50.031715393066406,,,
,,,,,,,,,,1765199048.5668926,77.38255310058594,,86835200.0,,,,2189.478249523,,50.156742095947266,,,
,,,,,,,,,,1765199048.5673757,78.87187194824219,,87654400.0,,,,2189.47871773,,51.31985855102539,,,
,,,,,,,,,,1765199048.5678492,79.1185531616211,,88473600.0,,,,2189.479218277,,51.669010162353516,,,
,,,,,,,,,,1765199048.5683477,79.59219360351562,,89292800.0,,,,2189.479692684,,51.180694580078125,,,
,,,,,,,,,,1765199048.5688238,80.30978393554688,,90112000.0,,,,2189.48021128,,52.029056549072266,,,
,,,,,,,,,,1765199048.569326,81.23668670654297,,90931200.0,,,,2189.480715537,,52.89792251586914,,,
36.43742370605469,0.4203745126724243,0.6412367224693298,18.7423038482666,52.395347595214844,37.912818908691406,3.093996286392212,182.20245361328125,4.299330234527588,1.2932538986206055,1765199048.5718353,81.46023559570312,0.5552200078964233,91750400.0,0.7632167935371399,249.74485778808594,2.139368772506714,2189.483656353,,53.43434524536133,0.2754021883010864,10.25131607055664,33.053001403808594
,,,,,,,,,,1765199048.5727847,81.89008331298828,,92569600.0,,,,2189.484149913,,53.5301399230957,,,
,,,,,,,,,,1765199048.5732682,83.32110595703125,,93388800.0,,,,2189.484650926,,54.93885803222656,,,
,,,,,,,,,,1765199048.573779,83.24746704101562,,94208000.0,,,,2189.485163445,,54.9769287109375,,,
,,,,,,,,,,1765199048.5742798,84.12728118896484,,95027200.0,,,,2189.485646828,,55.577945709228516,,,
,,,,,,,,,,1765199048.5747716,84.65033721923828,,95846400.0,,,,2189.486148275,,55.7993278503418,,,
,,,,,,,,,,1765199048.5752728,85.51605987548828,,96665600.0,,,,2189.486624053,,56.668556213378906,,,
,,,,,,,,,,1765199048.5757563,86.85155487060547,,97484800.0,,,,2189.487129133,,57.47137451171875,,,
,,,,,,,,,,1765199048.5762491,86.0952377319336,,98304000.0,,,,2189.487607643,,57.57827377319336,,,
,,,,,,,,,,1765199048.5767362,86.7823715209961,,99123200.0,,,,2189.488109009,,57.97880554199219,,,
,,,,,,,,,,1765199048.5772347,87.89568328857422,,99942400.0,,,,2189.488589735,,58.83548355102539,,,
,,,,,,,,,,1765199048.5777168,88.8864517211914,,100761600.0,,,,2189.489093099,,59.413421630859375,,,
,,,,,,,,,,1765199048.5782166,89.66092681884766,,101580800.0,,,,2189.489640902,,60.08781814575195,,,
,,,,,,,,,,1765199048.5787182,90.30463409423828,,102400000.0,,,,2189.490130086,,60.630226135253906,,,
,,,,,,,,,,1765199048.5792387,91.1242904663086,,103219200.0,,,,2189.490676662,,61.7735595703125,,,
,,,,,,,,,,1765199048.5797653,92.58309173583984,,104038400.0,,,,2189.491177667,,62.11233901977539,,,
37.13336181640625,0.4104962944984436,0.6328338384628296,18.16550064086914,52.246376037597656,42.99367141723633,3.0980217456817627,180.2139434814453,4.417716979980469,1.3059031963348389,1765199048.5823936,92.60029602050781,0.531221866607666,104857600.0,0.730821967124939,248.4687957763672,2.1262505054473877,2189.494173649,,62.39109420776367,0.26442378759384155,10.481825828552246,31.840669631958008
,,,,,,,,,,1765199048.5833013,93.2227554321289,,105676800.0,,,,2189.494680463,,62.99354553222656,,,
,,,,,,,,,,1765199048.583801,94.9976806640625,,106496000.0,,,,2189.495170797,,65.14825439453125,,,
,,,,,,,,,,1765199048.584293,94.00216674804688,,107315200.0,,,,2189.495658861,,64.44918823242188,,,
,,,,,,,,,,1765199048.5847843,95.47572326660156,,108134400.0,,,,2189.496129344,,65.67843627929688,,,
,,,,,,,,,,1765199048.585258,95.37068939208984,,108953600.0,,,,2189.4966682,,64.86043548583984,,,
,,,,,,,,,,1765199048.5857532,97.33882904052734,,109772800.0,,,,2189.497252015,,67.09842681884766,,,
,,,,,,,,,,1765199048.5863056,97.91373443603516,,110592000.0,,,,2189.497769054,,67.59574890136719,,,
,,,,,,,,,,1765199048.5868597,99.8074951171875,,111411200.0,,,,2189.498297483,,69.07284545898438,,,
,,,,,,,,,,1765199048.5874138,100.67057800292969,,112230400.0,,,,2189.498796741,,70.07843017578125,,,
,,,,,,,,,,1765199048.587911,100.5067138671875,,113049600.0,,,,2189.499320889,,69.9349365234375,,,
,,,,,,,,,,1765199048.5884385,101.25261688232422,,113868800.0,,,,2189.499811847,,70.983642578125,,,
,,,,,,,,,,1765199048.5889275,100.940185546875,,114688000.0,,,,2189.500357642,,70.6622314453125,,,
,,,,,,,,,,1765199048.5894473,101.44229888916016,,115507200.0,,,,2189.500873894,,71.76631927490234,,,
,,,,,,,,,,1765199048.589974,103.08831024169922,,116326400.0,,,,2189.501441408,,73.9502944946289,,,
,,,,,,,,,,1765199048.5905402,104.6031723022461,,117145600.0,,,,2189.501966286,,74.91087341308594,,,
29.77669906616211,0.3745255470275879,0.521555483341217,14.552399635314941,50.5,41.622398376464844,2.9899168014526367,173.9530487060547,4.230584621429443,1.0331981182098389,1765199048.5930672,103.65036010742188,0.4176345765590668,117964800.0,0.6612382531166077,242.86724853515625,2.0377588272094727,2189.504988935,,74.62909698486328,0.22167998552322388,10.128433227539062,28.82050132751465
,,,,,,,,,,1765199048.5941122,102.46442413330078,,118784000.0,,,,2189.505484475,,74.21508026123047,,,
,,,,,,,,,,1765199048.594605,104.50287628173828,,119603200.0,,,,2189.505963743,,76.81066131591797,,,
,,,,,,,,,,1765199048.5950882,105.55089569091797,,120422400.0,,,,2189.506471914,,77.29391479492188,,,
,,,,,,,,,,1765199048.5955913,106.72856903076172,,121241600.0,,,,2189.506954104,,78.03345489501953,,,
,,,,,,,,,,1765199048.5960755,105.35053253173828,,122060800.0,,,,2189.507456682,,78.40140533447266,,,
,,,,,,,,,,1765199048.5965772,106.08562469482422,,122880000.0,,,,2189.507928902,,78.87046813964844,,,
,,,,,,,,,,1765199048.5970578,106.32964324951172,,123699200.0,,,,2189.508429469,,79.97399139404297,,,
,,,,,,,,,,1765199048.5975497,106.62811279296875,,124518400.0,,,,2189.508904541,,80.51624298095703,,,
,,,,,,,,,,1765199048.5980303,106.89656066894531,,125337600.0,,,,2189.509416789,,81.73223114013672,,,
,,,,,,,,,,1765199048.598533,107.5467529296875,,126156800.0,,,,2189.509899844,,82.65213012695312,,,
,,,,,,,,,,1765199048.5990195,108.17279052734375,,126976000.0,,,,2189.510428894,,84.63511657714844,,,
,,,,,,,,,,1765199048.5995393,108.94892883300781,,127795200.0,,,,2189.510935646,,85.85966491699219,,,
,,,,,,,,,,1765199048.6000376,107.9003677368164,,128614400.0,,,,2189.511473716,,85.6716537475586,,,
,,,,,,,,,,1765199048.6005735,109.81182861328125,,129433600.0,,,,2189.511995903,,87.81584930419922,,,
,,,,,,,,,,1765199048.6010976,108.62006378173828,,130252800.0,,,,2189.512486923,,87.34618377685547,,,
27.52336883544922,0.378294974565506,0.48408010601997375,11.752944946289062,46.38571548461914,42.256797790527344,3.100491523742676,183.51773071289062,4.445783615112305,0.9715072512626648,1765199048.6035106,107.3590087890625,0.37274622917175293,131072000.0,0.6610909104347229,250.3076171875,2.1583423614501953,2189.515326264,,86.4967269897461,0.1949734389781952,10.28209400177002,29.02981948852539
,,,,,,,,,,1765199048.6044502,107.98783874511719,,131891200.0,,,,2189.515827528,,88.03894805908203,,,
,,,,,,,,,,1765199048.604945,108.36060333251953,,132710400.0,,,,2189.516304704,,88.43754577636719,,,
,,,,,,,,,,1765199048.605432,109.6993179321289,,133529600.0,,,,2189.516789412,,91.46961212158203,,,
,,,,,,,,,,1765199048.6059115,111.02214050292969,,134348800.0,,,,2189.517271911,,92.54932403564453,,,
,,,,,,,,,,1765199048.6063964,108.23081970214844,,135168000.0,,,,2189.517751331,,91.36102294921875,,,
,,,,,,,,,,1765199048.6068726,110.86859893798828,,135987200.0,,,,2189.51822696,,95.07894897460938,,,
,,,,,,,,,,1765199048.607356,109.19540405273438,,136806400.0,,,,2189.518707866,,93.64434051513672,,,
,,,,,,,,,,1765199048.60783,108.50924682617188,,137625600.0,,,,2189.519190902,,93.55899047851562,,,
,,,,,,,,,,1765199048.6083083,110.767578125,,138444800.0,,,,2189.520343305,,96.64855194091797,,,
,,,,,,,,,,1765199048.608998,109.45496368408203,,139264000.0,,,,2189.521082447,,95.49935913085938,,,
,,,,,,,,,,1765199048.6100898,109.02349090576172,,140083200.0,,,,2189.521614097,,95.65692901611328,,,
,,,,,,,,,,1765199048.6107106,111.37486267089844,,140902400.0,,,,2189.522143504,,99.40713500976562,,,
,,,,,,,,,,1765199048.6112428,109.78089141845703,,141721600.0,,,,2189.52263966,,98.738525390625,,,
,,,,,,,,,,1765199048.6117487,109.41188049316406,,142540800.0,,,,2189.523150425,,98.89752960205078,,,
,,,,,,,,,,1765199048.6122599,109.46794128417969,,143360000.0,,,,2189.523632766,,99.6693344116211,,,
19.838560104370117,0.35978296399116516,0.38252487778663635,9.267521858215332,40.89552307128906,45.061702728271484,3.0044639110565186,173.55126953125,4.218989372253418,0.7983837723731995,1765199048.61465,110.32600402832031,0.3378881812095642,144179200.0,0.621722936630249,242.306640625,2.05043625831604,2189.526472579,,101.13850402832031,0.16588656604290009,10.271919250488281,27.188993453979492
,,,,,,,,,,1765199048.6155891,110.77086639404297,,144998400.0,,,,2189.526957299,,102.35478973388672,,,
,,,,,,,,,,1765199048.6160698,110.74858093261719,,145817600.0,,,,2189.52750366,,102.43754577636719,,,
,,,,,,,,,,1765199048.6166005,110.56742858886719,,146636800.0,,,,2189.528007355,,103.62962341308594,,,
,,,,,,,,,,1765199048.6171136,110.69915008544922,,147456000.0,,,,2189.528494818,,104.17520904541016,,,
,,,,,,,,,,1765199048.61761,112.6325912475586,,148275200.0,,,,2189.528991982,,106.6519775390625,,,
,,,,,,,,,,1765199048.6181037,109.68614196777344,,149094400.0,,,,2189.529482006,,104.21595764160156,,,
,,,,,,,,,,1765199048.6185908,109.79530334472656,,149913600.0,,,,2189.530045124,,104.8798599243164,,,
,,,,,,,,,,1765199048.6191,111.72149658203125,,150732800.0,,,,2189.531099488,,108.25438690185547,,,
,,,,,,,,,,1765199048.6200504,109.92997741699219,,151552000.0,,,,2189.532326108,,106.85016632080078,,,
,,,,,,,,,,1765199048.6212218,111.53353118896484,,152371200.0,,,,2189.533370979,,108.71086120605469,,,
,,,,,,,,,,1765199048.6223536,111.60255432128906,,153190400.0,,,,2189.534330305,,109.80725860595703,,,
,,,,,,,,,,1765199048.6233237,111.5643081665039,,154009600.0,,,,2189.535239471,,110.22344207763672,,,
,,,,,,,,,,1765199048.624234,110.89977264404297,,154828800.0,,,,2189.536210469,,110.64012908935547,,,
,,,,,,,,,,1765199048.6251957,111.72853088378906,,155648000.0,,,,2189.53727806,,111.59153747558594,,,
,,,,,,,,,,1765199048.6261199,112.0889892578125,,156467200.0,,,,2189.537986017,,113.1518325805664,,,
16.612104415893555,0.33856385946273804,0.3371397852897644,8.737306594848633,44.68965530395508,49.07966613769531,2.94108247756958,168.43890380859375,4.060123920440674,0.6510909199714661,1765199048.629948,112.42530059814453,0.30096837878227234,157286400.0,0.5779657363891602,239.01609802246094,1.9985116720199585,2189.542569312,,113.02411651611328,0.15778394043445587,10.438828468322754,25.03217124938965
,,,,,,,,,,1765199048.6315844,110.32210540771484,,158105600.0,,,,2189.543392124,,111.42989349365234,,,
,,,,,,,,,,1765199048.6324356,112.04163360595703,,158924800.0,,,,2189.544095786,,114.63241577148438,,,
,,,,,,,,,,1765199048.633175,111.41426086425781,,159744000.0,,,,2189.544788777,,114.51900482177734,,,
,,,,,,,,,,1765199048.6338701,112.47907257080078,,160563200.0,,,,2189.545463128,,116.12474822998047,,,
,,,,,,,,,,1765199048.6345475,111.28057098388672,,161382400.0,,,,2189.546528521,,115.90200805664062,,,
,,,,,,,,,,1765199048.6354597,112.88337707519531,,162201600.0,,,,2189.547451667,,118.12162017822266,,,
,,,,,,,,,,1765199048.6364202,110.99687194824219,,163020800.0,,,,2189.548315463,,115.71088409423828,,,
,,,,,,,,,,1765199048.6373496,112.2135238647461,,163840000.0,,,,2189.549175598,,117.22960662841797,,,
,,,,,,,,,,1765199048.6382108,111.05316925048828,,164659200.0,,,,2189.550102683,,117.23332214355469,,,
,,,,,,,,,,1765199048.6390934,111.11917114257812,,165478400.0,,,,2189.551270063,,118.02616119384766,,,
,,,,,,,,,,1765199048.6401055,112.09083557128906,,166297600.0,,,,2189.551941253,,119.61949157714844,,,
,,,,,,,,,,1765199048.641013,110.078369140625,,167116800.0,,,,2189.552483168,,117.93347930908203,,,
,,,,,,,,,,1765199048.641599,111.95762634277344,,167936000.0,,,,2189.552993903,,121.1039810180664,,,
,,,,,,,,,,1765199048.6420972,109.78697967529297,,168755200.0,,,,2189.553477548,,119.1487808227539,,,
,,,,,,,,,,1765199048.6425989,112.50777435302734,,169574400.0,,,,2189.553978966,,122.68333435058594,,,
